school_name,conf_abbr,srs_off,srs_def,off_rtg,def_rtg
Minnesota,Big Ten,-2.40,2.10,101.62,102.45
UC Davis,Big West,2.75,-3.06,101.80,102.03
Saint Joseph's,A-10,1.91,-2.24,102.86,103.56
Florida State,ACC,1.96,-2.34,104.36,104.90
Old Dominion,Sun Belt,-3.78,3.37,100.27,101.25
Pacific,WCC,4.62,-5.19,105.30,106.15
Long Beach State,Big West,7.06,-7.64,102.40,103.37
Harvard,Ivy,-4.46,3.75,99.21,100.08
UTEP,CUSA,-3.21,2.46,97.51,98.37
Tarleton State,WAC,-2.61,1.85,100.34,101.74
Western Kentucky,CUSA,-0.75,-0.06,101.78,103.00
Northern Kentucky,Horizon,-6.79,5.96,100.97,101.75
Georgetown,Big East,2.14,-3.21,103.64,105.14
Montana,Big Sky,-2.47,1.32,105.26,107.09
UNC Wilmington,CAA,-4.17,2.99,100.18,101.63
Ball State,MAC,1.47,-2.67,105.65,107.02
St. Bonaventure,A-10,-4.46,3.14,99.45,101.23
Massachusetts,A-10,0.29,-1.63,98.27,100.39
Eastern Kentucky,A-Sun,2.44,-3.91,101.28,103.22
Appalachian State,Sun Belt,-5.30,3.80,98.73,101.02
New Mexico State,WAC,1.42,-2.97,103.88,106.10
UNC Asheville,Big South,-0.09,-1.65,100.46,103.08
Longwood,Big South,-3.19,1.44,101.63,103.83
South Dakota State,Summit,-2.00,0.19,101.27,103.60
Radford,Big South,-4.39,2.53,101.70,104.28
George Washington,A-10,5.67,-7.60,107.72,110.12
Lipscomb,A-Sun,1.65,-3.60,101.66,104.58
Rice,CUSA,4.94,-6.89,106.13,108.79
San Diego,WCC,5.69,-7.75,108.88,111.66
Drexel,CAA,-6.38,4.11,98.51,101.30
South Carolina,SEC,-3.41,1.13,102.13,105.85
Texas State,Sun Belt,-5.22,2.90,101.60,105.15
Chattanooga,Southern,1.97,-4.30,104.94,108.19
Wright State,Horizon,4.18,-6.52,101.75,105.18
Quinnipiac,MAAC,1.17,-3.60,101.33,104.87
Brown,Ivy,-2.35,-0.12,97.53,100.79
Texas A&M-Corpus Christi,Southland,2.27,-4.84,103.85,107.10
Cleveland State,Horizon,-2.26,-0.33,101.45,105.15
Florida Gulf Coast,A-Sun,-1.91,-0.72,101.46,105.28
Northern Iowa,MVC,-1.49,-1.20,101.26,105.11
Florida International,CUSA,1.62,-4.33,100.69,103.96
Abilene Christian,WAC,1.19,-3.98,102.67,106.34
La Salle,A-10,-0.62,-2.17,101.27,105.34
Navy,Patriot,-4.65,1.86,100.20,103.95
Stetson,A-Sun,2.37,-5.20,108.72,112.61
North Carolina Central,MEAC,-2.66,-0.25,97.86,101.81
Weber State,Big Sky,-5.53,2.59,97.37,101.82
Buffalo,MAC,3.67,-6.64,101.05,104.33
St. Thomas,Summit,-0.50,-2.60,105.18,109.26
Detroit Mercy,Horizon,3.03,-6.23,107.45,112.14
Georgia Southern,Sun Belt,-4.87,1.62,97.60,102.20
California,Pac-12,-7.67,4.32,96.77,102.85
Siena,MAAC,-2.88,-0.56,99.41,104.17
Rider,MAAC,-2.13,-1.36,103.31,108.21
Bryant,AEC,3.75,-7.34,101.85,106.94
Norfolk State,MEAC,-1.50,-2.22,104.49,109.64
Gardner-Webb,Big South,-5.77,1.92,95.55,100.80
Northern Arizona,Big Sky,0.85,-4.72,104.01,109.33
Grambling,SWAC,-6.85,2.82,95.23,100.34
Queens (NC),A-Sun,2.57,-6.72,104.17,110.37
Rhode Island,A-10,-4.41,0.25,95.98,101.65
Murray State,MVC,-0.81,-3.64,102.41,109.43
North Dakota State,Summit,-1.31,-3.25,101.09,107.30
Sacramento State,Big Sky,-6.07,1.44,100.49,107.55
Loyola (IL),A-10,-3.07,-1.58,99.85,106.38
Northern Colorado,Big Sky,2.92,-7.57,103.33,109.91
Milwaukee,Horizon,2.78,-7.47,99.36,105.99
Northwestern State,Southland,-1.58,-3.14,101.36,107.85
UT Arlington,WAC,-5.93,0.95,97.50,105.16
Wofford,Southern,-0.02,-5.00,105.54,112.93
Howard,MEAC,-0.86,-4.19,98.89,106.03
Mercer,Southern,-6.84,1.73,96.90,104.26
Portland State,Big Sky,2.92,-8.09,100.02,106.97
Campbell,Big South,-3.55,-1.68,101.19,108.88
Louisville,ACC,-3.52,-1.87,100.22,108.57
Purdue Fort Wayne,Horizon,-2.69,-2.76,97.14,105.49
Delaware,CAA,-2.73,-2.84,99.74,107.27
Robert Morris,Horizon,-6.61,0.79,95.93,104.44
East Tennessee State,Southern,-5.46,-0.55,98.20,106.94
Jacksonville,A-Sun,-11.73,5.54,96.41,105.72
Maryland-Baltimore County,AEC,-0.21,-6.01,103.15,112.16
Western Carolina,Southern,-2.00,-4.34,98.24,107.12
SIU Edwardsville,OVC,-2.92,-3.53,96.98,105.83
Texas-Rio Grande Valley,WAC,3.79,-10.27,100.19,108.95
Northern Illinois,MAC,-2.37,-4.17,97.06,106.03
Idaho State,Big Sky,-4.33,-2.23,99.19,108.60
Winthrop,Big South,0.53,-7.16,104.66,114.26
Jacksonville State,A-Sun,-5.32,-1.35,97.77,107.69
North Florida,A-Sun,2.46,-9.20,104.09,113.65
Niagara,MAAC,-8.34,1.56,98.75,108.92
Georgia State,Sun Belt,-5.77,-1.02,95.45,105.23
UC San Diego,Big West,-3.13,-3.81,98.07,108.76
Fairfield,MAAC,-7.16,0.18,96.28,106.70
Canisius,MAAC,-2.26,-4.79,98.46,108.25
Morehead State,OVC,-9.07,1.97,97.05,106.68
Army,Patriot,-1.22,-5.91,100.43,110.29
Illinois State,MVC,-5.67,-1.71,97.61,108.10
Southeast Missouri State,OVC,1.96,-9.36,97.81,107.97
Bellarmine,A-Sun,-8.28,0.86,99.16,110.70
South Carolina Upstate,Big South,-5.44,-2.01,95.49,106.59
Miami (OH),MAC,-2.23,-5.24,101.95,112.29
Cal Poly,Big West,-11.18,3.67,91.45,103.24
Western Illinois,Summit,-3.43,-4.16,99.53,110.87
North Dakota,Summit,-2.17,-5.43,100.39,111.51
Maryland-Eastern Shore,MEAC,-6.97,-0.66,92.16,103.10
UTSA,CUSA,-0.67,-7.07,99.82,110.24
Lafayette,Patriot,-10.94,3.11,92.52,104.19
Dartmouth,Ivy,-3.20,-4.78,95.28,106.38
Southeastern Louisiana,Southland,0.27,-8.27,100.01,110.73
Oakland,Horizon,0.04,-8.09,101.18,112.47
Arkansas State,Sun Belt,-8.60,0.53,97.76,109.74
Boston University,Patriot,-6.99,-1.11,95.00,106.71
Mount St. Mary's,MAAC,-7.94,-0.24,93.43,105.33
American,Patriot,-8.24,-0.02,97.75,109.69
Cal State Bakersfield,Big West,-11.29,2.95,91.78,104.41
Marist,MAAC,-8.19,-0.25,94.78,107.04
Bowling Green State,MAC,-0.09,-8.37,99.64,111.34
Tulsa,AAC,-3.29,-5.19,97.65,110.33
Nicholls State,Southland,-2.74,-5.80,95.00,106.22
Southern,SWAC,-3.81,-4.76,93.89,105.72
Louisiana-Monroe,Sun Belt,-6.70,-1.94,94.26,106.70
North Alabama,A-Sun,-1.21,-7.45,99.00,110.83
Tennessee-Martin,OVC,0.66,-9.33,97.47,109.66
Idaho,Big Sky,-3.48,-5.21,100.02,113.26
Valparaiso,MVC,-4.05,-4.67,95.21,107.56
Alcorn State,SWAC,-3.93,-4.82,97.60,109.68
Illinois-Chicago,MVC,-4.11,-4.72,93.88,106.59
Southern Indiana,OVC,-0.22,-8.65,98.93,111.53
Maine,AEC,-6.07,-2.81,96.18,109.24
Prairie View,SWAC,-7.51,-1.41,91.81,104.00
Coastal Carolina,Sun Belt,-0.97,-7.96,100.65,113.40
FDU,NEC,1.71,-10.69,102.73,115.37
Tennessee State,OVC,-1.12,-7.90,97.51,110.49
New Hampshire,AEC,-9.90,0.84,93.89,106.88
Lehigh,Patriot,-4.67,-4.41,93.41,106.55
Tennessee Tech,OVC,-3.29,-6.11,98.22,111.37
Charleston Southern,Big South,-2.44,-7.00,101.78,115.83
Denver,Summit,-2.14,-7.42,96.98,110.84
Kansas City,Summit,-10.47,0.70,92.16,106.48
Manhattan,MAAC,-5.47,-4.40,94.73,108.76
South Dakota,Summit,-4.63,-5.24,98.76,113.18
High Point,Big South,-0.66,-9.22,96.56,110.38
Saint Peter's,MAAC,-11.01,1.11,93.23,108.31
Bucknell,Patriot,-5.99,-3.94,95.38,109.66
Northeastern,CAA,-6.60,-3.73,93.89,108.82
Cal State Northridge,Big West,-9.43,-0.98,92.62,108.30
Binghamton,AEC,-6.08,-4.36,95.00,110.35
Western Michigan,MAC,-4.21,-6.34,100.05,115.76
Texas Southern,SWAC,-5.01,-5.56,92.07,106.69
Alabama A&M,SWAC,-6.15,-4.63,93.65,108.46
Omaha,Summit,-3.97,-6.83,96.97,112.66
William & Mary,CAA,-6.98,-4.00,96.81,112.88
Eastern Michigan,MAC,-0.90,-10.15,98.59,113.80
East Texas A&M,Southland,-5.24,-5.85,96.88,112.42
Merrimack,NEC,-13.48,2.30,86.01,101.97
Chicago State,Ind,-6.47,-4.82,98.16,114.37
Jackson State,SWAC,-5.23,-6.13,95.00,110.69
North Carolina A&T,CAA,-3.11,-8.30,94.72,110.88
Morgan State,MEAC,-5.12,-6.47,89.86,105.51
Wagner,NEC,-14.25,2.44,89.77,106.21
Central Michigan,MAC,-9.04,-2.93,89.78,107.14
Loyola (MD),Patriot,-7.51,-4.54,95.03,113.13
The Citadel,Southern,-6.79,-5.34,94.50,111.90
Austin Peay,A-Sun,-9.50,-2.67,93.79,111.38
Stony Brook,CAA,-11.23,-1.22,91.86,110.19
NJIT,AEC,-6.74,-5.83,93.77,112.38
Little Rock,OVC,0.02,-12.64,98.37,115.88
Sacred Heart,NEC,-4.54,-8.24,92.58,110.50
Elon,CAA,-8.27,-4.57,93.84,112.35
Stonehill,NEC,-8.31,-4.54,91.36,109.69
Arkansas-Pine Bluff,SWAC,-6.87,-6.12,90.04,108.51
Saint Francis (PA),NEC,-3.26,-10.16,97.35,117.00
Presbyterian,Big South,-11.32,-2.24,90.78,111.28
McNeese State,Southland,-6.90,-6.74,95.28,114.72
Central Connecticut State,NEC,-9.04,-4.64,93.40,113.19
Central Arkansas,A-Sun,-0.76,-12.96,94.12,112.84
Eastern Illinois,OVC,-8.98,-5.11,90.41,110.54
New Orleans,Southland,-2.59,-11.64,94.32,113.86
Holy Cross,Patriot,-7.39,-6.88,90.28,110.69
Albany (NY),AEC,-6.22,-8.14,94.51,115.59
Columbia,Ivy,-6.46,-7.91,90.34,110.10
Coppin State,MEAC,-0.54,-14.22,95.36,115.42
Lindenwood,OVC,-7.71,-7.09,91.35,112.14
Incarnate Word,Southland,-8.23,-6.83,91.93,113.03
Evansville,MVC,-8.67,-6.47,88.09,109.33
Hampton,CAA,-5.38,-9.87,93.41,114.73
Monmouth,CAA,-9.54,-6.11,88.49,111.58
VMI,Southern,-6.50,-9.64,94.43,118.08
Alabama State,SWAC,-11.11,-5.22,88.63,111.29
St. Francis (NY),NEC,-12.72,-3.78,86.44,110.44
South Carolina State,MEAC,-1.65,-15.08,94.05,116.14
Bethune-Cookman,SWAC,-7.04,-10.11,91.43,115.04
Houston Christian,Southland,-1.50,-15.68,96.76,120.10
Lamar,Southland,-10.01,-7.39,90.65,115.07
Delaware State,MEAC,-10.09,-7.61,88.59,113.34
Florida A&M,SWAC,-14.36,-3.45,86.33,112.27
Mississippi Valley State,SWAC,-11.40,-6.88,87.04,113.04
IU Indy,Horizon,-8.88,-10.12,91.01,118.47
Green Bay,Horizon,-13.92,-6.38,86.19,116.34
Hartford,Ind,-14.68,-8.44,84.31,118.29
Long Island University,NEC,-9.20,-15.27,83.42,116.48
