school_name,conf_abbr,srs_off,srs_def,off_rtg,def_rtg
Samford,Southern,3.89,-3.20,104.61,102.87
UTSA,CUSA,5.44,-4.75,104.15,102.22
Austin Peay,OVC,4.22,-3.63,108.18,106.22
Bucknell,Patriot,3.61,-3.02,104.22,103.36
Duquesne,A-10,2.63,-2.10,104.20,102.80
Eastern Michigan,MAC (West),-5.57,5.97,102.43,101.60
UAB,CUSA,-1.51,1.87,105.52,104.00
Bradley,MVC,-4.59,4.52,101.66,101.06
Colorado State,MWC,2.12,-2.23,108.33,107.68
North Texas,CUSA,-6.36,6.11,98.52,97.68
Saint Joseph's,A-10,1.59,-2.02,105.03,105.11
Coastal Carolina,Sun Belt,2.97,-3.48,105.34,105.57
UT Arlington,Sun Belt,-3.75,3.24,99.08,98.77
New Mexico,MWC,4.74,-5.29,103.22,103.12
Brown,Ivy,-1.02,0.40,97.25,98.06
Marshall,CUSA,8.44,-9.08,105.57,105.65
Missouri State,MVC,-3.22,2.03,102.85,103.23
Hawaii,Big West,-2.07,0.77,103.63,105.11
Richmond,A-10,-0.33,-1.04,107.81,109.00
Florida Atlantic,CUSA,-4.07,2.64,98.64,99.47
Seattle,WAC,-2.63,1.16,100.58,102.05
Northern Iowa,MVC,-6.27,4.73,100.51,101.75
UC Santa Barbara,Big West,-3.31,1.70,103.77,105.11
Washington State,Pac-12,4.11,-5.78,106.11,108.23
Ohio,MAC (East),-2.08,0.24,97.38,99.60
Abilene Christian,Southland,-4.14,2.24,101.19,102.72
Santa Clara,WCC,-3.17,1.26,100.74,102.44
Texas-Rio Grande Valley,WAC,-1.70,-0.34,97.34,99.25
Illinois State,MVC,-2.43,0.36,101.01,103.33
Louisiana,Sun Belt,5.77,-7.84,104.77,106.88
Stony Brook,AEC,-2.66,0.56,96.93,99.73
Green Bay,Horizon,5.85,-8.09,103.23,105.23
Oakland,Horizon,2.47,-4.73,107.55,110.10
Omaha,Summit,3.59,-5.91,108.12,110.61
Lehigh,Patriot,6.13,-8.47,105.80,108.76
Charleston Southern,Big South,-1.68,-0.74,99.64,101.93
Pacific,WCC,-5.38,2.92,99.72,103.58
Gardner-Webb,Big South,1.19,-3.80,104.02,106.94
Indiana State,MVC,-1.04,-1.68,100.77,103.83
IU Indy,Horizon,-0.74,-1.98,101.31,104.25
Mercer,Southern,-2.69,-0.17,101.75,104.59
Winthrop,Big South,6.13,-9.02,105.10,108.08
Massachusetts,A-10,-0.23,-2.80,103.29,107.39
Illinois-Chicago,Horizon,-0.03,-3.13,99.25,102.47
California,Pac-12,-1.37,-1.79,103.62,107.65
Sam Houston,Southland,-0.98,-2.20,102.48,106.32
Cal State Fullerton,Big West,-1.33,-1.96,97.23,101.35
Hampton,Big South,5.13,-8.47,103.51,107.39
Valparaiso,MVC,-6.43,3.05,97.67,102.08
Princeton,Ivy,-5.32,1.89,96.62,100.59
North Florida,A-Sun,2.47,-5.95,101.39,104.91
Purdue Fort Wayne,Summit,5.44,-8.90,105.03,109.33
Presbyterian,Big South,1.66,-5.21,106.43,110.24
La Salle,A-10,-2.29,-1.32,98.74,102.72
Campbell,Big South,-1.06,-2.56,106.61,110.46
NJIT,A-Sun,-4.14,0.52,99.36,103.71
Appalachian State,Sun Belt,4.56,-8.29,104.74,109.20
Evansville,MVC,-1.45,-2.39,98.73,103.55
California Baptist,WAC,1.70,-5.60,103.52,107.65
Northern Colorado,Big Sky,-3.00,-0.92,100.88,105.10
Hartford,AEC,0.80,-4.75,105.28,109.86
North Dakota State,Summit,-1.85,-2.16,105.13,109.98
American,Patriot,-3.24,-0.95,99.65,104.90
Air Force,MWC,-3.38,-0.90,100.24,106.07
Weber State,Big Sky,1.08,-5.46,99.72,105.93
South Alabama,Sun Belt,-2.98,-1.48,101.13,106.30
Florida International,CUSA,7.04,-11.59,100.81,105.48
Long Beach State,Big West,1.10,-5.67,98.93,104.32
Iona,MAAC,2.92,-7.69,103.93,109.81
William & Mary,CAA,0.32,-5.10,101.52,107.97
Little Rock,Sun Belt,-1.06,-3.80,99.17,104.90
Rider,MAAC,2.68,-7.64,98.94,105.82
Fordham,A-10,-7.72,2.70,96.29,102.70
Florida Gulf Coast,A-Sun,-2.58,-2.54,99.23,105.54
Cal State Bakersfield,WAC,-4.83,-0.29,99.75,106.62
Columbia,Ivy,-0.71,-4.47,99.50,106.25
East Carolina,AAC,-3.11,-2.39,97.49,104.73
South Dakota,Summit,-4.52,-1.00,98.53,105.24
Texas Southern,SWAC,6.66,-12.20,101.62,108.39
High Point,Big South,-8.54,2.91,97.83,104.93
Dartmouth,Ivy,-3.56,-2.19,100.69,108.04
Maryland-Baltimore County,AEC,-8.03,2.18,94.01,101.78
Lamar,Southland,-1.20,-4.74,99.73,106.97
FDU,NEC,-0.70,-5.39,103.14,110.84
Middle Tennessee,CUSA,-5.58,-0.51,96.16,103.71
Cornell,Ivy,-3.98,-2.14,96.94,105.35
Troy,Sun Belt,-2.32,-3.80,101.13,108.85
UC Davis,Big West,-7.66,1.40,95.01,103.44
Western Michigan,MAC (West),-2.16,-4.10,97.73,105.94
Detroit Mercy,Horizon,0.65,-6.98,103.58,111.62
Holy Cross,Patriot,-7.43,1.00,99.29,108.01
Cal State Northridge,Big West,3.40,-9.95,103.14,111.71
Rice,CUSA,2.19,-8.75,102.21,110.40
Boston University,Patriot,-3.36,-3.25,101.25,109.88
Kansas City,WAC,-4.92,-1.69,98.34,107.07
George Washington,A-10,-5.55,-1.10,95.75,105.12
Tulane,AAC,-3.43,-3.30,95.88,104.38
Eastern Washington,Big Sky,-3.20,-3.58,98.21,107.36
Quinnipiac,MAAC,-0.78,-6.00,102.27,111.55
Drexel,CAA,0.81,-7.83,103.66,112.56
Arkansas State,Sun Belt,-0.61,-6.49,100.08,109.42
Prairie View,SWAC,-0.86,-6.43,98.59,107.76
Eastern Kentucky,OVC,5.93,-13.33,98.07,106.26
Army,Patriot,-5.17,-2.40,94.23,103.85
Southeastern Louisiana,Southland,-8.89,1.30,96.30,105.90
Morehead State,OVC,-3.18,-4.56,99.67,109.14
Youngstown State,Horizon,-0.53,-7.26,101.77,111.79
Chattanooga,Southern,-4.75,-3.12,99.15,109.10
Sacred Heart,NEC,2.75,-10.64,100.92,111.22
Siena,MAAC,-9.88,1.99,99.79,110.88
Delaware,CAA,-4.39,-3.52,102.64,113.29
Montana State,Big Sky,2.32,-10.23,104.46,115.01
The Citadel,Southern,7.35,-15.28,105.44,114.79
Cleveland State,Horizon,-0.97,-6.99,99.75,110.11
Norfolk State,MEAC,-3.86,-4.18,95.85,106.21
UNC Wilmington,CAA,1.30,-9.39,102.95,113.74
UTEP,CUSA,-9.17,0.94,89.50,100.54
Jacksonville,A-Sun,-1.95,-6.32,96.11,106.83
Massachusetts-Lowell,AEC,1.11,-9.39,101.11,112.41
Charlotte,CUSA,-10.37,2.02,94.49,106.13
Longwood,Big South,-5.65,-2.78,96.55,107.78
Towson,CAA,-7.31,-1.13,97.86,109.79
James Madison,CAA,-5.31,-3.22,98.73,110.61
Saint Francis (PA),NEC,-1.54,-7.19,100.88,112.42
North Dakota,Summit,-4.51,-4.28,94.94,106.40
Sacramento State,Big Sky,-6.67,-2.10,94.05,105.72
Canisius,MAAC,-3.01,-5.78,98.61,110.56
New Orleans,Southland,-5.29,-3.59,94.20,105.82
Milwaukee,Horizon,-6.34,-2.56,97.25,109.15
Southern Utah,Big Sky,-2.99,-5.93,94.12,105.92
Portland State,Big Sky,-1.40,-7.56,98.13,109.85
Long Island University,NEC,-2.84,-6.15,94.55,106.96
Texas A&M-Corpus Christi,Southland,-11.06,1.95,92.12,104.38
Loyola (MD),Patriot,-2.23,-6.91,98.31,110.40
Western Carolina,Southern,-1.54,-7.73,98.40,110.34
Oral Roberts,Summit,-3.15,-6.19,100.67,113.25
Houston Christian,Southland,5.41,-14.76,100.58,112.88
Albany (NY),AEC,-7.04,-2.34,95.23,108.31
Robert Morris,NEC,-8.78,-0.63,92.70,105.14
Marist,MAAC,-7.92,-1.57,97.57,110.60
Grambling,SWAC,-6.33,-3.40,91.71,104.37
Wyoming,MWC,-6.52,-3.23,93.40,106.30
Western Illinois,Summit,-6.99,-3.06,94.47,108.07
Navy,Patriot,-7.80,-2.29,94.25,107.65
St. Francis (NY),NEC,-7.24,-2.95,92.43,106.40
Fairfield,MAAC,-6.75,-3.45,93.94,108.08
VMI,Southern,1.19,-11.69,100.17,113.29
Monmouth,MAAC,-9.26,-1.41,90.09,104.57
Northern Arizona,Big Sky,-2.89,-7.85,98.01,112.55
Portland,WCC,-7.59,-3.20,93.71,108.64
Tennessee-Martin,OVC,-0.86,-10.08,102.17,116.18
Stephen F. Austin,Southland,-5.97,-5.02,93.30,108.15
North Alabama,A-Sun,-7.57,-3.43,92.53,106.60
UC Riverside,Big West,-9.87,-1.25,96.74,112.98
Lafayette,Patriot,-1.58,-9.59,99.15,113.98
North Carolina A&T,MEAC,-8.14,-3.11,93.77,108.51
Southeast Missouri State,OVC,-5.18,-6.13,95.04,109.93
Niagara,MAAC,-1.48,-9.85,98.79,114.53
Central Arkansas,Southland,-2.19,-9.18,96.60,111.29
Elon,CAA,-4.81,-6.72,96.60,112.01
North Carolina Central,MEAC,-9.24,-2.29,94.84,110.04
Tennessee State,OVC,-4.55,-7.06,96.41,110.71
Eastern Illinois,OVC,-4.69,-7.13,97.61,113.13
Denver,Summit,-5.19,-6.64,97.65,113.80
Nicholls State,Southland,-4.64,-7.23,95.73,111.56
Bethune-Cookman,MEAC,-4.98,-7.00,90.85,106.40
Saint Peter's,MAAC,-11.80,-0.35,91.88,108.75
Howard,MEAC,-0.33,-11.97,98.76,114.28
Manhattan,MAAC,-17.58,4.69,86.61,105.07
Wagner,NEC,-13.40,0.41,90.02,108.12
Idaho State,Big Sky,-3.48,-9.69,100.44,118.46
Florida A&M,MEAC,-14.97,1.40,86.57,105.05
Binghamton,AEC,-9.95,-3.97,93.23,113.43
Cal Poly,Big West,-6.66,-7.29,94.40,113.80
Central Connecticut State,NEC,-4.63,-9.39,94.01,113.30
McNeese State,Southland,-7.39,-7.02,95.82,115.82
Arkansas-Pine Bluff,SWAC,-9.29,-5.14,91.29,110.73
SIU Edwardsville,OVC,-3.53,-10.94,94.09,113.27
Mount St. Mary's,NEC,-9.48,-5.09,91.63,111.16
Jackson State,SWAC,-15.06,0.46,86.27,105.53
Tennessee Tech,OVC,-11.87,-2.89,86.82,105.92
Stetson,A-Sun,-5.28,-9.73,94.60,113.73
Maine,AEC,-11.70,-3.41,90.54,112.85
Bryant,NEC,-6.04,-9.15,95.78,116.07
South Carolina Upstate,Big South,-8.91,-6.40,90.21,111.12
Alabama State,SWAC,-9.49,-6.11,90.49,111.50
Morgan State,MEAC,-5.24,-10.75,88.97,109.88
Kennesaw State,A-Sun,-10.54,-5.64,88.29,109.68
San Jose State,MWC,-6.73,-9.65,91.40,113.43
Southern,SWAC,-10.96,-5.83,90.49,113.41
South Carolina State,MEAC,-7.08,-9.78,94.24,117.05
Northwestern State,Southland,-11.04,-6.03,86.57,109.52
New Hampshire,AEC,-17.47,-1.20,81.72,108.47
Idaho,Big Sky,-10.27,-8.48,92.43,119.10
Coppin State,MEAC,-10.90,-8.00,84.98,110.45
Incarnate Word,Southland,-9.33,-9.59,93.84,120.49
Alabama A&M,SWAC,-15.19,-4.03,84.53,111.44
UNC Asheville,Big South,-16.17,-3.64,88.49,117.16
Savannah State,MEAC,-0.07,-20.44,92.27,117.75
Alcorn State,SWAC,-15.58,-6.50,84.56,114.88
Mississippi Valley State,SWAC,-11.10,-11.37,86.00,116.37
Maryland-Eastern Shore,MEAC,-20.05,-4.16,81.96,117.10
Chicago State,WAC,-10.83,-14.00,85.27,118.66
Delaware State,MEAC,-15.43,-11.40,80.02,115.64
