school_name,conf_abbr,srs_off,srs_def,off_rtg,def_rtg
Stanford,Pac-12,8.60,3.73,112.77,93.28
UCLA,Pac-12,8.94,3.14,111.83,93.60
Miami (FL),ACC,5.33,6.67,111.89,92.57
Davidson,A-10,13.12,-1.16,118.46,100.19
Syracuse,ACC,4.60,7.31,106.39,87.81
Vanderbilt,SEC,7.49,4.40,115.16,96.26
St. John's (NY),Big East,7.19,4.66,109.51,91.06
San Diego State,MWC,-2.50,14.31,103.15,83.71
Oregon,Pac-12,10.74,0.68,113.42,96.07
Louisiana State,SEC,10.21,1.18,107.57,90.45
Mississippi,SEC,9.33,2.07,112.42,94.63
TCU,Big 12,3.86,7.24,107.99,90.73
Dayton,A-10,2.88,8.10,108.43,90.86
Texas A&M,SEC,3.69,7.04,108.45,91.69
Cincinnati,AAC,-1.19,11.91,107.38,89.44
South Carolina,SEC,1.73,8.82,104.89,89.06
Alabama,SEC,4.02,6.50,111.28,94.77
Boise State,MWC,4.57,5.44,110.77,94.16
Michigan,Big Ten,1.29,8.27,110.30,95.33
Arizona State,Pac-12,6.69,2.83,108.38,93.59
Rhode Island,A-10,1.51,7.80,102.56,88.05
Saint Mary's (CA),WCC,3.88,4.80,110.57,96.64
Richmond,A-10,1.02,7.64,107.94,93.52
Stephen F. Austin,Southland,7.22,1.39,110.65,97.33
Kansas State,Big 12,0.88,7.60,106.37,93.74
Pittsburgh,ACC,2.98,5.47,112.18,98.63
Connecticut,AAC,0.79,7.50,107.43,93.18
Temple,AAC,1.69,6.51,103.63,90.11
Colorado State,MWC,7.03,1.09,109.87,96.59
George Washington,A-10,1.08,6.99,107.62,94.80
Illinois State,MVC,3.17,4.79,105.34,92.17
Seton Hall,Big East,5.38,2.56,108.16,95.73
Buffalo,MAC (East),8.32,-0.39,107.97,95.75
Penn State,Big Ten,3.70,4.08,104.68,92.07
Clemson,ACC,-1.71,9.44,103.51,91.43
Old Dominion,CUSA,-2.89,10.57,104.82,91.78
Creighton,Big East,3.88,3.60,109.42,97.59
Tennessee,SEC,0.17,7.06,108.51,97.09
Georgia Tech,ACC,0.45,6.71,102.24,90.74
Memphis,AAC,3.48,3.68,104.98,93.21
Murray State,OVC (West),10.02,-2.89,113.24,101.50
Marquette,Big East,1.62,5.46,105.12,93.66
Colorado,Pac-12,4.17,2.84,106.59,95.81
Florida State,ACC,3.87,2.82,104.74,94.12
Tulsa,AAC,-0.98,7.64,101.48,90.66
Boston College,ACC,3.12,3.20,107.76,97.67
Valparaiso,Horizon,-0.19,6.48,103.81,93.08
Northwestern,Big Ten,-0.42,6.53,106.44,97.07
Oregon State,Pac-12,-6.19,12.12,98.97,89.45
Nebraska,Big Ten,-2.40,8.30,99.71,90.60
Louisiana Tech,CUSA,5.74,0.01,105.82,96.41
Green Bay,Horizon,0.15,5.55,101.98,92.13
Washington,Pac-12,4.50,1.07,106.40,97.42
Central Michigan,MAC (West),6.56,-1.01,113.08,103.40
Georgia State,Sun Belt,2.07,3.40,107.65,98.07
Nevada-Las Vegas,MWC,3.36,2.05,105.71,96.37
California,Pac-12,1.88,3.48,103.02,93.83
San Diego,WCC,-1.33,6.36,101.37,93.42
UTEP,CUSA,1.26,3.62,104.70,96.00
Toledo,MAC (West),7.95,-3.09,110.30,102.25
La Salle,A-10,-1.13,5.97,99.91,92.06
Wake Forest,ACC,5.63,-1.02,104.65,96.38
Harvard,Ivy,-3.18,7.65,101.29,92.98
St. Bonaventure,A-10,1.24,2.69,102.43,96.24
Pepperdine,WCC,-2.97,6.83,98.69,92.45
Wyoming,MWC,-4.06,7.88,103.58,95.80
Hofstra,CAA,9.41,-5.63,108.78,102.79
Texas Tech,Big 12,-2.62,6.38,101.32,95.90
Iona,MAAC,11.81,-8.10,110.27,104.55
New Mexico State,WAC,0.55,3.16,104.55,97.42
Akron,MAC (East),-0.43,4.08,102.13,95.68
UC Irvine,Big West,-0.23,3.87,103.60,96.84
Massachusetts,A-10,4.51,-0.92,104.46,98.18
Yale,Ivy,-0.71,4.25,103.60,97.09
UC Santa Barbara,Big West,1.95,1.52,106.53,99.73
Evansville,MVC,3.43,-0.08,103.81,97.89
South Dakota State,Summit,3.71,-0.39,105.47,99.12
DePaul,Big East,6.58,-3.28,108.06,102.43
Auburn,SEC,5.58,-2.31,104.64,98.87
San Francisco,WCC,2.70,0.38,103.90,98.88
Cleveland State,Horizon,-1.53,4.59,104.67,98.95
Portland,WCC,3.85,-0.79,107.02,101.56
Sam Houston,Southland,-1.15,4.12,100.08,93.97
Bowling Green State,MAC (East),-0.89,3.82,102.74,96.88
Utah State,MWC,1.17,1.74,104.44,98.89
William & Mary,CAA,4.93,-2.12,111.02,106.15
New Mexico,MWC,-3.37,6.18,99.91,94.67
Hawaii,Big West,4.91,-2.26,102.44,97.79
Wofford,Southern,-5.13,7.70,102.26,96.80
Mississippi State,SEC,-2.67,5.20,99.52,95.44
Loyola (IL),MVC,-2.62,4.97,103.63,99.08
UC Davis,Big West,2.79,-0.60,108.64,103.95
Southern California,Pac-12,2.93,-0.77,99.96,95.70
Kent State,MAC (East),-1.29,3.33,103.61,99.23
Northeastern,CAA,0.68,1.35,105.27,100.74
Eastern Michigan,MAC (West),-0.26,2.22,98.80,95.41
UAB,CUSA,1.98,-0.05,102.24,98.06
Charlotte,CUSA,7.92,-6.16,107.58,104.44
Long Beach State,Big West,0.46,1.18,100.77,97.66
Virginia Tech,ACC,1.16,0.13,104.65,102.37
Vermont,AEC,-1.87,3.07,100.36,97.21
Missouri,SEC,-2.52,3.65,101.23,99.29
Western Kentucky,CUSA,2.54,-1.42,102.64,99.91
Louisiana,Sun Belt,6.04,-5.22,102.20,100.02
Eastern Washington,Big Sky,9.20,-8.41,109.73,108.03
North Carolina Central,MEAC,-6.05,6.71,101.52,98.06
Belmont,OVC (East),5.55,-5.20,106.77,105.47
Western Michigan,MAC (West),3.43,-3.18,106.11,104.68
Rutgers,Big Ten,-3.19,3.43,96.97,95.70
Middle Tennessee,CUSA,-4.06,4.28,100.01,99.03
Washington State,Pac-12,6.79,-6.65,106.49,105.65
Eastern Kentucky,OVC (East),-0.89,0.86,103.07,101.55
Stony Brook,AEC,-2.49,2.46,99.78,98.24
Canisius,MAAC,-2.51,2.48,99.72,98.93
Saint Joseph's,A-10,-3.37,3.14,97.24,96.28
Albany (NY),AEC,-3.20,2.86,103.47,102.46
Columbia,Ivy,-3.35,2.97,104.63,104.07
Santa Clara,WCC,-2.55,2.17,104.12,104.31
Georgia Southern,Sun Belt,-3.68,3.28,97.56,97.13
Indiana State,MVC,1.72,-2.20,99.91,99.24
Cal Poly,Big West,-7.29,6.73,99.42,99.50
Morehead State,OVC (East),-0.17,-0.49,99.71,100.47
North Florida,A-Sun,4.01,-4.82,104.56,104.53
Coastal Carolina,Big South,-0.89,-0.13,103.04,103.04
Oakland,Horizon,7.38,-8.66,107.63,108.08
Manhattan,MAAC,1.34,-2.68,98.29,99.47
Princeton,Ivy,0.50,-1.84,103.57,104.52
George Mason,A-10,-0.85,-0.58,100.35,101.31
Quinnipiac,MAAC,1.85,-3.31,99.91,101.17
Tulane,AAC,-2.68,1.17,99.12,100.34
Rider,MAAC,-2.92,1.32,98.23,99.78
Chattanooga,Southern,0.58,-2.21,100.77,102.16
North Dakota State,Summit,-5.08,3.36,100.19,100.47
Montana,Big Sky,-0.21,-1.54,102.53,103.58
Northern Illinois,MAC (West),-3.46,1.66,99.27,101.16
Florida Gulf Coast,A-Sun,-2.70,0.89,97.47,99.32
Air Force,MWC,-1.05,-0.80,106.55,107.93
Louisiana-Monroe,Sun Belt,-6.62,4.62,95.34,97.55
Mercer,Southern,-3.52,1.51,101.51,103.22
Houston,AAC,-1.54,-0.52,100.08,101.95
Tennessee-Martin,OVC (West),-0.72,-1.39,105.44,107.08
St. Francis (NY),NEC,-1.69,-0.45,99.95,101.50
Fordham,A-10,-0.96,-1.19,100.01,102.03
Monmouth,MAAC,-3.66,1.48,97.22,99.34
Fresno State,MWC,-0.50,-1.73,100.50,102.76
Detroit Mercy,Horizon,1.68,-3.93,99.79,101.66
South Carolina Upstate,A-Sun,-2.78,0.50,100.27,102.26
High Point,Big South,0.84,-3.31,103.26,105.82
UNC Wilmington,CAA,0.82,-3.35,98.99,101.33
James Madison,CAA,-0.69,-1.97,102.32,104.96
East Carolina,AAC,-3.66,0.82,101.34,104.81
Rice,CUSA,-2.96,0.10,99.44,103.00
Colgate,Patriot,-2.50,-0.41,103.52,106.88
Duquesne,A-10,5.62,-8.54,105.72,109.42
Saint Peter's,MAAC,-7.79,4.84,96.73,100.06
Lehigh,Patriot,-1.25,-1.75,95.52,99.74
Robert Morris,NEC,-1.10,-1.92,99.77,102.91
Dartmouth,Ivy,-4.00,0.89,98.56,102.02
Purdue Fort Wayne,Summit,0.12,-3.25,103.75,106.82
Pacific,WCC,-2.58,-0.60,100.90,105.59
NJIT,Ind,0.92,-4.12,100.60,104.13
UTSA,CUSA,2.15,-5.47,103.18,107.11
Lafayette,Patriot,4.46,-7.83,109.67,113.80
Northern Arizona,Big Sky,-2.08,-1.40,97.76,101.50
Southern Illinois,MVC,-6.29,2.81,95.96,100.71
American,Patriot,-10.22,6.66,98.34,103.02
Cornell,Ivy,-5.48,1.90,93.25,97.64
UT Arlington,Sun Belt,3.40,-6.99,98.88,103.02
Bucknell,Patriot,0.16,-3.82,102.03,106.72
Miami (OH),MAC (East),-0.75,-3.00,100.34,104.52
New Hampshire,AEC,-3.52,-0.24,96.72,101.23
Oral Roberts,Summit,1.22,-5.05,102.26,107.06
Radford,Big South,-0.09,-3.80,100.74,105.63
Winthrop,Big South,0.53,-4.43,100.27,105.33
Denver,Summit,-7.04,3.08,103.59,108.94
Loyola Marymount,WCC,-3.04,-1.09,100.65,106.81
Ohio,MAC (East),0.46,-4.61,99.48,104.87
Bradley,MVC,-8.27,3.97,92.07,98.06
Charleston Southern,Big South,1.17,-5.66,101.53,107.27
Sacramento State,Big Sky,-1.58,-3.03,104.38,109.54
UC Riverside,Big West,-3.30,-1.35,95.26,101.30
Norfolk State,MEAC,-0.30,-4.36,100.36,106.30
East Tennessee State,Southern,1.74,-6.54,100.35,106.27
Milwaukee,Horizon,-2.91,-1.94,98.73,104.47
South Dakota,Summit,0.38,-5.27,99.88,106.10
Missouri State,MVC,-5.79,0.87,96.52,103.35
North Texas,CUSA,-3.87,-1.08,95.35,101.78
South Florida,AAC,-3.49,-1.47,96.88,103.56
Ball State,MAC (West),-2.17,-2.89,98.58,105.40
Southeast Missouri State,OVC (West),-0.92,-4.31,97.89,104.92
Gardner-Webb,Big South,4.54,-9.77,104.05,110.79
Texas State,Sun Belt,-9.92,4.67,89.58,96.76
Little Rock,Sun Belt,0.14,-5.52,100.15,106.77
Saint Louis,A-10,-6.26,0.89,94.26,101.94
Northwestern State,Southland,13.22,-18.71,108.69,115.14
Eastern Illinois,OVC (West),-5.44,-0.07,95.87,103.72
Texas A&M-Corpus Christi,Southland,-5.66,0.08,96.80,103.98
Boston University,Patriot,0.22,-5.85,103.03,110.82
Saint Francis (PA),NEC,-6.10,0.41,96.24,104.18
Drexel,CAA,-7.98,2.27,96.00,103.14
UCF,AAC,0.64,-6.37,100.58,107.55
Idaho,Big Sky,5.33,-11.08,104.04,111.24
Western Carolina,Southern,0.16,-5.99,99.11,106.64
Seattle,WAC,-6.92,1.07,95.37,102.50
Elon,CAA,-0.85,-5.06,94.91,103.19
Texas Southern,SWAC,-1.74,-4.23,98.51,106.17
Nevada,MWC,-5.70,-0.32,94.59,102.90
Drake,MVC,-5.78,-0.27,101.56,111.11
Mount St. Mary's,NEC,-6.39,0.25,94.23,102.27
Incarnate Word,Southland,5.81,-11.96,103.56,110.87
Holy Cross,Patriot,-3.74,-2.50,97.03,105.90
Bryant,NEC,-3.08,-3.20,99.47,107.73
Cal State Bakersfield,WAC,-7.12,0.72,95.85,104.16
Wright State,Horizon,-5.51,-0.91,95.44,103.79
Marshall,CUSA,-0.90,-5.56,93.82,101.55
Tennessee Tech,OVC (East),0.02,-6.51,99.49,108.34
Army,Patriot,2.07,-8.57,97.01,105.75
Maryland-Eastern Shore,MEAC,-2.29,-4.26,98.52,107.49
Cal State Northridge,Big West,-2.29,-4.32,97.07,105.61
Grand Canyon,WAC,-0.34,-6.28,101.90,110.34
Northern Colorado,Big Sky,2.28,-9.10,104.99,114.21
Northern Kentucky,A-Sun,-2.84,-4.00,99.26,108.00
Siena,MAAC,1.63,-8.56,101.83,111.07
Towson,CAA,-6.37,-0.66,96.29,106.43
Omaha,Summit,7.41,-14.59,99.12,108.56
UNC Asheville,Big South,0.16,-7.35,97.70,107.23
Brown,Ivy,-1.10,-6.12,96.05,105.77
College of Charleston,CAA,-9.82,2.60,92.40,102.35
SIU Edwardsville,OVC (West),-3.90,-3.38,92.95,102.95
Weber State,Big Sky,-5.82,-1.47,96.57,106.35
Sacred Heart,NEC,3.09,-10.44,98.58,108.21
Youngstown State,Horizon,2.81,-10.44,101.78,111.66
Portland State,Big Sky,-1.17,-6.58,97.86,108.56
Delaware,CAA,-1.89,-5.86,97.04,107.39
Florida International,CUSA,-6.30,-1.48,92.21,102.32
Florida Atlantic,CUSA,-5.34,-2.46,95.56,106.14
Illinois-Chicago,Horizon,-3.41,-4.45,96.64,107.43
Navy,Patriot,-8.49,0.62,95.15,106.53
UNC Greensboro,Southern,-2.63,-5.36,96.43,107.53
Kansas City,WAC,-5.03,-2.98,93.93,105.34
Hampton,MEAC,-2.46,-5.79,91.39,102.98
IU Indy,Summit,-7.47,-0.81,90.36,101.51
Pennsylvania,Ivy,-6.13,-2.19,93.77,106.06
Cal State Fullerton,Big West,-2.73,-5.85,94.97,106.41
Hartford,AEC,-6.82,-1.76,93.02,104.69
Fairfield,MAAC,-8.52,-0.11,91.76,104.15
Troy,Sun Belt,-3.79,-4.93,96.24,107.80
Alabama State,SWAC,-2.28,-6.69,93.58,105.59
Long Island University,NEC,-2.47,-6.61,92.95,105.22
Niagara,MAAC,-3.67,-5.60,95.73,108.49
Samford,Southern,-1.86,-7.55,96.77,109.54
South Alabama,Sun Belt,1.00,-10.46,96.96,109.95
Lamar,Southland,-3.05,-6.69,95.16,107.77
Appalachian State,Sun Belt,-5.66,-4.15,92.97,106.09
VMI,Southern,8.30,-18.14,94.89,106.59
Howard,MEAC,-10.76,0.87,88.37,101.91
Southern,SWAC,-8.67,-1.27,88.03,101.30
Southern Mississippi,CUSA,-7.84,-2.19,93.89,108.88
McNeese State,Southland,-5.46,-4.60,96.69,110.06
Arkansas State,Sun Belt,-6.04,-4.05,90.75,104.22
Furman,Southern,-6.84,-3.71,95.62,110.86
Marist,MAAC,-8.17,-2.38,91.03,105.67
Loyola (MD),Patriot,-9.00,-1.75,88.80,104.95
Delaware State,MEAC,-1.53,-9.25,95.72,109.17
Lipscomb,A-Sun,0.21,-11.03,96.48,111.38
Prairie View,SWAC,-3.00,-7.86,91.77,107.36
Southeastern Louisiana,Southland,-4.47,-6.51,92.47,106.93
Campbell,Big South,-9.67,-1.46,93.38,109.16
Massachusetts-Lowell,AEC,-8.49,-2.72,90.21,106.48
Wagner,NEC,-1.57,-9.90,94.64,110.51
Idaho State,Big Sky,-7.28,-4.24,92.79,109.16
New Orleans,Southland,-2.84,-9.02,93.06,108.83
Southern Utah,Big Sky,-1.79,-10.20,94.68,111.02
North Dakota,Big Sky,-3.11,-9.05,92.38,109.05
FDU,NEC,-3.16,-9.06,93.15,110.31
Jackson State,SWAC,-11.17,-1.19,86.28,102.91
Austin Peay,OVC (West),-5.70,-6.75,90.84,107.98
Jacksonville State,OVC (East),-8.68,-3.97,89.59,107.35
Utah Valley,WAC,-11.86,-0.86,88.38,107.11
Montana State,Big Sky,-6.86,-6.06,91.03,109.07
The Citadel,Southern,-7.91,-5.00,100.10,120.02
Longwood,Big South,-4.15,-8.82,92.33,110.34
Houston Christian,Southland,-2.31,-10.87,96.50,113.96
Binghamton,AEC,-10.60,-2.86,88.34,107.90
Western Illinois,Summit,-8.59,-5.22,86.92,106.41
Texas-Rio Grande Valley,WAC,-8.97,-5.49,89.01,110.22
Chicago State,WAC,-12.87,-1.89,84.68,106.30
Tennessee State,OVC (East),-12.02,-2.91,85.46,107.46
Bethune-Cookman,MEAC,-15.02,-0.50,85.41,108.24
Arkansas-Pine Bluff,SWAC,-11.47,-4.18,86.31,108.51
Nicholls State,Southland,-9.22,-6.62,85.31,106.88
Liberty,Big South,-9.80,-6.21,85.72,108.48
Maryland-Baltimore County,AEC,-11.89,-4.28,85.41,108.87
Morgan State,MEAC,-8.72,-7.47,88.80,111.33
San Jose State,MWC,-12.84,-3.38,83.98,108.02
Stetson,A-Sun,-5.98,-10.24,91.53,114.10
Presbyterian,Big South,-10.50,-5.76,90.83,114.99
Central Connecticut State,NEC,-10.53,-6.03,88.29,111.95
Jacksonville,A-Sun,-7.30,-9.40,90.53,115.12
North Carolina A&T,MEAC,-11.64,-5.11,87.80,111.57
Alabama A&M,SWAC,-10.14,-7.01,89.15,113.82
Abilene Christian,Southland,-10.54,-6.66,87.88,113.40
Kennesaw State,A-Sun,-7.94,-9.39,87.71,112.51
South Carolina State,MEAC,-11.59,-5.78,84.47,108.85
Maine,AEC,-7.03,-10.77,88.88,114.35
Coppin State,MEAC,2.48,-20.32,93.07,116.18
Savannah State,MEAC,-13.88,-4.29,80.84,106.42
Alcorn State,SWAC,-8.09,-12.66,88.51,117.96
Central Arkansas,Southland,-6.40,-16.43,86.57,117.44
Mississippi Valley State,SWAC,-5.65,-18.29,85.11,117.36
Florida A&M,MEAC,-14.48,-11.56,78.63,115.87
Grambling,SWAC,-19.69,-10.98,72.97,117.46
