school_name,conf_abbr,srs_off,srs_def,off_rtg,def_rtg
St. John's (NY),Big East,4.06,6.23,106.38,91.50
Georgia,SEC,-0.70,10.93,106.59,91.63
Indiana,Big Ten,2.91,6.98,109.52,94.63
Northwestern,Big Ten,0.45,9.18,109.91,95.53
South Carolina,SEC,1.74,7.71,105.42,91.70
Old Dominion,CUSA,-0.99,10.25,107.14,92.60
Southern Methodist,AAC,-0.03,9.11,110.82,96.55
New Mexico State,WAC,1.87,7.19,107.29,93.41
Boston College,ACC,7.87,1.13,112.45,99.22
St. Bonaventure,A-10,5.90,2.97,109.69,95.99
Vanderbilt,SEC,4.78,3.73,114.69,101.76
Illinois,Big Ten,7.21,1.29,110.36,97.98
Fresno State,MWC,2.64,5.53,110.07,97.66
Iowa,Big Ten,10.70,-2.58,116.37,104.36
Stanford,Pac-12,5.37,2.71,107.48,95.32
Brigham Young,WCC,2.21,5.83,107.77,95.06
Buffalo,MAC (East),11.64,-3.66,112.66,100.78
Wake Forest,ACC,5.71,2.05,111.29,98.99
Washington,Pac-12,4.03,3.58,106.89,95.16
Louisiana,Sun Belt,7.31,0.27,110.61,99.33
Oregon State,Pac-12,1.06,6.25,107.87,96.95
Temple,AAC,2.27,4.97,108.28,96.98
Nevada-Las Vegas,MWC,11.13,-3.92,110.96,101.03
Georgetown,Big East,7.37,-0.21,109.65,98.68
Minnesota,Big Ten,6.43,0.58,108.85,98.84
Iowa State,Big 12,4.91,1.97,109.50,99.05
Murray State,OVC,2.89,3.99,111.29,99.60
Mississippi,SEC,7.96,-1.11,110.06,99.68
South Dakota State,Summit,8.68,-1.84,111.87,101.55
DePaul,Big East,1.67,4.88,104.36,94.16
Montana,Big Sky,2.31,3.97,106.22,96.64
South Dakota,Summit,3.65,2.53,106.82,97.07
Colorado,Pac-12,0.75,5.32,104.27,95.33
New Mexico,MWC,8.60,-2.78,111.78,102.90
Belmont,OVC,3.25,2.29,111.35,101.96
Rutgers,Big Ten,-4.68,10.18,99.48,90.92
Georgia Tech,ACC,-2.91,8.15,104.15,95.69
Utah Valley,WAC,3.28,1.80,108.95,100.42
Tulsa,AAC,2.19,2.77,106.84,98.65
UAB,CUSA,2.82,2.08,108.05,100.11
Vermont,AEC,-0.07,4.97,111.66,102.57
Northern Kentucky,Horizon,0.73,4.09,105.42,97.10
UCF,AAC,-7.49,12.24,98.92,90.49
UNC Greensboro,Southern,-3.77,8.30,102.85,94.43
Bucknell,Patriot,6.85,-2.36,107.31,100.39
Furman,Southern,2.59,1.84,107.79,100.22
Wyoming,MWC,7.97,-3.71,104.07,97.31
Marshall,CUSA,10.29,-6.08,107.50,100.84
Northern Iowa,MVC,-7.03,11.03,102.56,95.96
Grand Canyon,WAC,-1.32,5.10,100.79,94.46
Saint Joseph's,A-10,2.35,1.43,104.52,98.33
East Tennessee State,Southern,-1.75,5.47,103.01,95.91
Northern Colorado,Big Sky,4.97,-1.30,105.02,99.36
Northeastern,CAA,-0.46,4.10,105.98,99.48
Virginia Commonwealth,A-10,4.89,-1.35,106.84,100.77
Georgia State,Sun Belt,0.04,3.18,106.00,99.93
Missouri State,MVC,-1.05,4.10,106.08,100.70
San Diego,WCC,-2.32,5.18,102.47,97.51
Stephen F. Austin,Southland,1.51,1.16,102.31,98.01
Toledo,MAC (West),4.86,-2.21,111.79,106.83
Saint Louis,A-10,-6.41,8.98,100.94,95.88
Utah State,MWC,-0.36,2.67,106.13,101.68
Pennsylvania,Ivy,0.03,2.22,101.47,97.35
UT Arlington,Sun Belt,4.24,-2.04,103.21,99.77
UC Santa Barbara,Big West,1.88,0.22,109.29,105.31
Bradley,MVC,-4.27,6.34,102.25,97.59
Florida Gulf Coast,A-Sun,3.47,-1.54,105.19,101.16
College of Charleston,CAA,-1.60,3.43,106.32,101.88
Memphis,AAC,0.72,1.09,106.53,103.11
La Salle,A-10,2.32,-0.63,104.30,100.59
Dayton,A-10,1.19,0.45,108.36,105.40
Indiana State,MVC,2.34,-0.80,103.47,99.79
Southern Illinois,MVC,-0.90,2.27,104.05,100.78
Louisiana Tech,CUSA,0.09,1.24,104.99,102.05
Tulane,AAC,2.53,-1.32,105.23,102.92
North Texas,CUSA,-0.26,1.41,103.81,101.25
San Francisco,WCC,-3.68,4.80,100.51,97.88
Connecticut,AAC,-0.57,1.65,103.78,101.44
Illinois State,MVC,1.86,-0.79,103.37,100.82
Rider,MAAC,7.85,-6.91,106.63,104.86
UC Davis,Big West,-1.63,2.50,102.08,99.68
Idaho,Big Sky,-1.49,2.31,106.28,103.68
Iona,MAAC,5.70,-4.95,108.12,106.00
Evansville,MVC,-7.23,7.92,97.26,94.95
Washington State,Pac-12,3.00,-2.33,107.47,105.72
Valparaiso,MVC,-1.32,1.94,101.09,99.30
Wright State,Horizon,-4.33,4.91,97.86,95.69
Canisius,MAAC,0.79,-0.35,104.80,103.19
Albany (NY),AEC,-1.62,1.64,104.58,103.34
Weber State,Big Sky,0.58,-0.57,105.35,104.60
Eastern Washington,Big Sky,-1.31,1.28,105.01,103.70
Towson,CAA,0.14,-0.26,103.13,102.08
Portland State,Big Sky,9.02,-9.15,105.69,105.40
Richmond,A-10,1.28,-1.45,106.71,105.74
UC Irvine,Big West,-5.47,5.26,97.98,96.99
Eastern Michigan,MAC (West),-6.00,5.77,99.83,98.88
Harvard,Ivy,-6.03,5.75,98.16,97.39
Jacksonville State,OVC,-5.31,5.01,100.06,99.12
Drake,MVC,1.05,-1.55,104.03,103.47
Hofstra,CAA,3.37,-3.91,108.11,107.53
Georgia Southern,Sun Belt,0.00,-0.54,102.87,102.46
Pacific,WCC,-1.25,0.70,104.56,104.33
George Washington,A-10,-4.10,3.38,102.58,103.14
Mercer,Southern,-0.19,-0.69,110.45,109.17
Cal State Fullerton,Big West,-0.27,-0.66,100.50,100.77
Wofford,Southern,-0.73,-0.24,107.29,107.12
Duquesne,A-10,-0.91,-0.17,104.07,104.34
Ball State,MAC (West),0.46,-1.68,101.10,101.74
UTSA,CUSA,2.99,-4.23,103.19,103.74
William & Mary,CAA,8.41,-9.79,113.16,114.45
Central Michigan,MAC (West),2.00,-3.39,107.10,107.79
Purdue Fort Wayne,Summit,4.68,-6.17,104.40,105.48
Troy,Sun Belt,0.28,-1.78,104.06,105.32
Winthrop,Big South,2.45,-4.08,102.80,104.20
Massachusetts,A-10,-0.05,-1.60,105.59,106.96
Oakland,Horizon,3.39,-5.21,104.61,105.48
North Dakota State,Summit,-3.34,1.49,102.68,104.37
Pittsburgh,ACC,-6.22,4.35,98.55,101.35
Maryland-Baltimore County,AEC,-2.30,0.28,100.78,102.28
Lipscomb,A-Sun,4.74,-6.84,100.62,102.25
Western Michigan,MAC (West),-0.73,-1.49,103.74,105.96
Seattle,WAC,-1.02,-1.30,102.10,104.64
Hawaii,Big West,-4.75,2.42,98.15,100.55
Monmouth,MAAC,1.26,-3.67,100.92,103.00
Princeton,Ivy,-2.21,-0.23,103.38,106.10
Ohio,MAC (East),1.12,-3.63,98.02,100.44
Radford,Big South,-7.39,4.78,100.36,102.62
Liberty,Big South,-6.46,3.78,101.44,103.71
Illinois-Chicago,Horizon,-0.19,-2.73,97.56,100.06
George Mason,A-10,-0.52,-2.45,100.50,103.80
Wagner,NEC,-3.77,0.58,99.21,102.03
Austin Peay,OVC,-0.62,-2.66,101.61,105.15
California,Pac-12,-4.00,0.60,97.63,101.46
Nicholls State,Southland,2.88,-6.42,99.76,103.17
Miami (OH),MAC (East),-4.92,1.36,97.76,101.78
Kent State,MAC (East),-1.96,-1.76,100.15,104.82
Long Beach State,Big West,3.42,-7.18,103.15,107.18
Colorado State,MWC,0.27,-4.13,101.60,105.79
UNC Asheville,Big South,0.91,-4.83,102.90,106.73
Coastal Carolina,Sun Belt,-3.16,-0.78,99.07,103.82
Milwaukee,Horizon,-7.01,2.86,98.29,102.44
Yale,Ivy,-1.60,-2.59,100.98,106.11
Southern Mississippi,CUSA,-3.97,-0.29,103.94,108.91
Florida International,CUSA,-3.24,-1.07,96.98,101.84
Air Force,MWC,-5.94,1.63,99.34,105.37
Loyola Marymount,WCC,-0.50,-3.85,104.99,110.50
Appalachian State,Sun Belt,0.48,-5.31,100.12,105.54
Niagara,MAAC,7.82,-12.66,106.38,111.87
Colgate,Patriot,-3.64,-1.21,102.41,108.35
Fairfield,MAAC,0.07,-5.05,99.60,105.17
Manhattan,MAAC,-7.00,1.96,96.58,102.73
Stony Brook,AEC,-5.85,0.77,94.22,100.45
Sam Houston,Southland,-5.13,-0.02,98.67,104.77
Lamar,Southland,-3.68,-1.51,98.32,104.35
Denver,Summit,-4.10,-1.11,100.14,106.19
Saint Peter's,MAAC,-12.49,7.24,93.42,99.77
UTEP,CUSA,-6.84,1.53,96.22,102.59
Tennessee State,OVC,-8.46,3.13,94.66,100.65
Florida Atlantic,CUSA,-6.30,0.95,93.69,100.46
South Alabama,Sun Belt,-5.08,-0.36,93.98,100.32
James Madison,CAA,-2.64,-2.83,99.11,105.68
Hartford,AEC,-4.48,-1.06,99.98,106.34
Columbia,Ivy,1.83,-7.46,104.34,111.20
Campbell,Big South,-1.36,-4.32,103.26,109.59
Idaho State,Big Sky,-3.36,-2.40,100.53,107.58
Central Arkansas,Southland,4.92,-10.74,101.91,109.26
Tennessee Tech,OVC,-3.17,-2.66,95.58,102.75
Texas State,Sun Belt,-10.39,4.55,97.00,104.30
Saint Francis (PA),NEC,0.65,-6.77,103.45,111.02
Louisiana-Monroe,Sun Belt,-6.29,0.02,98.37,106.47
Bowling Green State,MAC (East),-0.64,-5.74,98.85,106.77
Southeastern Louisiana,Southland,-6.85,0.45,97.82,105.65
Lehigh,Patriot,2.82,-9.23,101.30,109.46
Pepperdine,WCC,-1.13,-5.37,103.18,111.72
Cal State Bakersfield,WAC,-9.68,3.10,93.95,102.20
Portland,WCC,-4.96,-1.65,98.29,106.62
Oral Roberts,Summit,-2.41,-4.25,102.10,111.04
Northern Illinois,MAC (West),-3.34,-3.37,100.58,109.12
Fordham,A-10,-9.64,2.91,94.19,103.81
High Point,Big South,-7.63,0.88,96.35,104.64
Akron,MAC (East),-3.55,-3.27,99.08,107.52
Elon,CAA,-1.66,-5.23,100.54,109.48
Navy,Patriot,-8.94,2.03,95.59,103.90
Delaware,CAA,-5.63,-1.30,99.62,108.55
Santa Clara,WCC,-8.38,1.37,98.22,108.08
Drexel,CAA,-1.54,-5.66,99.56,108.62
NJIT,A-Sun,-6.39,-0.86,96.75,105.51
South Florida,AAC,-8.95,1.70,96.16,105.98
UNC Wilmington,CAA,3.77,-11.29,102.18,111.28
Texas Southern,SWAC,2.19,-9.71,101.48,110.91
North Dakota,Big Sky,1.96,-9.58,100.22,109.08
Southern Utah,Big Sky,0.64,-8.28,99.69,108.99
Texas-Rio Grande Valley,WAC,1.12,-8.85,96.64,105.94
Brown,Ivy,0.56,-8.34,98.33,108.20
Robert Morris,NEC,-7.79,-0.19,91.48,101.50
Southeast Missouri State,OVC,2.18,-10.30,105.32,115.96
Mount St. Mary's,NEC,-5.91,-2.22,100.48,110.47
Charleston Southern,Big South,-6.70,-1.46,96.24,106.73
Boston University,Patriot,-5.76,-2.58,96.90,108.06
Eastern Illinois,OVC,-8.63,0.30,95.88,106.52
New Hampshire,AEC,-8.89,0.51,95.59,106.43
UC Riverside,Big West,-8.94,0.44,91.29,102.17
Green Bay,Horizon,-0.83,-7.68,96.27,106.37
Long Island University,NEC,-0.12,-8.48,98.94,109.80
Army,Patriot,-2.90,-5.71,96.74,107.96
Rice,CUSA,-5.67,-2.96,96.41,107.61
Montana State,Big Sky,-1.98,-6.71,98.79,109.99
East Carolina,AAC,-4.74,-3.98,95.41,106.96
San Jose State,MWC,-8.08,-0.66,94.12,106.08
Cornell,Ivy,0.79,-9.58,101.18,112.31
Sacramento State,Big Sky,-8.06,-0.85,96.52,108.47
New Orleans,Southland,-8.44,-0.57,94.97,106.69
Abilene Christian,Southland,-6.30,-2.85,94.29,105.88
Hampton,MEAC,-3.05,-6.32,92.40,104.49
Quinnipiac,MAAC,-4.19,-5.31,98.72,111.12
Massachusetts-Lowell,AEC,0.89,-10.42,100.63,113.32
Arkansas State,Sun Belt,-0.59,-9.07,100.89,113.23
Gardner-Webb,Big South,-6.60,-3.11,94.20,105.95
Lafayette,Patriot,-4.47,-5.30,98.23,111.20
IU Indy,Horizon,-8.15,-1.66,95.67,108.20
Omaha,Summit,0.71,-10.59,100.62,112.87
Holy Cross,Patriot,-11.72,1.80,94.89,108.92
Charlotte,CUSA,-2.28,-7.84,97.10,110.11
Prairie View,SWAC,-2.21,-7.92,96.73,109.28
Kansas City,WAC,-5.57,-4.62,94.72,107.10
Binghamton,AEC,-8.49,-1.78,94.91,108.53
Dartmouth,Ivy,-7.57,-2.74,96.56,110.40
FDU,NEC,-2.62,-7.79,98.33,111.64
Little Rock,Sun Belt,-11.98,1.53,90.79,105.21
Siena,MAAC,-7.50,-2.96,94.26,107.75
Tennessee-Martin,OVC,-9.17,-1.35,92.62,106.64
Eastern Kentucky,OVC,-4.16,-6.42,97.93,112.00
Morehead State,OVC,-5.90,-4.75,95.47,109.28
Cleveland State,Horizon,-7.18,-3.64,95.27,109.75
Western Illinois,Summit,-7.92,-3.15,92.64,107.02
Chattanooga,Southern,-7.86,-3.23,95.28,109.69
Samford,Southern,2.48,-13.58,103.95,118.27
Kennesaw State,A-Sun,-5.70,-5.47,95.74,110.32
Sacred Heart,NEC,-7.88,-3.50,93.02,108.18
North Florida,A-Sun,5.03,-16.43,102.54,116.67
Cal Poly,Big West,-6.42,-5.14,95.59,111.54
Central Connecticut State,NEC,-9.06,-2.56,94.81,110.58
Western Carolina,Southern,-7.12,-4.78,92.96,107.89
McNeese State,Southland,-3.37,-8.69,96.40,111.79
Bethune-Cookman,MEAC,1.77,-13.96,95.39,111.10
St. Francis (NY),NEC,-4.87,-7.38,94.67,110.73
Texas A&M-Corpus Christi,Southland,-9.42,-2.88,91.18,107.22
Stetson,A-Sun,-4.84,-7.55,95.15,111.16
SIU Edwardsville,OVC,-4.65,-7.78,95.38,111.42
Detroit Mercy,Horizon,1.68,-14.15,99.26,114.53
Marist,MAAC,-4.13,-8.35,96.11,112.43
North Carolina A&T,MEAC,-5.62,-6.96,93.89,110.64
Loyola (MD),Patriot,-6.95,-5.76,92.82,109.85
Grambling,SWAC,-6.18,-6.78,89.61,106.58
Norfolk State,MEAC,-7.89,-5.10,91.73,108.43
North Carolina Central,MEAC,-11.13,-2.06,92.67,109.54
Jacksonville,A-Sun,-7.85,-5.54,91.08,108.88
Cal State Northridge,Big West,-9.03,-4.46,93.95,112.27
The Citadel,Southern,5.80,-19.43,98.39,113.86
Youngstown State,Horizon,-1.22,-12.44,96.90,113.51
Presbyterian,Big South,-11.69,-2.64,94.39,114.46
Southern,SWAC,-9.61,-4.93,90.11,109.29
American,Patriot,-10.26,-4.37,91.73,112.06
Maine,AEC,-8.02,-6.62,87.63,107.01
Northern Arizona,Big Sky,-8.56,-6.11,90.23,109.36
Arkansas-Pine Bluff,SWAC,-10.56,-4.29,89.57,110.46
Morgan State,MEAC,-8.69,-6.43,88.57,107.54
Savannah State,MEAC,9.89,-25.25,96.12,113.48
VMI,Southern,-12.06,-3.37,86.17,106.35
Houston Christian,Southland,-0.54,-15.60,94.99,114.96
Howard,MEAC,-3.42,-13.84,94.05,117.08
South Carolina Upstate,A-Sun,-1.18,-16.27,101.41,124.59
Jackson State,SWAC,-16.60,-1.06,84.87,109.54
Incarnate Word,Southland,-8.07,-9.64,90.70,113.83
Alcorn State,SWAC,-9.49,-8.58,90.87,115.24
Longwood,Big South,-12.73,-5.58,85.58,110.25
Alabama State,SWAC,-8.31,-10.24,90.28,114.92
Bryant,NEC,-5.00,-13.75,94.11,119.07
Florida A&M,MEAC,-9.39,-9.82,90.40,116.04
South Carolina State,MEAC,-6.15,-14.03,91.44,117.71
Coppin State,MEAC,-15.93,-5.03,81.33,109.71
Northwestern State,Southland,-13.77,-7.25,83.72,111.27
Mississippi Valley State,SWAC,-11.52,-9.89,85.79,115.10
Chicago State,WAC,-6.27,-15.27,90.60,118.46
Alabama A&M,SWAC,-16.79,-7.18,83.59,116.62
Delaware State,MEAC,-14.56,-10.00,86.25,120.13
Maryland-Eastern Shore,MEAC,-16.75,-7.88,84.00,118.75
