school_name,win_loss_pct,srs,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate
Brown,.433,-8.55,72.1,105.1,.445,.401,.566,47.8,54.3,10.5,5.3,.516,17.6,27.1,.338
Bryant,.375,-9.69,70.0,103.2,.332,.366,.535,49.4,54.8,9.5,5.8,.499,16.2,29.5,.239
Bucknell NCAA,.743,5.89,70.7,107.9,.372,.384,.578,50.6,54.1,10.2,9.7,.553,16.8,26.7,.253
Buffalo,.531,0.92,72.9,106.1,.366,.374,.545,53.1,52.3,7.7,10.2,.513,16.6,33.7,.253
Butler NCAA,.735,17.70,67.3,112.6,.371,.376,.581,50.6,50.0,8.9,8.4,.546,13.4,27.1,.275
Cal Poly,.355,-10.71,66.7,99.9,.297,.421,.507,46.5,44.4,7.8,9.2,.475,14.0,26.0,.207
Cal State Bakersfield,.714,3.21,69.7,100.8,.371,.320,.523,52.3,56.6,11.5,12.3,.496,17.8,33.9,.237
Cal State Fullerton,.531,-7.55,70.7,101.1,.404,.341,.533,52.2,47.1,9.6,9.9,.497,17.4,30.4,.277
Cal State Northridge,.367,-8.34,74.6,104.6,.459,.238,.550,49.0,51.0,9.3,7.0,.503,15.8,28.0,.334
California,.618,11.11,66.3,101.3,.377,.347,.514,54.7,50.7,7.2,12.1,.481,16.0,32.9,.249
Campbell,.514,-9.68,67.8,105.1,.361,.401,.568,49.3,47.5,9.7,11.3,.530,16.9,24.3,.272
Canisius,.529,-2.82,71.4,108.9,.309,.403,.562,48.3,63.7,9.4,4.9,.531,15.8,30.2,.227
Central Arkansas,.250,-13.04,72.2,102.5,.360,.321,.535,48.8,55.6,7.6,7.4,.498,16.6,28.8,.258
Central Connecticut State,.207,-17.51,66.5,93.9,.333,.261,.492,48.5,50.5,8.5,6.9,.467,18.2,31.5,.207
Central Michigan,.500,-5.76,77.8,112.2,.354,.518,.562,47.7,39.7,7.2,6.6,.516,12.6,27.9,.280
Charleston Southern,.387,-12.28,69.7,105.3,.344,.358,.530,50.1,41.4,8.0,8.4,.502,14.1,29.0,.229
Charlotte,.433,-5.24,74.4,102.4,.341,.349,.548,44.8,45.1,8.5,7.3,.509,14.9,20.6,.254
Chattanooga,.613,1.10,68.1,109.1,.394,.388,.567,49.1,47.1,11.4,12.4,.533,16.8,31.1,.280
Chicago State,.188,-16.67,70.3,91.4,.296,.354,.476,46.8,48.7,9.4,6.6,.439,16.7,26.8,.207
Cincinnati NCAA,.833,18.43,65.1,113.3,.325,.361,.547,53.3,57.5,11.1,13.9,.520,12.9,35.5,.223
Clemson,.515,13.22,67.7,110.0,.343,.345,.547,49.3,47.5,10.5,10.7,.511,13.6,31.4,.251
Cleveland State,.290,-6.73,68.8,96.2,.294,.386,.497,47.0,43.9,10.2,8.7,.465,16.2,29.0,.203
Coastal Carolina,.513,-3.94,71.0,101.7,.298,.399,.514,52.0,45.7,8.5,8.7,.488,15.6,31.0,.196
Colgate,.313,-8.47,66.4,99.0,.335,.432,.547,49.7,55.6,7.6,7.7,.520,19.3,25.1,.227
College of Charleston,.714,3.99,65.6,104.9,.429,.360,.539,49.1,44.2,8.4,9.8,.491,14.0,25.6,.316
Colorado,.559,9.12,69.0,108.7,.386,.360,.544,52.1,53.4,7.3,11.9,.508,14.8,32.7,.272
Colorado State,.667,6.03,68.0,106.6,.394,.366,.531,51.9,45.2,8.9,9.8,.487,13.8,31.6,.288
Columbia,.407,-5.67,69.5,102.5,.290,.364,.532,48.5,59.7,10.0,9.2,.502,16.0,28.1,.205
Connecticut,.485,7.23,65.4,102.1,.342,.347,.528,50.9,55.5,6.7,15.3,.492,16.0,29.9,.244
Coppin State,.250,-21.51,70.5,93.1,.404,.384,.482,46.3,47.5,8.0,6.4,.443,16.7,28.4,.262
Cornell,.276,-8.40,71.3,99.8,.294,.437,.553,48.7,55.9,7.2,6.7,.527,18.3,22.5,.205
Creighton NCAA,.714,17.27,72.9,112.3,.277,.358,.592,49.3,55.5,8.4,7.6,.576,15.2,24.8,.189
Dartmouth,.259,-11.15,68.2,97.9,.338,.386,.534,50.5,47.7,6.7,4.7,.499,19.1,27.6,.240
Davidson,.531,6.45,69.5,105.5,.315,.460,.552,49.6,61.3,7.3,8.5,.516,15.4,25.1,.238
Dayton NCAA,.750,12.98,69.4,108.9,.436,.381,.571,49.7,61.0,11.2,11.9,.538,15.0,25.8,.301
Delaware,.394,-9.97,66.1,98.5,.326,.350,.508,50.1,49.7,8.0,9.7,.475,15.7,27.5,.224
Delaware State,.313,-18.81,68.4,98.7,.292,.390,.515,46.2,54.9,8.0,8.5,.490,17.0,29.3,.192
Denver,.533,-2.99,69.0,109.0,.346,.330,.580,53.1,55.7,7.2,6.1,.548,17.1,28.8,.254
DePaul,.281,2.09,69.0,99.5,.356,.313,.523,49.0,47.2,9.6,8.8,.481,17.6,29.9,.262
Detroit Mercy,.258,-10.72,74.3,102.3,.384,.362,.541,47.1,48.0,8.7,6.9,.512,17.0,27.6,.255
Drake,.226,-4.71,70.0,100.5,.298,.421,.521,47.5,53.2,8.6,6.4,.482,15.5,26.9,.225
Drexel,.281,-7.43,71.4,103.3,.311,.373,.526,49.8,54.3,8.1,8.1,.500,15.7,31.0,.207
Duke NCAA,.757,21.56,69.9,115.7,.393,.383,.588,51.9,47.5,8.7,10.9,.548,14.2,31.6,.299
Duquesne,.313,-3.06,71.0,99.3,.371,.369,.523,49.4,51.1,6.9,10.0,.489,17.4,29.0,.251
East Carolina,.455,-0.49,66.8,94.8,.375,.372,.493,50.4,55.0,7.6,13.2,.458,17.8,30.7,.246
East Tennessee State NCAA,.771,7.31,71.4,110.2,.432,.352,.587,53.1,53.8,11.6,13.6,.555,18.0,31.3,.304
Eastern Illinois,.483,-5.35,70.5,102.9,.271,.376,.519,49.0,57.5,9.4,10.7,.487,15.0,30.3,.198
Eastern Kentucky,.387,-8.65,69.7,99.7,.374,.419,.533,46.8,56.3,8.4,10.0,.495,17.3,26.2,.264
Eastern Michigan,.485,-0.18,71.2,108.3,.350,.301,.538,49.9,48.3,13.4,13.1,.500,14.3,34.3,.254
Eastern Washington,.647,-2.77,68.0,112.4,.342,.375,.587,50.9,44.5,6.6,12.5,.551,15.3,27.6,.263
Elon,.563,0.24,69.2,106.1,.302,.454,.550,50.2,54.8,7.3,6.1,.525,14.6,25.0,.207
Evansville,.485,1.45,67.0,102.3,.447,.197,.536,50.6,55.3,7.7,9.1,.490,15.4,27.2,.318
Fairfield,.516,-4.75,71.7,100.5,.272,.421,.536,48.5,56.4,7.4,7.3,.513,16.5,24.4,.186
FDU,.367,-9.28,70.2,103.2,.362,.354,.544,47.3,48.5,8.9,7.0,.499,16.5,27.8,.277
Florida NCAA,.750,22.40,70.1,110.0,.402,.366,.556,51.3,47.2,10.7,11.8,.516,14.6,31.8,.293
Florida A&M,.233,-20.88,72.2,97.8,.373,.299,.508,45.7,49.7,8.9,9.1,.475,16.1,25.9,.246
Florida Atlantic,.333,-7.95,70.2,98.9,.304,.348,.501,47.3,48.8,8.0,7.4,.467,14.2,27.0,.213
Florida Gulf Coast NCAA,.765,2.26,69.3,113.8,.329,.315,.579,53.9,52.3,8.7,9.7,.554,15.3,33.9,.231
Florida International,.226,-8.10,66.5,103.1,.291,.307,.540,51.2,43.0,8.8,5.9,.505,17.0,30.5,.218
Florida State NCAA,.743,18.87,72.6,113.1,.384,.313,.566,52.7,49.3,10.2,13.7,.537,14.1,33.6,.265
Fordham,.406,-1.97,66.8,96.3,.266,.444,.520,44.3,57.9,14.5,9.3,.490,17.2,23.4,.193
Fresno State,.606,4.37,70.1,102.5,.408,.317,.543,50.6,48.6,11.7,11.3,.511,16.6,27.5,.274
Furman,.657,1.46,67.4,109.0,.321,.427,.579,51.7,57.1,10.3,7.3,.555,16.8,28.0,.224
Gardner-Webb,.576,-3.08,71.4,106.1,.430,.290,.555,52.8,53.2,12.1,9.7,.534,17.1,31.9,.268
George Mason,.588,3.01,69.2,105.2,.395,.276,.541,55.0,45.3,7.1,7.2,.494,15.9,32.0,.295
George Washington,.571,2.37,67.0,104.3,.366,.383,.538,53.0,56.8,8.2,9.9,.495,16.6,32.5,.273
Georgetown,.438,11.18,70.2,104.7,.426,.337,.562,50.6,59.4,7.7,11.5,.520,17.7,28.9,.312
Georgia,.559,11.13,69.7,102.0,.408,.283,.536,51.5,51.3,7.6,9.8,.485,16.3,28.7,.309
Georgia Southern,.545,-3.63,70.5,106.7,.400,.438,.549,46.8,40.7,9.6,8.8,.520,14.6,26.0,.266
Georgia State,.606,-0.33,70.3,104.8,.349,.365,.555,51.6,45.1,10.1,14.0,.534,17.4,30.4,.226
Georgia Tech,.568,7.82,69.3,97.0,.356,.248,.513,49.8,62.6,9.5,15.7,.479,16.9,28.0,.243
Gonzaga NCAA,.949,25.26,70.9,116.5,.390,.329,.596,54.7,51.8,9.6,11.2,.567,14.2,29.8,.280
Grambling,.485,-17.29,69.8,101.0,.384,.299,.514,47.6,43.8,12.5,6.9,.480,16.4,31.6,.255
Grand Canyon,.710,-0.16,71.2,102.6,.412,.342,.527,50.9,53.5,10.5,6.7,.493,15.5,29.1,.274
Green Bay,.563,-2.77,76.8,103.2,.382,.297,.527,51.2,48.8,9.9,10.6,.491,15.5,30.2,.263
Hampton,.452,-13.23,70.9,97.0,.343,.336,.501,50.7,48.5,6.9,10.1,.460,16.9,31.7,.245
Hartford,.281,-15.85,70.0,94.3,.326,.428,.510,45.0,50.3,10.1,9.2,.475,18.1,24.8,.228
Harvard,.643,2.30,67.3,106.7,.331,.412,.556,51.1,57.7,9.3,13.3,.520,16.6,29.8,.246
Hawaii,.467,-6.19,68.3,98.9,.366,.399,.527,49.1,59.9,7.3,5.3,.488,17.6,28.3,.262
High Point,.484,-9.06,66.8,101.4,.376,.307,.535,51.2,53.1,8.7,9.4,.490,16.9,29.0,.279
Hofstra,.469,-2.35,69.0,111.1,.375,.415,.550,50.3,49.5,6.4,6.3,.520,13.2,31.1,.257
Holy Cross,.469,-5.26,61.5,97.7,.344,.441,.535,42.8,64.3,15.3,9.2,.503,16.3,19.4,.238
Houston,.656,12.20,65.8,111.6,.286,.358,.546,50.5,47.8,8.0,10.7,.517,12.7,31.9,.205
Houston Christian,.548,-7.30,72.9,108.0,.375,.298,.539,54.1,52.5,8.6,7.0,.503,15.3,36.9,.262
Howard,.294,-16.97,68.4,93.0,.449,.318,.480,49.4,42.5,7.7,10.1,.436,18.2,32.5,.295
Idaho,.576,-5.34,67.9,105.3,.399,.371,.542,52.6,52.2,7.2,7.9,.501,15.9,30.9,.288
Idaho State,.161,-15.10,70.1,98.8,.379,.386,.537,44.4,42.6,10.2,6.7,.504,16.6,21.9,.259
Illinois,.571,10.54,68.9,103.7,.318,.362,.539,51.2,52.6,8.1,6.5,.512,15.7,28.7,.219
Illinois State,.800,10.30,65.8,104.6,.301,.404,.536,51.7,55.8,10.8,14.4,.513,15.9,30.6,.200
Illinois-Chicago,.472,-5.95,74.0,102.1,.399,.353,.547,52.1,55.8,7.3,11.1,.509,19.0,32.2,.283
Incarnate Word,.414,-12.14,73.3,103.6,.452,.372,.563,45.7,49.2,7.9,10.4,.527,16.6,22.6,.314
Indiana,.529,14.63,69.5,112.2,.341,.387,.582,55.1,50.9,8.7,11.8,.552,18.2,36.3,.249
Indiana State,.355,-1.02,70.1,97.1,.314,.397,.515,46.7,54.7,9.1,10.1,.485,15.8,22.2,.214
Iona NCAA,.629,1.08,72.3,109.9,.310,.400,.569,48.2,55.3,9.3,7.7,.534,14.6,26.9,.238
Iowa,.559,10.01,72.8,107.9,.349,.373,.554,50.1,62.4,9.9,9.4,.525,16.0,31.8,.240
Iowa State NCAA,.686,20.51,70.6,112.5,.276,.393,.572,47.7,53.6,10.8,8.9,.550,12.6,25.6,.194
IU Indy,.438,-4.29,72.0,107.7,.334,.380,.551,49.4,51.5,9.3,7.3,.525,15.0,29.5,.228
Jackson State,.438,-15.42,65.9,97.2,.333,.392,.480,51.5,48.9,9.3,8.0,.444,15.3,34.3,.224
Jacksonville,.515,-10.21,70.4,109.6,.342,.431,.584,49.5,50.7,11.4,5.7,.553,16.2,27.3,.251
Jacksonville State NCAA,.571,-2.85,65.3,105.7,.346,.367,.559,52.7,57.5,6.8,10.8,.528,18.0,31.5,.247
James Madison,.303,-5.64,65.8,99.9,.359,.363,.541,52.5,50.0,8.8,8.8,.504,18.7,29.2,.257
Kansas NCAA,.861,23.53,71.4,115.4,.360,.359,.583,53.0,54.5,9.6,11.2,.561,15.1,33.9,.244
Kansas City,.514,-4.97,74.5,102.9,.374,.408,.550,47.9,49.5,9.0,7.0,.515,17.3,27.5,.267
Kansas State NCAA,.600,14.80,67.5,106.4,.412,.363,.560,49.2,60.0,11.4,10.3,.527,16.8,29.5,.286
Kennesaw State,.438,-8.44,71.5,105.0,.308,.256,.542,51.0,56.8,7.1,7.4,.515,16.3,31.3,.213
Kent State NCAA,.611,0.88,70.7,107.0,.328,.349,.521,54.0,45.5,8.9,9.7,.484,14.9,38.7,.236
Kentucky NCAA,.842,23.88,74.3,113.8,.409,.316,.564,53.2,51.6,8.1,13.0,.529,13.4,33.2,.288
La Salle,.500,1.91,69.1,107.5,.383,.420,.575,49.4,55.8,9.1,6.0,.533,16.6,25.6,.294
Lafayette,.300,-14.68,70.3,94.2,.297,.400,.528,46.1,53.1,7.0,8.5,.497,18.8,20.0,.211
Lamar,.559,-7.36,70.7,108.0,.411,.370,.555,50.6,53.0,11.2,7.5,.526,16.1,31.9,.275
Lehigh,.625,1.54,70.4,106.7,.324,.385,.589,51.7,54.5,9.4,8.5,.555,17.9,23.4,.251
Liberty,.600,-5.51,64.3,102.5,.342,.497,.561,45.6,58.2,10.1,6.6,.525,14.9,15.7,.254
Lipscomb,.606,-1.55,76.0,111.3,.410,.469,.593,50.9,63.8,8.7,8.2,.561,17.5,29.6,.296
Little Rock,.469,-6.07,66.1,102.7,.333,.342,.540,50.6,48.9,8.6,11.7,.502,16.9,28.8,.246
Long Beach State,.441,-5.98,71.5,102.9,.369,.303,.533,49.5,49.9,8.0,6.9,.493,16.9,31.7,.267
Long Island University,.625,-7.80,68.5,102.8,.385,.289,.522,54.0,43.6,8.4,9.2,.485,17.4,36.8,.264
Longwood,.200,-21.23,71.0,94.7,.293,.342,.533,44.7,43.9,8.2,10.3,.501,19.4,21.8,.214
Louisiana,.636,-0.64,73.3,111.4,.415,.333,.559,54.2,50.3,9.6,7.1,.524,15.4,36.7,.288
Louisiana State,.323,0.53,73.2,102.2,.316,.309,.532,49.4,46.5,8.2,9.4,.502,17.2,30.9,.220
Louisiana Tech,.697,5.20,70.8,109.1,.345,.364,.563,52.4,59.6,9.5,13.7,.533,15.2,29.1,.245
Louisiana-Monroe,.273,-7.88,66.0,98.6,.260,.372,.511,50.4,54.4,6.9,6.0,.487,16.7,29.8,.174
Louisville NCAA,.735,22.47,68.5,112.0,.340,.321,.543,54.1,48.4,9.7,15.2,.514,13.4,36.6,.233
Loyola (IL),.563,5.15,66.9,108.0,.310,.379,.584,49.2,55.6,10.0,6.7,.560,15.8,22.1,.219
Loyola (MD),.485,-6.32,67.2,97.3,.397,.300,.511,51.3,51.1,10.7,9.6,.470,18.9,33.2,.275
Loyola Marymount,.500,-0.47,69.0,101.7,.311,.350,.525,49.5,57.0,11.0,11.6,.506,16.4,30.7,.193
Maine,.219,-16.33,69.2,93.4,.301,.359,.489,48.5,50.5,7.5,5.2,.460,16.5,26.9,.197
Manhattan,.313,-9.67,71.8,96.4,.410,.351,.521,49.8,46.4,9.6,8.7,.474,19.7,30.8,.299
Marist,.250,-12.33,69.1,99.8,.379,.421,.539,44.8,47.0,6.6,6.7,.499,16.6,21.6,.275
Marquette NCAA,.594,15.26,71.1,115.2,.310,.415,.607,49.6,57.1,10.1,9.3,.576,15.5,27.0,.242
Marshall,.571,0.18,77.3,109.6,.365,.430,.571,46.7,56.4,7.7,8.3,.536,14.2,24.4,.268
Maryland NCAA,.727,12.79,68.1,108.1,.398,.411,.557,50.3,57.1,8.0,11.9,.523,16.3,31.1,.278
Maryland-Baltimore County,.618,-3.84,71.3,111.4,.339,.412,.582,49.9,53.0,9.0,6.4,.550,14.8,25.8,.252
Maryland-Eastern Shore,.412,-13.77,69.6,100.9,.332,.380,.520,46.4,52.6,8.0,7.5,.489,15.4,27.5,.227
Massachusetts,.455,1.63,73.0,98.5,.346,.407,.525,49.3,62.5,10.4,13.2,.497,17.8,28.1,.228
Massachusetts-Lowell,.355,-10.13,73.0,106.0,.311,.363,.580,49.0,56.4,7.5,5.4,.551,18.5,27.2,.228
McNeese State,.241,-14.28,72.4,96.9,.359,.346,.514,45.0,42.2,7.5,7.5,.479,16.9,26.0,.246
Memphis,.594,6.47,70.0,104.9,.367,.318,.523,50.2,59.6,9.8,13.0,.489,14.0,31.6,.250
Mercer,.469,-1.12,63.5,110.4,.324,.393,.554,54.0,55.0,6.5,7.5,.512,15.2,35.0,.253
Miami (FL) NCAA,.636,14.48,64.7,106.3,.343,.326,.544,53.0,47.8,9.9,10.5,.510,16.6,33.4,.246
Miami (OH),.344,-8.16,71.6,97.4,.380,.356,.525,47.1,46.3,10.3,11.8,.488,17.9,25.6,.262
Michigan NCAA,.684,18.80,63.8,116.5,.301,.451,.601,47.9,52.6,9.0,7.4,.570,12.8,24.5,.234
Michigan State NCAA,.571,13.67,68.2,105.0,.335,.380,.563,52.6,65.3,6.3,11.9,.540,18.0,29.1,.224
Middle Tennessee NCAA,.861,9.80,66.4,112.4,.304,.299,.567,53.9,54.4,10.1,8.3,.543,13.6,30.7,.212
Milwaukee,.314,-7.37,65.1,100.9,.276,.401,.532,48.5,54.3,7.0,4.6,.511,15.6,24.9,.182
Minnesota NCAA,.706,14.56,70.3,104.6,.396,.299,.528,50.5,57.2,7.9,15.9,.487,14.0,29.6,.281
Mississippi,.611,9.65,73.4,105.5,.428,.377,.539,52.0,50.9,9.1,11.3,.488,16.5,33.8,.322
Mississippi State,.500,7.12,70.8,102.0,.339,.385,.540,48.9,47.0,10.5,10.7,.511,16.8,27.2,.233
Mississippi Valley State,.219,-20.54,72.1,95.8,.335,.262,.496,47.0,45.7,9.3,5.2,.466,17.0,30.4,.218
Missouri,.250,2.98,70.5,97.4,.387,.390,.494,48.1,51.9,8.8,6.2,.452,14.6,28.2,.264
Missouri State,.515,2.84,66.4,107.6,.344,.393,.545,54.2,48.1,7.9,10.7,.513,15.6,33.2,.241
Monmouth,.794,4.94,74.2,108.3,.373,.382,.551,50.2,46.4,9.2,11.9,.508,14.5,29.7,.282
Montana,.500,-2.67,68.7,107.9,.330,.355,.550,50.0,49.3,8.2,7.9,.512,13.7,28.0,.249
Montana State,.500,-6.14,71.7,108.3,.367,.433,.554,49.6,49.4,7.7,6.6,.517,14.5,27.8,.268
Morehead State,.467,-3.60,71.8,108.6,.285,.298,.547,53.5,54.9,9.3,9.4,.518,15.7,35.7,.207
Morgan State,.467,-15.03,70.3,95.3,.380,.302,.478,50.8,46.6,8.0,8.9,.430,16.6,34.8,.270
Mount St. Mary's NCAA,.556,-4.29,68.4,99.1,.324,.369,.536,44.5,46.0,9.0,9.6,.510,17.1,23.0,.218
Murray State,.485,-3.06,71.1,110.0,.368,.394,.551,50.9,50.9,8.3,6.1,.512,14.4,31.8,.271
Navy,.500,-4.11,64.9,99.5,.359,.385,.510,54.2,58.9,10.9,7.1,.482,18.6,37.2,.230
NC State,.469,6.09,71.9,107.1,.362,.335,.558,50.1,51.5,7.0,10.7,.527,16.1,29.8,.253
Nebraska,.387,6.47,69.2,99.5,.298,.294,.498,51.3,44.6,9.7,9.7,.463,15.9,33.9,.211
Nevada NCAA,.800,10.49,70.9,112.1,.413,.402,.561,52.4,59.9,7.6,11.0,.525,13.4,30.3,.291
Nevada-Las Vegas,.344,-3.75,70.4,96.6,.376,.352,.494,49.9,55.2,8.3,6.6,.451,15.5,28.9,.261
New Hampshire,.625,-3.57,66.8,104.8,.351,.407,.546,54.3,50.8,5.9,5.0,.510,16.1,29.3,.255
New Mexico,.548,3.04,70.5,104.0,.461,.262,.553,50.5,53.9,8.6,10.3,.502,16.3,27.0,.344
New Mexico State NCAA,.824,4.66,70.0,112.1,.431,.382,.568,54.4,55.3,6.9,9.6,.531,16.5,36.7,.307
New Orleans NCAA,.625,-4.10,69.5,103.2,.427,.250,.552,52.9,60.2,11.2,8.6,.513,20.2,36.7,.303
Niagara,.303,-8.34,71.8,102.2,.336,.328,.519,49.8,49.2,7.2,11.2,.476,15.4,30.6,.252
Nicholls State,.452,-14.57,72.2,102.2,.372,.446,.546,45.3,55.8,10.3,15.4,.504,17.5,26.8,.275
NJIT,.355,-10.12,71.3,101.5,.323,.417,.526,52.0,50.3,9.1,8.1,.493,16.3,31.0,.227
Norfolk State,.500,-12.07,70.6,97.5,.373,.340,.517,51.2,45.3,7.1,14.5,.482,18.0,29.7,.254
North Carolina NCAA,.825,24.84,72.6,116.0,.348,.303,.550,58.2,58.9,9.7,9.7,.519,13.4,41.3,.244
North Carolina A&T,.094,-23.07,65.1,97.2,.342,.355,.515,49.8,48.4,6.8,6.4,.483,18.9,32.0,.233
North Carolina Central NCAA,.735,-3.18,68.8,108.7,.341,.380,.546,51.7,52.7,8.9,8.7,.517,14.8,32.9,.233
North Dakota NCAA,.688,-1.83,72.9,108.8,.364,.305,.573,50.5,52.6,10.6,7.5,.542,15.7,26.8,.260
North Dakota State,.633,-1.31,68.8,107.4,.384,.372,.561,50.0,47.1,8.8,10.1,.526,14.8,25.7,.273
North Florida,.441,-7.78,73.3,105.8,.369,.415,.554,51.9,48.3,7.4,10.0,.530,18.5,34.2,.242
North Texas,.267,-11.14,71.6,96.1,.362,.333,.507,48.0,45.7,9.2,8.4,.477,16.7,26.9,.234
Northeastern,.484,-0.78,67.2,105.9,.378,.433,.563,49.7,54.0,8.1,9.9,.535,16.4,25.6,.257
Northern Arizona,.281,-13.92,71.1,97.0,.340,.394,.504,51.5,57.2,6.2,5.4,.470,17.5,31.3,.233
Northern Colorado,.379,-9.27,70.5,100.7,.354,.439,.533,50.7,53.6,7.1,6.1,.516,17.3,28.1,.214
Northern Illinois,.469,-3.29,69.3,101.8,.385,.273,.516,52.2,41.9,10.0,7.6,.480,16.1,33.4,.261
Northern Iowa,.467,1.29,64.7,94.4,.334,.450,.513,44.4,47.9,10.0,8.5,.472,15.9,18.0,.244
Northern Kentucky NCAA,.686,-0.17,70.8,107.3,.363,.422,.557,53.1,52.4,8.1,7.1,.529,16.4,31.7,.247
Northwestern NCAA,.667,14.02,66.5,106.8,.305,.356,.534,50.6,59.3,7.9,13.2,.497,13.8,30.7,.228
Northwestern State,.448,-12.03,73.4,102.6,.426,.327,.540,49.6,53.9,9.1,6.8,.502,17.7,31.3,.294
Notre Dame NCAA,.722,17.81,67.7,113.8,.286,.406,.573,48.7,57.8,10.4,9.7,.536,12.3,27.3,.229
Oakland,.735,4.22,74.5,106.2,.372,.359,.558,51.5,61.6,10.5,11.6,.515,16.0,29.1,.283
Ohio,.645,3.90,72.1,106.8,.341,.404,.559,49.8,49.7,8.1,7.5,.532,15.4,25.7,.235
Ohio State,.531,10.31,68.7,105.6,.381,.331,.552,51.6,52.5,7.5,10.8,.522,16.7,29.7,.260
Oklahoma,.355,11.42,71.1,100.6,.368,.300,.517,50.5,41.6,9.5,12.7,.475,16.4,30.9,.265
Oklahoma State NCAA,.606,19.19,72.7,117.8,.383,.357,.583,52.9,50.8,10.5,8.1,.539,15.1,38.1,.302
Old Dominion,.613,1.94,63.8,100.1,.341,.275,.487,54.0,58.0,9.8,14.5,.456,14.5,35.5,.219
Omaha,.563,-2.24,76.2,108.8,.405,.388,.571,48.7,49.4,10.6,8.6,.529,15.9,28.4,.303
Oral Roberts,.267,-5.51,71.4,104.3,.301,.323,.542,48.3,52.2,7.5,7.8,.505,14.8,25.7,.229
