school_name,win_loss_pct,srs,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate
Cal Poly,.448,-0.57,59.3,101.0,.318,.335,.479,51.0,47.6,9.1,8.9,.442,12.2,32.6,.218
Cal State Bakersfield,.424,-6.40,61.2,102.1,.393,.325,.520,53.8,59.7,9.2,6.1,.474,16.8,34.2,.284
Cal State Fullerton,.290,-8.58,65.6,96.7,.368,.309,.500,50.7,43.7,7.6,5.5,.461,16.4,29.2,.253
Cal State Northridge,.273,-6.61,65.9,98.0,.418,.193,.514,50.4,59.9,8.2,11.0,.456,17.2,29.7,.320
California,.545,5.36,66.3,99.6,.304,.276,.513,50.6,50.2,6.2,9.2,.489,14.6,26.0,.197
Campbell,.313,-11.13,63.3,100.6,.361,.445,.528,48.4,59.4,11.1,8.3,.505,17.2,28.5,.226
Canisius,.545,-0.04,64.2,101.5,.320,.363,.505,50.4,61.0,10.4,10.1,.466,15.5,34.0,.230
Central Arkansas,.069,-22.84,71.3,91.6,.393,.365,.524,45.8,55.9,8.8,9.4,.488,22.6,28.0,.266
Central Connecticut State,.161,-16.56,64.0,92.1,.286,.271,.482,48.9,50.4,7.7,9.3,.446,18.3,30.9,.203
Central Michigan,.719,5.56,66.6,117.0,.369,.476,.587,50.0,52.7,10.6,7.5,.556,13.2,30.3,.268
Charleston Southern,.613,-4.48,66.5,108.8,.343,.458,.530,52.3,51.1,10.2,6.8,.499,14.2,34.1,.236
Charlotte,.438,1.76,67.2,106.5,.370,.288,.542,51.4,50.9,9.3,6.8,.517,16.6,33.8,.240
Chattanooga,.688,-1.63,66.2,107.7,.434,.354,.549,51.0,48.4,9.7,16.2,.514,16.5,33.9,.298
Chicago State,.250,-14.76,64.5,89.5,.294,.369,.466,48.8,44.8,12.9,9.8,.433,19.1,33.4,.196
Cincinnati NCAA,.676,10.72,59.6,102.8,.371,.297,.527,53.5,51.8,10.8,15.4,.495,17.7,37.3,.249
Clemson,.516,7.73,62.8,99.1,.344,.339,.496,51.5,47.9,8.6,12.9,.460,15.7,34.1,.234
Cleveland State,.559,3.07,61.5,108.6,.316,.355,.548,50.9,54.3,12.6,10.7,.527,16.3,33.2,.217
Coastal Carolina NCAA,.706,-1.02,65.2,110.0,.411,.333,.537,55.7,46.1,10.8,10.2,.500,15.0,37.5,.283
Colgate,.485,-2.91,60.5,107.1,.273,.391,.580,49.3,55.5,8.4,7.6,.560,16.8,24.1,.190
College of Charleston,.273,-7.23,61.7,94.2,.324,.337,.491,47.4,46.2,8.9,8.5,.459,16.8,27.6,.214
Colorado,.471,7.01,65.6,103.6,.408,.287,.528,53.6,49.3,8.6,11.1,.484,16.8,34.4,.291
Colorado State,.794,8.12,65.3,110.1,.418,.368,.539,54.3,59.6,8.5,9.8,.505,13.7,34.3,.281
Columbia,.464,-0.38,60.6,107.0,.286,.461,.550,51.9,52.3,8.1,10.1,.522,16.6,32.5,.205
Connecticut,.571,8.28,61.9,103.2,.323,.349,.533,50.8,52.0,7.6,14.8,.501,16.1,30.1,.229
Coppin State,.258,-17.84,73.6,97.3,.310,.433,.507,42.8,51.5,9.1,7.6,.475,16.1,25.8,.214
Cornell,.433,-3.58,64.4,95.9,.392,.372,.505,47.3,50.7,9.6,14.6,.453,16.3,24.2,.293
Creighton,.424,7.48,63.3,104.8,.363,.427,.533,51.5,60.2,6.9,6.7,.494,15.8,31.3,.263
Dartmouth,.483,-3.11,62.9,99.8,.357,.331,.520,50.7,54.3,12.1,11.6,.492,17.4,30.9,.230
Davidson NCAA,.750,11.97,67.2,117.1,.287,.456,.578,50.3,60.9,7.9,7.5,.556,12.2,30.0,.203
Dayton NCAA,.750,10.98,64.2,105.1,.482,.382,.565,48.6,60.5,10.8,7.2,.530,16.1,23.3,.330
Delaware,.333,-7.76,65.7,99.1,.381,.350,.509,48.7,55.7,6.4,9.8,.471,15.9,28.8,.261
Delaware State,.500,-10.78,69.2,101.3,.317,.376,.519,50.7,48.4,7.2,10.3,.485,16.6,31.8,.224
Denver,.400,-3.96,58.2,105.5,.312,.430,.593,45.5,69.6,10.1,5.9,.562,17.7,19.3,.239
DePaul,.375,3.30,67.3,102.7,.365,.405,.544,45.9,52.2,9.8,10.3,.507,17.3,27.4,.263
Detroit Mercy,.455,-2.25,68.2,102.5,.328,.319,.535,49.8,52.9,11.2,10.9,.506,16.6,30.1,.224
Drake,.290,-6.04,58.9,100.1,.345,.351,.567,47.1,58.1,7.5,6.0,.528,20.1,23.4,.265
Drexel,.367,-5.71,61.4,96.6,.328,.344,.493,47.7,51.6,8.4,10.1,.447,14.7,28.0,.244
Duke NCAA,.897,24.97,65.9,119.4,.398,.334,.593,53.9,53.5,10.7,9.0,.566,13.9,35.8,.278
Duquesne,.387,-2.93,67.2,105.9,.323,.371,.537,50.0,58.0,7.6,9.4,.518,15.6,32.3,.202
East Carolina,.424,-2.84,63.1,101.3,.317,.373,.518,47.6,59.1,10.0,5.7,.488,15.6,29.8,.216
East Tennessee State,.533,-4.80,68.8,105.8,.386,.446,.543,49.3,52.9,11.3,9.1,.504,15.8,30.8,.279
Eastern Illinois,.545,-5.52,63.2,99.8,.329,.379,.535,45.9,58.3,8.9,12.0,.511,16.8,24.3,.215
Eastern Kentucky,.636,-0.03,65.5,108.9,.319,.475,.584,44.3,60.5,14.7,10.1,.549,15.6,22.7,.248
Eastern Michigan,.600,1.96,66.7,102.9,.416,.378,.517,49.4,46.0,12.9,13.5,.469,14.9,31.7,.299
Eastern Washington NCAA,.743,0.79,68.3,117.1,.352,.421,.591,50.0,46.5,9.1,13.0,.562,13.6,29.9,.255
Elon,.455,-5.91,69.4,100.5,.365,.359,.521,48.4,48.8,9.2,3.8,.486,16.4,28.8,.249
Evansville,.667,3.36,66.1,106.1,.433,.232,.571,50.8,63.8,8.7,9.9,.526,16.9,26.5,.324
Fairfield,.226,-8.63,62.1,93.9,.371,.389,.497,46.7,52.8,7.8,9.1,.452,17.6,27.3,.266
FDU,.276,-12.22,67.7,98.3,.336,.379,.509,43.1,47.7,12.7,9.4,.473,16.2,28.1,.233
Florida,.485,13.27,62.8,100.6,.314,.382,.519,50.9,56.3,10.9,10.5,.496,16.8,31.7,.199
Florida A&M,.069,-26.04,65.7,84.3,.378,.281,.454,45.1,43.0,7.5,6.1,.413,19.0,26.8,.245
Florida Atlantic,.310,-7.80,64.2,97.1,.286,.391,.511,47.0,45.6,6.7,8.1,.485,17.1,26.9,.193
Florida Gulf Coast,.667,-1.81,64.9,103.5,.320,.311,.513,52.0,57.4,8.6,10.6,.485,15.1,34.3,.212
Florida International,.485,-7.78,65.5,94.3,.382,.287,.515,49.7,49.9,10.3,13.3,.487,19.8,29.0,.243
Florida State,.515,6.69,65.7,100.6,.469,.282,.539,50.9,49.8,8.3,12.7,.501,19.0,31.8,.314
Fordham,.323,-2.15,66.3,97.6,.326,.358,.509,52.2,54.9,10.1,11.3,.470,18.6,34.2,.237
Fresno State,.469,-2.23,64.3,100.1,.391,.330,.520,47.6,46.3,12.0,10.4,.481,15.1,27.0,.270
Furman,.333,-10.55,63.1,99.9,.438,.402,.531,49.4,48.8,8.7,8.2,.494,18.1,29.7,.293
Gardner-Webb,.571,-5.24,68.4,107.8,.378,.406,.547,49.9,62.2,9.6,5.7,.519,15.2,31.2,.253
George Mason,.290,-1.43,65.1,97.7,.406,.244,.503,52.2,44.5,9.2,11.3,.465,18.3,36.0,.271
George Washington,.629,8.07,63.4,105.0,.400,.289,.524,52.7,49.3,8.8,10.6,.489,15.8,35.6,.269
Georgetown NCAA,.667,15.48,64.6,108.1,.439,.325,.552,52.2,53.4,11.6,14.1,.513,16.4,34.3,.309
Georgia NCAA,.636,12.42,64.9,102.8,.477,.311,.530,53.0,55.0,8.4,12.4,.485,16.5,32.2,.331
Georgia Southern,.710,-0.40,65.0,104.0,.349,.419,.513,51.3,49.2,11.1,9.4,.482,15.1,34.2,.233
Georgia State NCAA,.714,5.47,64.3,109.8,.383,.278,.563,48.9,53.1,14.1,13.5,.527,14.2,30.0,.277
Georgia Tech,.387,7.16,63.9,97.4,.311,.273,.475,55.2,49.3,8.8,9.4,.444,16.0,38.7,.202
Gonzaga NCAA,.921,21.12,65.2,120.3,.387,.317,.606,55.5,57.2,9.1,8.4,.584,13.9,34.1,.267
Grambling,.069,-30.67,65.7,79.2,.412,.258,.445,47.3,43.9,8.1,4.9,.398,22.3,29.9,.268
Grand Canyon,.531,-6.62,64.7,106.2,.400,.353,.549,47.4,51.1,8.3,7.9,.510,15.2,27.2,.286
Green Bay,.727,5.70,65.0,104.6,.390,.265,.525,51.9,56.0,11.4,13.5,.498,15.4,32.9,.251
Hampton NCAA,.486,-8.25,69.5,96.1,.438,.326,.496,50.1,46.7,9.6,10.5,.456,17.3,31.8,.286
Hartford,.467,-8.58,63.4,96.5,.299,.452,.510,47.2,56.1,9.7,4.9,.478,16.6,25.7,.209
Harvard NCAA,.733,4.47,61.2,103.2,.393,.266,.524,52.5,57.2,11.4,13.1,.481,16.0,32.7,.283
Hawaii,.629,2.65,69.9,103.5,.371,.341,.528,49.3,51.6,13.7,11.1,.493,16.2,33.0,.254
High Point,.697,-2.47,63.7,110.4,.357,.295,.567,50.3,56.5,9.4,8.5,.531,15.0,30.8,.263
Hofstra,.588,3.78,69.2,112.6,.398,.416,.557,51.6,58.2,10.7,7.2,.523,13.7,32.7,.279
Holy Cross,.467,-6.23,63.6,102.0,.346,.339,.518,48.7,48.3,11.7,14.1,.479,14.6,29.8,.247
Houston,.406,-2.06,63.9,99.2,.320,.451,.498,49.2,53.3,8.9,10.4,.465,17.0,33.6,.218
Houston Christian,.429,-13.18,69.3,104.0,.383,.250,.538,54.6,47.8,8.5,10.6,.497,18.5,38.4,.278
Howard,.500,-9.89,64.8,96.4,.435,.309,.519,51.2,38.8,11.5,12.6,.475,20.9,34.2,.304
Idaho,.433,-5.75,68.2,110.7,.372,.331,.566,52.9,50.3,6.7,6.0,.535,15.1,31.2,.264
Idaho State,.233,-11.52,64.0,100.5,.378,.264,.517,48.7,48.2,10.7,8.3,.487,15.9,29.9,.246
Illinois,.576,12.42,65.0,105.5,.312,.352,.522,50.4,49.5,9.6,9.2,.476,13.1,30.2,.248
Illinois State,.629,7.96,64.1,105.2,.347,.316,.526,53.1,48.2,11.2,12.7,.489,16.5,36.4,.247
Illinois-Chicago,.294,-7.86,64.9,99.4,.398,.336,.495,49.5,57.0,9.3,7.3,.442,14.4,31.1,.294
Incarnate Word,.621,-6.15,69.6,111.0,.454,.334,.574,48.2,49.4,11.1,10.5,.531,14.1,27.2,.333
Indiana NCAA,.588,12.94,66.9,115.3,.327,.395,.573,52.2,51.2,7.4,7.8,.544,14.6,35.2,.235
Indiana State,.484,-0.49,66.0,98.6,.421,.394,.536,48.2,58.4,8.4,8.3,.496,18.5,26.5,.295
Iona,.743,3.71,70.6,112.1,.374,.424,.576,48.8,60.3,9.1,9.0,.547,15.0,28.7,.262
Iowa NCAA,.647,15.83,64.5,107.4,.380,.302,.527,52.9,58.7,9.9,13.1,.481,14.4,35.6,.282
Iowa State NCAA,.735,17.94,69.8,111.4,.365,.368,.571,50.5,58.1,9.2,9.7,.543,13.9,28.3,.254
IU Indy,.323,-8.28,64.0,92.3,.328,.262,.502,50.8,50.3,10.7,6.0,.465,20.4,31.1,.230
Jackson State,.344,-12.36,64.9,92.8,.329,.308,.463,53.2,46.2,9.7,8.5,.429,18.0,37.7,.213
Jacksonville,.313,-16.70,65.1,97.2,.401,.331,.506,46.9,48.6,9.8,7.4,.469,16.2,28.3,.265
Jacksonville State,.387,-12.65,64.8,95.4,.383,.352,.483,47.3,57.3,9.4,11.0,.434,15.8,30.0,.274
James Madison,.576,-2.65,64.2,104.2,.422,.369,.556,49.4,56.0,10.0,6.9,.519,17.8,29.0,.297
Kansas NCAA,.750,18.47,66.7,106.3,.426,.284,.539,52.6,54.7,9.8,12.3,.494,16.3,34.9,.309
Kansas City,.424,-8.01,65.0,99.1,.408,.365,.510,46.9,52.0,12.2,10.1,.468,17.3,32.2,.283
Kansas State,.469,8.48,63.1,99.5,.460,.264,.519,51.2,60.4,9.6,6.7,.477,17.9,33.9,.311
Kennesaw State,.313,-17.33,66.8,94.8,.292,.372,.501,47.7,46.2,8.1,8.9,.464,18.4,30.0,.214
Kent State,.657,2.04,62.1,105.0,.382,.371,.524,50.9,46.2,8.0,10.2,.494,15.1,33.9,.251
Kentucky NCAA,.974,28.72,63.7,115.5,.439,.271,.558,54.9,55.0,10.1,18.2,.515,13.6,39.5,.319
La Salle,.515,4.85,64.3,96.8,.364,.294,.506,49.6,53.9,9.8,9.6,.467,17.2,29.6,.253
Lafayette NCAA,.606,-3.37,64.8,112.9,.305,.356,.589,48.3,58.9,8.4,6.9,.557,15.1,28.4,.234
Lamar,.500,-9.75,68.8,103.5,.423,.321,.539,51.8,52.3,10.8,11.0,.503,18.9,35.9,.288
Lehigh,.533,-3.00,66.3,101.4,.362,.290,.531,51.0,59.3,8.3,9.3,.491,17.0,29.6,.262
Liberty,.250,-16.01,66.7,95.4,.392,.285,.520,51.3,49.9,8.2,8.3,.479,21.0,32.4,.276
Lipscomb,.452,-10.82,69.2,102.9,.404,.435,.529,49.6,58.3,8.1,6.1,.490,16.3,29.9,.281
Little Rock,.419,-5.38,65.5,102.8,.355,.358,.516,48.2,51.3,8.3,7.9,.478,13.6,28.8,.250
Long Beach State,.485,1.64,65.8,100.1,.353,.371,.518,48.9,48.5,9.9,7.0,.484,17.4,32.0,.241
Long Island University,.400,-9.09,68.1,96.5,.398,.348,.493,49.5,51.1,8.2,6.4,.449,16.7,31.3,.274
Longwood,.324,-12.96,67.7,98.9,.305,.393,.531,45.7,49.1,11.6,9.1,.498,18.4,27.3,.220
Louisiana,.611,0.82,71.6,107.5,.399,.315,.552,54.4,54.3,9.2,9.8,.515,17.2,35.5,.282
Louisiana State NCAA,.667,11.39,69.6,103.1,.335,.284,.533,51.5,57.8,10.2,14.0,.503,17.3,33.9,.229
Louisiana Tech,.750,5.75,67.9,106.9,.339,.358,.537,46.9,53.3,12.3,14.3,.506,13.7,29.0,.234
Louisiana-Monroe,.632,-1.99,63.5,100.4,.270,.293,.503,52.3,53.8,8.1,11.2,.471,15.3,33.3,.192
Louisville NCAA,.750,18.12,65.5,104.5,.387,.314,.512,51.8,47.7,11.9,14.4,.477,14.4,34.7,.258
Loyola (IL),.649,2.35,60.4,103.7,.342,.322,.563,49.0,58.1,10.7,7.1,.537,18.4,28.0,.235
Loyola (MD),.367,-10.75,62.2,92.2,.376,.287,.470,50.9,47.8,8.7,9.0,.428,17.1,32.1,.253
Loyola Marymount,.258,-4.13,62.9,98.1,.358,.279,.508,49.6,57.2,9.6,10.5,.467,18.2,33.7,.254
Maine,.100,-17.80,66.3,90.4,.276,.381,.501,44.9,60.7,8.9,3.1,.466,19.3,23.3,.201
Manhattan NCAA,.576,-1.34,68.2,100.7,.474,.366,.537,48.6,60.8,11.6,7.5,.494,18.3,30.9,.328
Marist,.219,-10.55,66.4,92.1,.380,.440,.509,42.9,51.8,10.5,7.8,.468,18.5,21.2,.266
Marquette,.406,7.08,64.6,99.9,.358,.354,.524,46.6,64.6,11.6,9.8,.498,16.8,29.0,.231
Marshall,.344,-6.45,71.0,93.7,.346,.428,.499,48.6,55.8,9.3,7.5,.469,18.9,29.1,.224
Maryland NCAA,.800,13.32,64.7,106.1,.445,.387,.562,51.1,48.1,7.4,11.9,.512,16.7,28.9,.336
Maryland-Baltimore County,.133,-16.17,64.4,86.7,.374,.325,.496,46.5,57.2,10.2,8.6,.463,21.6,23.3,.241
Maryland-Eastern Shore,.545,-6.55,65.1,103.3,.470,.336,.549,51.7,59.4,11.5,4.5,.517,19.9,35.5,.308
Massachusetts,.531,3.59,68.3,100.7,.424,.273,.518,51.5,55.6,9.8,10.3,.473,17.4,33.9,.298
Massachusetts-Lowell,.414,-11.21,64.5,93.9,.343,.420,.517,45.1,53.0,10.6,3.1,.487,18.2,21.9,.228
McNeese State,.484,-10.05,66.0,104.4,.309,.331,.501,49.1,51.6,10.8,12.6,.474,13.4,34.6,.201
Memphis,.563,7.15,65.6,101.8,.316,.277,.513,53.0,57.4,10.6,17.2,.484,16.9,37.0,.211
Mercer,.543,-2.01,61.2,106.7,.400,.332,.533,50.8,57.9,10.2,8.1,.497,14.7,33.3,.275
Miami (FL),.658,12.00,62.5,107.3,.355,.397,.540,50.6,55.6,8.7,9.0,.499,13.8,29.6,.265
Miami (OH),.406,-3.75,65.4,99.8,.383,.325,.535,48.1,50.7,11.5,6.5,.496,17.2,26.0,.272
Michigan,.500,9.56,60.7,104.2,.271,.404,.532,47.0,52.0,8.8,5.2,.498,13.6,25.5,.205
Michigan State NCAA,.692,17.46,63.0,109.7,.327,.350,.550,53.9,63.7,8.0,12.6,.532,14.9,33.4,.207
Middle Tennessee,.528,0.21,62.1,99.8,.380,.362,.518,52.1,51.2,9.3,9.4,.479,17.5,31.8,.266
Milwaukee,.467,-4.85,65.4,100.1,.377,.399,.532,49.4,58.9,8.0,6.9,.489,17.2,26.9,.277
Minnesota,.545,12.34,68.2,108.0,.330,.332,.550,48.1,58.3,13.8,9.7,.526,15.2,30.6,.221
Mississippi NCAA,.618,11.39,67.0,107.9,.361,.331,.527,51.8,53.1,9.8,11.3,.478,13.9,34.8,.279
Mississippi State,.406,2.53,64.1,96.4,.467,.279,.520,51.9,41.6,10.0,8.4,.472,19.9,32.6,.325
Mississippi Valley State,.188,-23.94,71.0,88.9,.330,.272,.463,44.2,45.8,10.5,2.9,.427,17.9,30.1,.216
Missouri,.281,1.13,63.4,94.7,.331,.352,.494,48.2,50.2,8.8,8.3,.461,17.5,29.7,.220
Missouri State,.355,-4.92,61.1,96.1,.326,.318,.497,50.4,53.1,8.3,9.4,.455,16.8,31.1,.238
Monmouth,.545,-2.18,64.1,99.7,.410,.297,.525,48.8,51.0,10.8,12.5,.479,17.3,30.0,.296
Montana,.606,-1.75,63.2,108.4,.325,.413,.569,50.1,56.3,10.1,8.0,.540,15.9,28.2,.233
Montana State,.233,-12.91,66.4,96.3,.289,.413,.506,49.3,52.7,6.6,8.1,.471,17.8,29.3,.208
Morehead State,.500,-0.66,67.0,105.5,.354,.331,.537,53.4,58.0,12.1,9.9,.499,17.0,35.8,.254
Morgan State,.226,-16.19,65.6,92.9,.331,.306,.437,47.8,46.5,8.6,8.0,.402,13.3,34.9,.207
Mount St. Mary's,.500,-6.14,63.1,97.9,.304,.420,.503,48.3,51.7,10.5,10.1,.472,16.3,30.6,.207
Murray State,.829,7.13,67.5,116.2,.417,.340,.578,52.7,56.5,10.6,8.7,.548,14.7,36.1,.290
Navy,.406,-7.87,61.5,99.1,.313,.316,.519,49.6,58.8,9.5,10.9,.491,17.2,29.6,.210
NC State NCAA,.611,14.11,64.5,108.0,.354,.322,.526,52.3,46.4,5.9,13.1,.493,13.5,34.0,.243
Nebraska,.419,5.90,63.8,94.7,.365,.351,.503,48.5,47.4,9.5,9.0,.462,17.1,26.7,.258
Nevada,.290,-6.03,63.8,94.4,.420,.249,.467,54.0,46.8,8.5,11.4,.414,17.8,40.2,.292
Nevada-Las Vegas,.545,5.41,65.1,103.5,.330,.352,.535,49.0,56.1,8.4,16.4,.510,15.2,27.0,.219
New Hampshire,.594,-3.76,64.5,102.0,.366,.360,.534,53.4,49.0,7.9,6.2,.504,16.4,28.1,.247
New Mexico,.484,2.80,61.9,99.0,.384,.302,.512,53.7,58.0,9.2,14.9,.479,17.3,33.2,.253
New Mexico State NCAA,.676,3.71,62.9,107.4,.441,.257,.548,54.9,50.2,10.2,9.2,.509,18.2,39.9,.306
New Orleans,.379,-11.86,70.0,100.8,.480,.228,.523,51.4,39.6,10.6,9.3,.477,18.7,35.8,.331
Niagara,.267,-9.27,65.5,97.5,.412,.326,.502,50.1,52.6,8.7,6.6,.456,17.5,32.0,.286
Nicholls State,.345,-15.84,68.4,94.2,.427,.328,.519,49.0,55.4,10.0,11.2,.489,21.3,31.6,.267
NJIT,.636,-3.21,67.3,106.7,.385,.420,.566,49.6,60.9,10.5,12.8,.536,17.7,30.0,.268
Norfolk State,.588,-4.66,65.4,105.7,.417,.305,.553,53.7,54.0,7.7,15.0,.525,17.6,34.9,.275
North Carolina NCAA,.684,20.63,69.2,111.6,.353,.223,.548,55.2,60.1,9.5,11.3,.516,15.1,40.0,.247
North Carolina A&T,.281,-16.76,63.3,92.6,.390,.342,.490,49.8,45.8,8.4,11.8,.448,20.1,34.3,.266
North Carolina Central,.758,0.66,62.6,109.9,.379,.356,.579,53.1,56.7,10.6,12.5,.553,17.4,32.4,.260
North Dakota,.267,-12.16,68.2,98.5,.384,.332,.525,47.4,49.5,9.2,8.2,.491,16.2,25.0,.260
North Dakota State NCAA,.697,-1.72,61.9,103.7,.358,.350,.534,51.3,42.4,7.6,10.7,.501,14.0,25.6,.248
North Florida NCAA,.657,-0.82,67.7,111.9,.391,.424,.585,50.7,56.4,9.0,9.9,.553,16.1,30.1,.283
North Texas,.452,-4.95,67.0,97.1,.403,.291,.506,49.5,42.7,10.0,9.9,.476,17.4,31.0,.254
Northeastern NCAA,.657,2.03,63.5,106.7,.413,.305,.581,54.2,59.7,8.1,9.3,.545,19.0,30.1,.300
Northern Arizona,.605,-3.48,65.3,104.1,.365,.337,.511,54.0,52.7,7.3,11.1,.462,14.9,35.7,.274
Northern Colorado,.500,-6.82,64.1,114.7,.356,.316,.567,49.5,46.0,10.0,6.1,.536,13.7,33.7,.254
Northern Illinois,.467,-1.79,64.0,101.4,.476,.305,.521,52.7,44.5,11.6,8.4,.477,18.4,36.7,.324
Northern Iowa NCAA,.886,12.54,57.4,111.9,.398,.399,.593,51.9,53.2,10.2,7.8,.559,15.9,27.0,.292
Northern Kentucky,.433,-6.85,65.1,107.5,.299,.383,.547,50.1,48.7,8.8,8.4,.527,15.3,29.6,.197
Northwestern,.469,6.11,60.5,103.0,.286,.380,.536,49.5,63.3,6.0,11.3,.504,15.8,27.6,.209
Northwestern State,.594,-5.48,75.1,111.8,.346,.361,.562,46.2,53.8,10.1,10.3,.525,14.1,30.9,.259
Notre Dame NCAA,.842,19.23,63.7,120.4,.367,.376,.612,49.8,54.9,10.4,9.1,.583,12.9,27.9,.272
Oakland,.485,-1.28,66.7,108.9,.375,.386,.561,50.1,60.3,8.7,4.5,.532,16.0,30.4,.257
Ohio,.333,-4.15,67.2,100.1,.290,.380,.531,48.3,46.9,7.6,11.0,.498,16.7,25.9,.213
Ohio State NCAA,.686,19.68,66.0,113.3,.347,.319,.567,51.5,55.4,11.4,14.6,.542,14.6,33.5,.236
Oklahoma NCAA,.686,18.65,67.4,105.2,.328,.338,.532,51.1,48.6,10.0,12.9,.493,15.1,31.5,.243
Oklahoma State NCAA,.563,12.95,64.6,103.6,.387,.388,.547,48.6,49.9,12.1,13.7,.507,16.6,27.8,.281
Old Dominion,.771,7.68,61.1,105.6,.306,.329,.513,53.9,56.5,10.3,11.2,.486,14.5,36.0,.204
Omaha,.414,-7.18,73.4,103.7,.427,.313,.537,50.1,45.6,11.0,8.4,.497,15.9,30.6,.298
Oral Roberts,.559,-3.83,66.4,104.5,.431,.309,.531,49.7,47.1,8.7,10.2,.484,15.0,30.5,.310
