school_name,win_loss_pct,srs,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate
Duquesne,.500,1.41,73.6,107.2,.339,.429,.566,51.1,55.9,6.3,9.7,.540,16.5,28.1,.234
East Carolina,.375,-0.38,67.0,99.9,.346,.382,.524,48.5,63.9,8.4,5.5,.490,16.9,28.8,.241
East Tennessee State,.667,-1.49,71.0,108.9,.363,.365,.562,49.9,45.4,9.3,10.3,.530,15.6,29.1,.258
Eastern Illinois,.433,-8.35,68.3,103.0,.338,.382,.532,46.3,54.6,8.5,6.3,.507,15.3,27.3,.222
Eastern Kentucky,.484,-3.53,73.4,109.8,.398,.371,.597,47.7,57.3,9.6,8.3,.564,17.9,27.2,.290
Eastern Michigan,.545,-0.14,72.5,106.0,.435,.307,.539,48.6,43.3,13.0,10.5,.494,15.2,32.0,.314
Eastern Washington,.529,-4.47,70.4,115.7,.361,.465,.594,49.4,46.7,8.4,9.0,.573,14.1,27.5,.247
Elon,.500,-0.67,71.7,105.5,.308,.456,.545,49.3,56.4,7.6,5.2,.523,15.6,28.0,.204
Evansville,.735,8.10,68.9,107.0,.470,.250,.575,52.2,67.7,7.5,11.1,.534,16.3,24.8,.340
Fairfield,.576,-3.84,72.2,103.8,.326,.415,.548,46.1,57.5,8.8,10.2,.513,15.7,24.8,.241
FDU NCAA,.545,-10.90,72.4,105.8,.327,.324,.546,46.3,50.8,10.3,7.2,.517,15.3,28.6,.228
Florida,.583,14.69,70.1,105.7,.395,.371,.516,51.3,51.6,9.3,10.6,.484,13.5,32.9,.256
Florida A&M,.276,-21.74,70.8,88.4,.430,.346,.482,46.9,49.5,9.1,5.9,.453,19.4,26.3,.253
Florida Atlantic,.242,-10.30,68.5,96.5,.338,.367,.511,45.6,51.2,7.7,9.7,.469,15.8,23.7,.247
Florida Gulf Coast NCAA,.600,-0.79,69.7,108.1,.369,.250,.546,53.5,47.9,9.2,10.3,.523,15.0,32.9,.238
Florida International,.406,-5.25,66.8,104.9,.363,.280,.546,51.8,46.9,7.5,12.6,.520,16.6,30.6,.241
Florida State,.588,12.16,71.8,108.2,.378,.316,.551,52.4,47.8,9.9,11.1,.518,15.5,32.8,.262
Fordham,.548,1.87,68.3,102.9,.336,.403,.545,51.3,62.4,12.3,12.3,.518,17.8,30.2,.229
Fresno State NCAA,.714,5.27,70.1,105.7,.379,.300,.524,50.4,50.3,11.9,11.8,.487,13.1,31.1,.263
Furman,.543,-2.83,66.3,107.2,.417,.421,.557,53.2,50.1,9.3,9.7,.522,17.4,33.4,.290
Gardner-Webb,.515,-6.92,71.0,104.6,.344,.396,.522,50.8,50.7,11.2,9.5,.495,15.6,33.2,.225
George Mason,.344,-1.79,67.7,98.1,.344,.312,.487,55.1,42.8,4.2,9.3,.451,15.6,33.5,.231
George Washington,.737,11.43,67.5,111.4,.391,.331,.553,53.7,54.6,8.9,8.7,.508,14.1,34.3,.294
Georgetown,.455,10.31,69.2,105.3,.379,.414,.554,50.8,60.0,7.8,11.5,.512,16.8,28.3,.285
Georgia,.588,9.41,68.2,102.8,.435,.316,.526,52.0,53.1,7.0,14.6,.480,16.4,32.4,.308
Georgia Southern,.452,-5.65,71.2,105.7,.383,.438,.523,47.9,44.0,10.4,7.0,.484,13.8,30.4,.267
Georgia State,.533,-2.80,65.1,99.2,.374,.273,.524,46.9,49.9,10.1,9.9,.488,15.7,24.7,.258
Georgia Tech,.583,12.51,67.0,109.0,.317,.278,.533,55.3,50.5,6.5,10.3,.498,14.0,37.4,.229
Gonzaga NCAA,.778,16.92,68.1,115.4,.340,.355,.587,55.2,49.6,7.5,7.7,.553,14.7,32.3,.258
Grambling,.226,-19.62,67.2,91.6,.440,.346,.496,47.6,45.3,10.0,4.9,.457,18.5,26.4,.284
Grand Canyon,.794,1.43,69.8,108.3,.422,.295,.543,52.7,56.3,8.8,7.3,.506,14.6,32.3,.293
Green Bay NCAA,.639,1.16,77.3,107.1,.429,.311,.533,48.7,47.8,12.7,11.1,.500,13.5,30.9,.282
Hampton NCAA,.656,-8.74,71.7,101.0,.414,.345,.502,53.1,47.0,7.2,9.0,.464,15.7,34.6,.273
Hartford,.303,-14.29,69.9,99.3,.325,.473,.531,41.7,52.5,9.4,4.9,.491,14.9,19.1,.243
Harvard,.467,-0.96,67.1,99.0,.319,.345,.527,52.1,61.6,7.4,13.5,.512,18.7,30.7,.190
Hawaii NCAA,.824,9.03,71.6,107.3,.449,.379,.555,53.0,58.8,10.5,10.0,.520,15.8,31.1,.307
High Point,.656,-0.52,67.7,113.2,.367,.263,.569,50.3,55.8,11.7,8.5,.528,13.6,31.8,.280
Hofstra,.706,5.02,70.2,109.9,.399,.396,.550,51.4,55.8,8.8,7.5,.516,14.3,31.8,.275
Holy Cross NCAA,.429,-11.20,64.6,98.4,.361,.409,.515,45.6,61.9,9.5,7.8,.479,14.9,23.1,.248
Houston,.688,10.30,66.3,114.5,.344,.321,.553,51.5,45.9,8.8,10.1,.522,12.9,35.7,.242
Houston Christian,.500,-10.39,72.3,105.9,.441,.295,.566,51.2,52.4,7.4,9.5,.526,17.9,30.6,.316
Howard,.375,-14.43,72.2,98.4,.495,.263,.507,49.4,36.7,8.4,8.1,.445,17.3,33.2,.361
Idaho,.618,-5.19,67.2,103.4,.427,.326,.544,55.4,53.5,7.8,8.8,.503,18.8,35.0,.303
Idaho State,.516,-9.83,71.9,103.1,.396,.389,.547,48.1,49.4,10.1,8.0,.506,16.3,25.5,.288
Illinois,.441,4.39,68.6,102.5,.305,.383,.537,46.0,53.7,8.3,5.2,.502,13.5,21.5,.227
Illinois State,.563,3.40,67.7,98.8,.320,.385,.508,50.3,53.0,9.4,10.5,.478,16.1,29.7,.214
Illinois-Chicago,.167,-14.52,72.7,91.1,.443,.245,.464,50.5,49.8,7.6,13.0,.425,17.2,32.4,.274
Incarnate Word,.586,-9.20,71.2,103.4,.375,.376,.551,47.7,59.6,9.6,6.8,.505,15.9,22.9,.287
Indiana NCAA,.771,19.59,69.1,119.2,.338,.409,.612,54.9,54.8,9.9,9.8,.587,16.7,37.0,.248
Indiana State,.469,0.04,70.0,95.7,.420,.380,.496,50.4,47.6,8.1,7.2,.450,16.2,27.6,.291
Iona NCAA,.667,3.59,72.5,109.5,.324,.440,.566,49.7,60.0,10.3,10.6,.538,15.4,29.2,.230
Iowa NCAA,.667,17.01,69.1,111.5,.330,.355,.546,50.6,57.7,9.7,12.5,.513,12.6,31.8,.237
Iowa State NCAA,.657,16.93,71.5,113.1,.261,.351,.590,49.7,53.1,8.6,9.8,.571,14.1,26.1,.183
IU Indy,.406,-5.86,70.0,96.6,.327,.295,.508,49.1,45.2,9.4,6.3,.472,16.6,27.7,.230
Jackson State,.556,-8.66,68.3,98.1,.298,.354,.487,51.4,49.6,11.2,10.6,.462,15.0,32.6,.188
Jacksonville,.500,-9.34,72.2,105.0,.322,.360,.534,50.4,46.4,8.9,7.6,.506,13.8,27.5,.219
Jacksonville State,.258,-10.26,66.6,101.3,.316,.396,.509,46.1,52.3,7.6,8.4,.470,13.8,27.6,.232
James Madison,.656,6.17,67.9,108.6,.369,.419,.554,52.3,48.9,6.3,9.0,.524,14.9,29.4,.253
Kansas NCAA,.868,23.87,69.7,115.1,.382,.330,.592,53.9,55.3,9.4,10.7,.564,15.5,32.3,.272
Kansas City,.387,-6.31,67.7,102.1,.381,.338,.524,50.4,46.9,8.6,9.3,.491,16.8,32.7,.257
Kansas State,.515,12.31,67.5,102.9,.425,.311,.518,52.5,56.9,11.0,8.0,.476,16.9,37.0,.293
Kennesaw State,.355,-8.58,70.4,102.1,.342,.278,.527,47.1,46.6,9.9,8.3,.493,16.0,28.9,.240
Kent State,.594,-1.53,68.1,107.5,.398,.301,.531,52.9,44.7,7.7,8.9,.495,14.6,34.6,.272
Kentucky NCAA,.750,20.23,68.1,115.6,.378,.310,.564,53.6,49.8,8.3,14.1,.535,13.3,37.3,.261
La Salle,.290,-6.09,67.2,95.4,.305,.446,.508,44.9,56.2,10.4,8.2,.480,16.9,25.0,.204
Lafayette,.200,-15.00,69.7,99.5,.316,.385,.535,44.5,54.9,7.9,5.8,.505,16.3,22.3,.219
Lamar,.367,-14.69,73.8,102.3,.429,.339,.517,51.0,55.1,10.2,10.2,.478,16.7,34.7,.288
Lehigh,.531,-4.42,67.2,105.5,.318,.340,.554,50.9,58.9,10.0,9.2,.523,16.9,29.5,.231
Liberty,.406,-10.42,64.8,99.8,.264,.471,.559,47.5,56.8,8.6,4.3,.535,19.3,22.0,.189
Lipscomb,.364,-8.85,73.8,104.8,.345,.457,.552,48.6,61.8,8.4,8.0,.522,16.3,27.1,.239
Little Rock NCAA,.857,7.12,64.5,109.1,.315,.354,.553,50.1,50.9,10.1,9.6,.520,13.6,27.9,.229
Long Beach State,.571,4.09,70.7,104.5,.374,.377,.534,48.3,59.4,9.0,7.1,.500,15.0,28.0,.257
Long Island University,.516,-11.79,73.0,103.2,.413,.320,.524,50.1,53.1,10.4,6.9,.479,15.8,32.2,.296
Longwood,.303,-11.42,69.8,103.2,.335,.342,.545,51.6,49.0,8.8,8.3,.513,17.7,30.4,.237
Louisiana,.559,2.62,71.6,110.3,.424,.341,.536,55.4,46.5,8.9,8.7,.496,14.4,37.5,.296
Louisiana State,.576,8.79,72.9,107.3,.430,.312,.543,50.0,55.4,10.8,7.1,.511,14.1,29.8,.286
Louisiana Tech,.697,-0.07,72.9,107.0,.421,.352,.547,50.2,50.6,10.1,10.5,.516,14.7,28.8,.280
Louisiana-Monroe,.588,-0.18,66.5,106.9,.331,.325,.546,51.1,53.7,8.6,9.1,.516,15.4,32.2,.232
Louisville,.742,21.57,66.4,112.9,.318,.290,.546,54.7,48.4,10.8,14.2,.519,14.2,38.5,.220
Loyola (IL),.469,-0.70,65.5,97.1,.332,.332,.523,46.5,51.2,8.9,8.1,.482,17.1,23.3,.243
Loyola (MD),.300,-10.90,67.4,100.9,.384,.311,.519,50.1,46.2,7.8,8.9,.477,16.3,31.4,.273
Loyola Marymount,.452,-3.63,68.0,102.7,.282,.352,.512,47.5,60.6,9.8,8.8,.478,14.0,29.6,.204
Maine,.267,-17.39,77.8,96.5,.320,.353,.518,46.5,52.5,10.5,7.0,.492,18.3,27.9,.210
Manhattan,.419,-7.48,69.0,98.5,.398,.391,.545,45.1,61.6,11.0,6.3,.501,18.4,23.5,.295
Marist,.233,-11.69,69.0,101.9,.359,.424,.535,45.9,48.4,6.6,7.0,.494,15.4,24.3,.263
Marquette,.606,7.66,72.4,103.8,.405,.303,.559,50.0,60.3,10.6,10.1,.520,17.7,28.1,.294
Marshall,.515,0.83,77.6,110.0,.312,.451,.566,47.9,54.5,8.8,6.8,.542,14.5,26.6,.216
Maryland NCAA,.750,16.71,67.3,112.1,.384,.381,.594,51.9,51.7,8.6,13.9,.555,16.6,28.6,.295
Maryland-Baltimore County,.219,-15.37,70.7,101.1,.422,.365,.537,47.1,49.9,9.8,4.9,.501,15.6,24.9,.288
Maryland-Eastern Shore,.313,-14.23,68.3,98.5,.378,.356,.538,51.4,53.1,8.5,6.8,.501,20.2,31.4,.268
Massachusetts,.438,0.64,71.8,100.9,.365,.373,.527,47.9,54.2,8.9,9.1,.491,15.5,25.9,.255
Massachusetts-Lowell,.379,-13.59,74.3,102.2,.326,.387,.564,46.6,53.3,9.4,6.2,.540,18.8,25.0,.223
McNeese State,.310,-15.24,70.5,99.7,.359,.352,.508,47.3,46.0,8.2,10.2,.469,15.3,28.5,.251
Memphis,.559,9.84,73.5,103.4,.419,.299,.511,51.4,58.2,10.4,13.3,.461,13.8,32.4,.303
Mercer,.559,-3.11,65.7,107.1,.345,.313,.537,55.9,58.4,7.6,7.9,.498,15.9,37.0,.252
Miami (FL) NCAA,.771,18.52,66.2,113.3,.407,.339,.582,51.7,48.3,9.3,9.1,.542,14.5,29.9,.305
Miami (OH),.394,-5.91,65.6,96.6,.363,.327,.500,48.0,46.7,10.1,7.2,.454,16.1,28.2,.264
Michigan NCAA,.639,13.75,65.7,111.9,.278,.440,.573,49.2,56.7,8.5,6.4,.546,13.1,24.7,.205
Michigan State NCAA,.829,22.59,66.8,118.6,.300,.356,.588,58.0,71.3,6.6,12.9,.563,14.6,37.0,.218
Middle Tennessee NCAA,.714,2.66,69.1,104.7,.355,.354,.537,51.4,50.1,8.9,9.9,.518,15.0,29.1,.218
Milwaukee,.606,2.89,68.5,113.6,.373,.437,.577,51.7,64.4,6.5,6.4,.536,13.8,28.0,.287
Minnesota,.258,0.86,68.4,98.2,.371,.345,.502,47.7,52.3,7.9,9.5,.459,14.4,26.6,.263
Mississippi,.625,7.91,70.0,106.5,.413,.389,.525,51.4,51.8,10.7,8.9,.481,14.4,34.6,.293
Mississippi State,.452,8.18,70.2,106.4,.295,.362,.547,48.9,50.7,9.2,10.9,.517,15.6,29.7,.214
Mississippi Valley State,.229,-19.86,71.3,90.3,.313,.277,.469,45.7,45.2,9.5,6.2,.430,16.1,27.1,.217
Missouri,.323,2.50,69.3,99.0,.396,.325,.515,49.0,49.5,7.9,7.4,.472,15.8,26.8,.281
Missouri State,.406,-3.52,69.1,96.6,.392,.293,.499,49.5,51.9,8.9,11.0,.460,15.9,28.2,.265
Monmouth,.778,5.29,73.9,106.8,.384,.348,.546,49.7,46.0,11.0,10.0,.499,14.5,28.6,.295
Montana,.636,-0.72,67.1,107.2,.364,.376,.565,52.2,53.6,7.7,7.6,.536,16.2,28.1,.253
Montana State,.452,-6.91,70.1,108.6,.312,.416,.538,51.6,47.2,6.8,5.6,.511,14.6,33.1,.214
Morehead State,.622,1.04,67.5,107.8,.361,.267,.524,53.6,54.7,12.0,6.9,.487,15.1,38.5,.251
Morgan State,.290,-12.57,69.1,96.7,.362,.289,.481,47.5,47.5,8.7,5.7,.439,14.5,30.9,.248
Mount St. Mary's,.424,-9.93,69.7,95.4,.306,.362,.492,44.0,45.8,10.7,9.5,.458,15.1,25.3,.211
Murray State,.548,-1.58,65.6,108.3,.362,.367,.557,51.2,57.8,9.1,6.3,.521,15.6,30.1,.262
Navy,.576,-4.99,64.9,102.6,.423,.265,.525,53.5,55.7,8.6,12.5,.495,16.8,33.7,.271
NC State,.485,9.83,68.3,109.2,.389,.298,.524,52.7,44.2,6.6,11.0,.485,13.4,36.3,.272
Nebraska,.471,8.84,67.1,106.9,.326,.321,.538,51.4,45.0,10.9,9.3,.503,14.9,31.8,.238
Nevada,.632,2.85,72.3,102.7,.433,.287,.521,51.3,49.1,9.1,14.2,.468,15.2,31.2,.318
Nevada-Las Vegas,.545,5.50,74.0,103.4,.404,.377,.537,49.8,56.3,10.7,12.4,.503,16.2,29.2,.275
New Hampshire,.606,-7.89,68.6,102.6,.356,.343,.515,53.6,48.1,5.5,4.9,.473,14.5,30.3,.258
New Mexico,.531,5.21,72.2,104.9,.439,.303,.565,52.7,55.7,7.8,11.2,.520,18.5,30.4,.324
New Mexico State,.676,3.59,66.6,105.4,.363,.280,.539,56.7,53.6,6.1,11.8,.509,17.0,36.0,.245
New Orleans,.333,-14.21,74.0,100.9,.448,.264,.509,50.6,53.5,11.3,7.1,.464,17.0,35.5,.308
Niagara,.219,-11.26,67.3,94.6,.340,.323,.489,50.5,47.2,7.5,8.7,.449,17.9,32.8,.237
Nicholls State,.324,-16.68,71.6,93.3,.417,.370,.511,46.0,55.0,9.3,11.8,.476,19.2,25.4,.273
NJIT,.571,-4.17,70.7,105.6,.332,.423,.555,48.8,61.7,9.1,7.8,.520,16.0,27.1,.245
Norfolk State,.500,-7.55,68.8,105.9,.421,.363,.542,49.4,50.6,8.1,14.2,.487,15.5,32.0,.326
North Carolina NCAA,.825,23.44,70.2,118.0,.323,.268,.561,55.9,57.3,9.6,11.5,.526,12.7,40.3,.241
North Carolina A&T,.313,-16.78,68.7,96.7,.368,.345,.503,49.1,45.5,7.2,7.4,.460,16.9,30.0,.261
North Carolina Central,.406,-13.00,67.8,101.9,.386,.319,.520,51.3,52.1,8.5,4.8,.487,17.2,34.2,.256
North Dakota,.515,-3.68,72.3,102.1,.395,.293,.541,50.3,50.1,10.6,7.7,.508,16.0,24.9,.269
North Dakota State,.606,-0.93,65.8,104.2,.337,.343,.533,50.8,42.5,9.1,9.3,.503,14.0,26.9,.230
North Florida,.647,-1.41,72.4,116.4,.302,.485,.607,47.1,55.9,7.2,10.4,.584,14.0,25.2,.220
North Texas,.375,-9.83,71.9,103.3,.456,.308,.534,49.6,43.6,9.1,7.9,.502,16.5,30.3,.293
Northeastern,.545,1.60,66.0,105.4,.389,.426,.555,48.9,61.2,9.0,8.5,.518,16.0,26.3,.279
Northern Arizona,.167,-18.29,71.0,94.5,.354,.372,.503,45.8,53.2,8.5,5.4,.463,16.0,22.8,.249
Northern Colorado,.323,-12.22,69.9,105.8,.421,.316,.553,50.1,41.0,8.2,7.6,.511,17.1,30.1,.306
Northern Illinois,.618,-0.46,69.3,103.8,.402,.346,.525,52.9,56.1,10.5,10.7,.488,15.5,32.9,.275
Northern Iowa NCAA,.639,8.78,64.1,106.2,.340,.427,.572,46.8,50.5,8.8,7.7,.535,14.2,17.6,.257
Northern Kentucky,.300,-6.87,69.4,100.8,.317,.382,.535,49.1,58.1,6.8,7.6,.507,17.0,27.0,.216
Northwestern,.625,10.16,64.4,109.7,.284,.417,.546,51.4,63.0,5.9,10.7,.525,13.6,30.5,.189
Northwestern State,.286,-15.74,75.2,105.6,.369,.342,.561,45.5,56.2,8.3,7.4,.517,17.0,28.7,.283
Notre Dame NCAA,.667,14.10,65.0,115.2,.329,.343,.573,51.1,49.4,8.4,10.1,.540,13.2,32.3,.244
Oakland,.657,6.30,74.8,115.1,.418,.363,.577,51.6,54.4,8.2,7.9,.531,13.2,31.1,.322
Ohio,.657,1.90,70.4,110.7,.381,.385,.583,51.1,52.0,6.3,9.2,.544,15.0,24.9,.289
Ohio State,.600,9.39,67.7,102.5,.360,.328,.527,51.3,45.3,7.9,14.0,.494,16.2,30.3,.246
Oklahoma NCAA,.784,19.76,71.0,111.0,.330,.407,.573,51.4,52.8,9.3,12.6,.543,15.8,31.0,.238
Oklahoma State,.375,8.18,65.0,101.1,.383,.366,.527,49.1,53.8,8.5,11.6,.483,16.6,28.8,.279
Old Dominion,.658,4.66,62.8,108.4,.310,.237,.510,54.5,51.2,9.2,11.8,.479,11.9,36.5,.211
Omaha,.563,-0.24,76.4,110.4,.412,.296,.564,48.9,48.3,12.0,7.4,.521,14.6,29.2,.307
Oral Roberts,.452,-2.69,71.2,106.4,.365,.282,.551,50.2,46.2,7.3,10.3,.510,14.9,28.0,.273
