school_name,win_loss_pct,srs,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate
Brigham Young NCAA,.676,19.33,69.9,116.4,.254,.504,.573,54.2,63.4,8.5,7.6,.548,13.1,32.8,.188
Brown,.419,-3.60,67.8,103.6,.332,.410,.526,51.8,53.3,9.2,11.8,.500,15.5,31.9,.217
Bryant,.606,-3.06,76.0,102.9,.299,.386,.545,47.1,51.0,9.1,14.9,.523,14.2,21.0,.200
Bucknell,.424,-8.33,64.1,100.6,.290,.449,.534,49.1,52.6,9.4,10.7,.504,16.7,25.8,.208
Buffalo,.129,-15.12,70.5,96.1,.275,.408,.509,48.7,53.9,8.6,11.4,.477,17.9,28.5,.197
Butler,.545,12.18,69.4,108.6,.263,.382,.555,49.5,54.1,8.7,8.4,.521,13.6,26.9,.208
Cal Poly,.125,-13.64,66.7,94.3,.320,.336,.497,44.8,43.7,8.0,9.5,.460,16.5,24.5,.226
Cal State Bakersfield,.406,-5.37,66.3,102.4,.323,.256,.512,50.9,41.5,10.2,10.7,.474,15.3,33.9,.234
Cal State Fullerton,.438,-5.15,67.5,100.2,.399,.365,.532,48.0,38.4,9.9,8.9,.491,16.1,24.8,.282
Cal State Northridge,.559,-4.78,73.5,101.7,.367,.260,.526,53.4,50.2,10.1,10.1,.495,16.6,32.3,.245
California,.406,4.94,69.7,103.7,.292,.420,.525,50.5,46.5,8.5,6.7,.492,14.1,28.6,.212
California Baptist,.485,-2.32,65.7,101.7,.377,.363,.507,53.6,48.8,6.1,6.5,.470,15.2,32.9,.257
Campbell,.438,-10.62,67.0,104.8,.339,.387,.562,48.3,52.7,9.3,7.0,.530,15.9,24.4,.246
Canisius,.438,-7.95,68.5,101.9,.283,.361,.520,52.2,47.7,8.7,8.5,.501,16.6,33.5,.177
Central Arkansas,.281,-15.70,70.7,101.7,.288,.380,.517,49.4,53.5,9.9,9.4,.481,15.4,29.7,.213
Central Connecticut State,.645,-8.15,68.0,105.2,.321,.359,.540,51.4,54.8,10.9,12.8,.508,14.4,28.5,.227
Central Michigan,.563,-8.07,66.3,97.6,.280,.351,.499,49.1,46.1,8.8,10.5,.473,15.3,28.8,.185
Charleston Southern,.333,-12.03,68.3,99.0,.307,.364,.512,49.6,42.8,5.6,7.3,.474,15.6,27.9,.226
Charlotte,.613,4.09,63.1,108.1,.348,.384,.552,49.7,54.4,8.5,9.7,.513,13.5,26.7,.262
Chattanooga,.636,-0.21,68.5,112.9,.314,.507,.586,51.6,50.1,9.1,10.3,.557,15.2,28.2,.234
Chicago State,.406,-9.34,67.6,102.4,.372,.353,.520,49.2,45.9,12.8,8.8,.480,16.5,34.2,.265
Cincinnati,.595,15.06,68.4,107.8,.276,.368,.529,55.1,52.8,9.4,11.7,.503,14.6,36.3,.190
Clemson NCAA,.667,16.20,67.8,113.4,.307,.399,.575,51.6,53.8,6.7,10.9,.539,13.0,27.2,.240
Cleveland State,.583,-3.47,68.6,109.2,.317,.310,.526,49.0,47.5,11.9,11.1,.499,12.5,33.7,.211
Coastal Carolina,.290,-10.47,71.5,102.0,.328,.333,.525,51.6,47.3,8.0,8.8,.498,16.2,30.9,.218
Colgate NCAA,.714,-0.31,66.4,107.5,.273,.383,.559,51.9,56.6,9.8,10.1,.538,14.1,25.3,.186
College of Charleston NCAA,.771,4.09,70.4,114.6,.275,.471,.550,53.1,53.3,8.9,8.1,.522,11.9,33.6,.198
Colorado NCAA,.703,15.95,69.0,113.8,.351,.306,.593,55.0,57.2,8.6,5.5,.554,15.9,31.9,.275
Colorado State NCAA,.694,13.40,66.7,111.9,.317,.386,.581,50.5,66.1,9.3,8.4,.549,13.9,25.0,.239
Columbia,.481,-5.43,70.0,110.0,.299,.386,.570,51.7,62.9,11.1,6.7,.541,15.3,29.5,.219
Connecticut NCAA,.925,26.70,66.0,123.3,.319,.402,.597,56.3,63.6,9.3,14.2,.569,12.3,36.7,.237
Coppin State,.069,-21.46,67.4,85.1,.311,.344,.465,43.5,41.0,11.3,8.0,.421,20.1,27.0,.226
Cornell,.733,3.58,71.9,114.2,.273,.486,.594,49.9,60.8,11.6,7.4,.572,15.0,28.4,.198
Creighton NCAA,.714,20.07,67.6,116.2,.247,.485,.600,53.1,57.9,5.5,8.5,.573,13.7,26.1,.194
Dartmouth,.222,-13.99,66.3,93.3,.292,.433,.507,48.9,55.9,6.7,10.4,.477,17.3,21.8,.201
Davidson,.469,3.63,65.9,104.7,.331,.412,.533,49.6,51.5,9.7,10.7,.496,13.9,26.5,.243
Dayton NCAA,.758,13.45,64.8,114.1,.367,.443,.595,50.6,58.1,8.5,11.1,.563,14.3,26.3,.272
Delaware,.576,-1.68,67.7,107.8,.300,.354,.551,50.9,51.0,7.9,7.9,.524,14.0,27.6,.212
Delaware State,.441,-10.51,70.2,98.7,.391,.252,.516,51.6,48.5,11.7,5.7,.474,17.8,33.6,.276
Denver,.500,-7.39,71.1,111.9,.370,.402,.557,49.2,46.9,8.6,9.5,.520,12.1,27.8,.271
DePaul,.094,-6.23,68.4,94.7,.335,.348,.521,44.9,54.1,7.7,8.6,.481,18.0,22.0,.246
Detroit Mercy,.031,-16.90,68.0,96.2,.303,.369,.511,44.6,45.5,10.1,6.6,.473,17.1,26.1,.223
Drake NCAA,.800,11.08,68.4,113.9,.328,.394,.582,51.2,56.4,9.2,4.6,.549,12.3,24.2,.247
Drexel,.625,1.14,65.7,110.4,.300,.333,.544,55.6,47.2,7.6,10.5,.514,13.8,33.9,.216
Duke NCAA,.750,20.67,67.1,117.1,.343,.375,.576,53.7,54.9,9.7,9.8,.546,12.4,32.1,.248
Duquesne NCAA,.676,7.35,66.9,105.5,.323,.389,.536,50.4,54.0,11.2,12.6,.503,15.1,30.5,.232
East Carolina,.455,-0.62,65.8,104.5,.352,.366,.515,50.3,50.6,11.9,8.8,.479,13.9,32.9,.243
East Tennessee State,.543,-3.11,68.8,103.5,.343,.411,.505,51.8,46.1,11.1,13.4,.470,14.9,35.1,.234
East Texas A&M,.394,-14.52,68.7,100.8,.297,.462,.518,45.6,55.1,11.2,12.4,.487,14.5,25.6,.208
Eastern Illinois,.438,-11.60,68.2,101.0,.267,.287,.501,49.9,50.2,11.8,8.8,.467,13.1,29.0,.195
Eastern Kentucky,.548,-5.42,71.8,112.0,.315,.340,.546,52.3,49.4,8.8,14.5,.521,13.4,34.9,.214
Eastern Michigan,.419,-12.76,66.4,98.3,.249,.321,.502,48.6,41.0,8.6,7.0,.478,15.0,28.7,.166
Eastern Washington,.656,-1.03,70.9,113.6,.382,.420,.614,51.8,62.9,8.4,10.2,.578,16.7,26.8,.294
Elon,.406,-11.43,68.0,107.5,.318,.423,.550,49.0,50.7,9.2,7.4,.520,15.1,30.2,.225
Evansville,.486,-3.69,69.6,101.1,.282,.345,.535,48.6,49.3,9.3,9.2,.506,14.9,22.5,.203
Fairfield,.649,-3.17,68.9,109.6,.279,.425,.555,48.8,50.2,12.3,6.0,.523,13.5,28.5,.212
FDU,.469,-14.41,73.6,102.4,.338,.404,.520,48.3,57.4,11.1,6.8,.486,14.9,28.5,.237
Florida NCAA,.667,15.17,73.1,115.1,.384,.345,.554,54.1,50.7,9.0,12.1,.518,13.1,37.3,.275
Florida A&M,.207,-15.82,69.9,94.5,.276,.295,.513,48.6,56.9,8.4,7.4,.484,18.9,27.6,.194
Florida Atlantic NCAA,.735,13.26,69.1,116.2,.349,.391,.577,52.8,50.9,10.2,7.8,.547,13.8,33.4,.251
Florida Gulf Coast,.438,-6.28,65.6,106.9,.276,.387,.548,51.3,45.3,9.2,10.3,.524,15.0,30.0,.192
Florida International,.333,-8.01,72.1,101.8,.282,.416,.531,44.9,52.7,14.1,11.3,.507,16.5,27.9,.189
Florida State,.515,9.52,72.2,105.7,.368,.316,.539,47.5,45.0,12.8,12.1,.503,14.3,28.5,.261
Fordham,.394,-0.46,69.3,99.8,.352,.422,.500,50.7,52.5,11.4,12.6,.467,15.5,32.6,.233
Fresno State,.364,-3.29,66.0,101.0,.309,.385,.543,47.5,50.6,9.2,6.6,.516,16.8,24.3,.212
Furman,.515,0.21,71.2,109.9,.322,.481,.554,51.3,58.7,9.8,7.2,.521,14.2,29.9,.234
Gardner-Webb,.515,-4.66,70.2,103.5,.352,.362,.522,51.2,48.3,8.2,6.2,.498,14.2,29.4,.222
George Mason,.625,6.36,65.0,109.2,.370,.370,.562,53.3,46.1,8.4,10.6,.523,15.7,31.7,.275
George Washington,.469,-1.03,70.4,106.2,.344,.419,.555,49.5,47.0,8.2,11.6,.518,15.2,25.9,.257
Georgetown,.281,0.68,67.4,104.3,.339,.410,.523,50.1,50.5,8.4,8.6,.486,15.2,33.4,.242
Georgia,.541,8.63,70.6,105.4,.366,.402,.536,48.4,46.2,9.0,8.4,.498,14.0,27.1,.263
Georgia Southern,.273,-8.44,70.1,103.5,.289,.445,.540,47.3,41.8,9.8,10.7,.508,16.3,28.8,.212
Georgia State,.452,-4.59,70.6,107.4,.285,.365,.531,49.3,42.8,8.1,7.5,.495,11.9,27.8,.216
Georgia Tech,.438,4.60,68.2,102.5,.292,.405,.519,51.8,52.5,6.3,10.7,.487,15.2,31.6,.207
Gonzaga NCAA,.771,17.93,69.8,121.1,.305,.312,.598,55.0,52.2,9.5,9.8,.574,12.1,33.9,.220
Grambling NCAA,.583,-9.63,66.9,100.1,.384,.280,.527,49.0,41.2,10.9,8.6,.487,17.0,29.8,.272
Grand Canyon NCAA,.857,10.45,69.8,112.9,.450,.363,.568,53.1,45.9,11.8,14.3,.521,15.0,34.4,.337
Green Bay,.563,-5.64,64.6,106.0,.289,.482,.557,50.4,52.8,6.7,5.9,.530,16.2,27.7,.209
Hampton,.273,-15.82,70.8,101.4,.294,.377,.517,49.8,49.4,8.3,9.9,.484,15.2,30.1,.210
Harvard,.519,-4.58,67.8,102.9,.348,.393,.538,48.6,52.8,9.1,11.9,.505,15.7,26.8,.244
Hawaii,.588,-0.07,67.4,106.1,.383,.422,.565,51.5,49.1,6.8,6.1,.530,16.3,26.4,.275
High Point,.750,2.15,69.3,119.4,.429,.406,.580,55.9,42.7,7.2,8.2,.531,13.3,37.4,.334
Hofstra,.606,2.31,66.6,111.0,.215,.464,.579,48.2,56.1,9.2,10.4,.557,14.0,23.6,.162
Holy Cross,.303,-17.12,65.4,101.2,.256,.379,.527,48.0,44.8,6.1,9.4,.506,14.9,24.1,.170
Houston NCAA,.865,25.69,64.1,113.6,.308,.368,.531,52.3,49.3,15.1,16.0,.503,11.4,36.8,.211
Houston Christian,.207,-19.37,73.4,97.0,.363,.279,.505,49.2,43.5,7.6,6.5,.475,17.8,31.2,.234
Howard NCAA,.514,-8.69,69.4,106.5,.418,.392,.566,52.8,55.9,8.6,7.2,.522,18.9,34.4,.314
Idaho,.344,-11.29,65.9,102.6,.274,.408,.540,48.2,49.9,8.5,9.6,.510,15.4,24.1,.201
Idaho State,.412,-7.49,64.9,106.7,.329,.349,.545,51.5,46.6,10.6,9.6,.517,14.5,30.4,.226
Illinois NCAA,.763,19.56,70.1,118.2,.371,.385,.572,55.2,45.8,6.2,8.2,.536,12.6,35.6,.273
Illinois State,.469,-1.38,65.3,101.9,.360,.380,.519,51.1,53.8,8.5,6.6,.479,14.9,29.0,.256
Illinois-Chicago,.364,-1.61,68.7,100.4,.259,.410,.536,47.7,54.4,8.8,14.1,.512,15.9,23.4,.179
Incarnate Word,.258,-16.40,71.9,99.6,.359,.397,.533,50.7,49.1,8.3,10.4,.494,19.1,30.3,.261
Indiana,.576,7.74,69.4,104.2,.377,.278,.548,50.0,57.3,7.5,11.2,.521,15.5,27.0,.250
Indiana State,.821,13.44,71.4,118.4,.334,.496,.632,52.6,61.2,8.5,4.5,.600,14.7,23.5,.266
Iona,.485,-5.19,68.0,104.9,.285,.387,.522,46.9,55.2,13.0,9.2,.500,13.0,28.3,.186
Iowa,.559,13.00,72.6,114.0,.331,.299,.567,48.9,59.1,9.4,9.9,.528,11.6,27.4,.256
Iowa State NCAA,.784,22.30,67.9,110.9,.354,.317,.551,50.5,58.1,15.2,10.8,.520,13.3,31.1,.248
IU Indy,.188,-21.31,68.8,95.3,.344,.251,.512,47.0,42.8,11.0,5.9,.469,18.5,30.3,.253
Jackson State,.469,-11.50,70.0,101.4,.347,.338,.509,50.7,48.1,10.6,9.9,.470,16.0,34.9,.244
Jacksonville,.485,-9.84,68.6,104.4,.359,.339,.528,53.3,42.5,11.2,9.0,.491,16.1,36.3,.253
Jacksonville State,.438,-3.55,67.1,104.0,.372,.285,.535,54.5,44.1,10.0,11.3,.499,17.1,33.9,.261
James Madison NCAA,.889,8.19,71.6,115.0,.342,.378,.572,53.2,53.8,12.5,8.3,.544,13.0,32.5,.240
Kansas NCAA,.676,16.35,69.9,107.7,.320,.298,.567,51.7,67.4,10.2,11.0,.538,14.9,25.7,.231
Kansas City,.500,-5.32,67.3,105.2,.298,.426,.529,52.9,50.6,8.7,11.2,.498,15.1,32.6,.213
Kansas State,.559,11.06,68.4,102.8,.383,.412,.541,51.9,56.8,8.5,10.6,.502,18.2,32.4,.276
Kennesaw State,.484,-8.02,75.4,109.0,.335,.436,.544,50.1,50.7,9.7,10.7,.518,13.7,30.7,.226
Kent State,.500,-0.76,67.7,108.5,.320,.391,.548,51.0,49.0,10.0,7.8,.511,14.8,31.8,.239
Kentucky NCAA,.697,16.79,73.9,119.2,.304,.375,.602,50.5,54.9,10.1,16.2,.572,12.6,28.9,.235
La Salle,.485,-1.62,67.3,106.4,.246,.397,.526,48.0,55.2,9.3,8.4,.499,12.2,27.5,.178
Lafayette,.344,-11.17,65.3,94.7,.240,.399,.495,47.3,56.6,9.9,12.5,.470,15.5,24.5,.162
Lamar,.576,-5.47,70.5,108.7,.335,.354,.547,52.0,59.6,9.9,10.7,.512,15.4,34.4,.245
Le Moyne,.469,-11.07,69.2,104.3,.246,.477,.544,47.2,61.1,11.5,9.5,.514,14.7,23.7,.187
Lehigh,.438,-7.47,69.9,101.6,.316,.378,.536,49.7,50.9,10.1,6.2,.500,15.1,22.8,.232
Liberty,.563,1.58,66.0,111.0,.255,.476,.570,51.1,58.9,7.8,6.2,.555,13.9,26.1,.169
Lindenwood,.290,-18.73,68.1,95.3,.378,.305,.496,46.8,35.8,9.0,7.4,.446,15.5,24.5,.277
Lipscomb,.625,-1.94,71.2,115.3,.274,.401,.597,48.8,48.4,8.6,8.7,.570,12.7,23.6,.210
Little Rock,.618,-3.42,69.9,109.8,.328,.311,.562,51.6,52.5,8.5,12.9,.526,15.1,31.9,.246
Long Beach State NCAA,.583,-1.19,72.9,105.4,.382,.285,.527,52.0,55.4,10.8,12.2,.487,14.7,33.3,.271
Long Island University,.241,-17.86,71.3,92.5,.315,.299,.496,48.0,51.4,9.0,7.8,.464,17.8,25.4,.213
Longwood NCAA,.600,-2.04,67.9,108.5,.392,.287,.537,56.3,47.9,10.1,7.7,.502,15.4,38.3,.269
Louisiana,.576,-0.60,70.4,107.8,.281,.367,.545,49.2,44.5,12.2,9.8,.516,14.5,31.5,.205
Louisiana State,.515,8.14,70.7,107.5,.383,.376,.559,50.4,44.7,11.3,10.8,.522,16.1,30.7,.277
Louisiana Tech,.688,4.83,67.5,109.9,.410,.351,.556,54.2,49.1,11.0,13.8,.520,15.6,34.5,.287
Louisiana-Monroe,.367,-10.05,69.1,100.7,.372,.287,.498,52.0,50.7,10.5,7.0,.463,15.1,34.8,.247
Louisville,.250,0.45,70.4,101.8,.388,.312,.531,49.8,44.6,7.7,7.2,.484,15.9,28.1,.290
Loyola (IL),.697,6.57,69.3,104.7,.331,.408,.548,52.3,64.0,10.1,13.9,.522,16.1,28.1,.225
Loyola (MD),.219,-16.17,65.7,96.4,.303,.388,.507,51.1,55.6,8.9,6.1,.482,17.7,29.5,.195
Loyola Marymount,.387,-0.06,66.4,109.0,.290,.396,.551,51.7,46.0,5.5,6.5,.521,14.0,29.7,.212
Maine,.469,-6.39,68.1,98.6,.295,.321,.518,48.0,49.6,12.3,8.7,.485,14.9,23.4,.212
Manhattan,.233,-15.28,69.2,94.4,.221,.388,.501,46.5,58.4,10.7,7.3,.474,16.9,25.0,.160
Marist,.581,-5.64,65.5,98.6,.298,.364,.536,49.2,52.5,10.4,8.6,.508,16.8,23.0,.208
Marquette NCAA,.730,19.27,69.4,112.0,.255,.411,.571,47.8,54.5,12.3,10.6,.550,12.7,25.7,.180
Marshall,.394,-5.42,72.5,101.7,.291,.411,.505,50.3,56.9,9.6,10.7,.472,14.0,30.1,.206
Maryland,.485,10.60,66.3,103.0,.408,.375,.515,50.7,47.0,9.8,11.7,.467,14.9,31.7,.294
Maryland-Baltimore County,.344,-8.67,74.7,104.8,.246,.348,.550,48.3,43.7,6.8,9.3,.528,15.4,25.8,.172
Maryland-Eastern Shore,.310,-17.33,68.3,94.2,.325,.343,.492,48.4,46.7,10.1,7.6,.452,17.2,29.4,.232
Massachusetts,.645,7.59,69.2,111.5,.358,.351,.539,53.0,56.3,11.0,8.6,.506,13.4,36.6,.250
Massachusetts-Lowell,.688,-1.28,72.6,109.4,.388,.294,.562,55.1,44.5,9.5,11.6,.523,15.7,33.4,.285
McNeese State NCAA,.882,6.42,67.6,118.3,.373,.336,.578,52.2,52.0,15.2,12.1,.552,12.3,33.5,.258
Memphis,.688,9.00,72.0,110.9,.363,.389,.563,50.3,48.8,11.8,12.6,.528,15.5,33.4,.263
Mercer,.485,-4.65,67.5,105.4,.288,.310,.527,49.5,49.3,10.3,9.7,.502,14.1,31.2,.193
Merrimack,.636,-5.24,68.6,100.0,.342,.429,.541,45.2,51.4,14.2,9.4,.505,17.1,23.5,.249
Miami (FL),.469,9.59,69.9,107.9,.246,.404,.554,50.6,51.1,10.2,9.3,.527,15.0,28.7,.184
Miami (OH),.469,-6.45,68.5,102.6,.317,.398,.545,47.6,57.9,9.2,8.3,.515,15.3,23.7,.224
Michigan,.250,5.28,68.9,104.6,.320,.380,.542,50.4,48.3,6.0,8.5,.512,16.1,30.6,.225
Michigan State NCAA,.571,17.72,66.4,109.4,.293,.304,.544,50.8,58.8,10.6,11.7,.516,13.0,29.8,.207
Middle Tennessee,.424,-7.45,66.8,96.5,.342,.420,.506,49.0,44.4,7.8,10.2,.467,17.7,29.1,.241
Milwaukee,.571,-5.01,70.9,110.2,.341,.392,.545,52.0,50.8,8.2,11.4,.509,14.7,35.9,.248
Minnesota,.559,9.51,67.7,110.3,.347,.391,.567,51.5,64.6,9.3,10.8,.541,15.4,30.7,.239
Mississippi,.625,8.30,68.6,109.3,.351,.352,.548,47.5,57.7,11.4,15.2,.511,13.6,30.3,.255
Mississippi State NCAA,.600,14.19,68.7,107.5,.374,.385,.543,53.9,53.5,11.8,9.0,.514,16.0,35.4,.251
Mississippi Valley State,.032,-26.17,66.2,83.4,.330,.304,.461,45.1,44.2,9.9,6.5,.425,21.0,27.9,.217
Missouri,.250,3.27,68.4,105.0,.317,.397,.546,45.5,48.3,11.1,14.1,.502,14.9,26.8,.251
Missouri State,.515,0.98,68.4,102.6,.315,.368,.530,53.3,47.1,6.2,11.8,.497,15.2,29.1,.224
Monmouth,.545,-3.17,68.1,106.4,.293,.363,.525,48.9,50.2,10.5,10.5,.493,13.2,30.6,.209
Montana,.667,-1.41,67.2,113.6,.290,.373,.586,51.1,53.3,7.1,7.6,.552,13.6,26.2,.230
Montana State NCAA,.486,-5.34,69.7,106.4,.296,.429,.574,46.4,49.2,11.7,6.4,.547,15.1,20.8,.216
Morehead State NCAA,.743,0.51,66.2,113.7,.293,.451,.572,56.1,55.7,8.9,11.9,.548,15.2,35.3,.207
Morgan State,.355,-16.07,71.7,100.6,.301,.271,.529,48.7,46.2,8.6,8.6,.491,17.5,31.2,.228
Mount St. Mary's,.406,-6.54,69.3,103.7,.267,.332,.558,52.0,48.3,9.8,10.1,.532,18.2,30.2,.193
Murray State,.375,0.36,65.5,106.1,.297,.354,.531,49.6,44.9,9.1,8.7,.503,12.6,27.0,.207
Navy,.419,-11.70,65.4,100.8,.349,.333,.488,49.7,52.5,10.1,6.4,.446,13.1,32.4,.247
NC State NCAA,.634,12.81,68.5,109.1,.320,.333,.542,49.4,48.0,10.5,9.7,.507,12.1,28.1,.234
Nebraska NCAA,.676,14.36,69.4,110.8,.326,.443,.567,50.2,57.1,9.0,7.1,.531,13.9,27.6,.248
Nevada NCAA,.765,12.85,66.9,113.0,.443,.336,.573,51.3,58.0,9.4,11.0,.535,13.2,27.6,.319
Nevada-Las Vegas,.618,8.38,66.2,109.5,.323,.350,.553,50.3,49.7,9.1,12.9,.521,14.3,30.8,.234
New Hampshire,.516,-6.15,73.3,100.7,.292,.438,.522,49.0,45.6,9.9,5.4,.485,14.5,23.7,.218
New Mexico NCAA,.722,15.04,72.5,111.7,.331,.303,.538,52.8,49.1,12.0,13.2,.505,11.7,33.4,.234
New Mexico State,.406,-8.62,68.6,97.5,.339,.344,.512,48.9,46.6,8.8,9.4,.480,15.3,26.0,.229
New Orleans,.303,-16.80,73.2,100.1,.382,.291,.508,46.4,46.2,10.5,8.6,.462,14.6,29.3,.275
Niagara,.500,-8.40,67.9,105.5,.362,.314,.566,49.2,49.8,8.2,5.3,.527,15.6,24.0,.272
Nicholls State,.588,-7.14,67.8,105.5,.383,.408,.557,48.9,45.6,9.6,10.8,.519,16.6,27.7,.278
NJIT,.250,-14.65,68.6,99.0,.315,.396,.492,47.9,44.3,10.5,8.9,.454,13.9,29.9,.223
Norfolk State,.686,-5.76,68.3,108.7,.398,.332,.554,51.0,48.0,12.8,10.5,.515,15.3,32.6,.288
North Alabama,.469,-7.17,68.9,109.2,.328,.352,.548,49.9,41.9,7.6,8.3,.508,12.7,27.8,.252
North Carolina NCAA,.784,21.36,71.3,114.6,.362,.361,.557,54.9,51.2,8.1,10.3,.515,12.0,33.0,.275
North Carolina A&T,.219,-16.31,68.0,96.4,.340,.357,.482,43.9,44.9,8.3,8.6,.439,12.1,24.3,.242
North Carolina Central,.581,-7.88,69.2,109.9,.394,.376,.552,50.0,48.4,11.0,7.4,.518,14.7,32.2,.274
North Dakota,.563,-6.24,67.9,110.4,.310,.418,.543,52.1,43.2,9.3,7.8,.512,12.7,31.4,.221
North Dakota State,.469,-7.57,66.6,109.1,.296,.364,.571,51.7,42.4,6.4,3.4,.545,14.5,26.0,.213
North Florida,.500,-6.95,69.4,111.1,.283,.555,.574,48.5,46.9,8.0,8.6,.543,14.3,25.5,.216
North Texas,.559,8.41,63.2,108.7,.297,.395,.541,51.5,45.8,11.1,8.8,.508,14.8,34.1,.219
Northeastern,.375,-6.09,65.8,105.5,.298,.361,.546,52.0,53.7,9.5,9.8,.512,16.4,31.8,.223
Northern Arizona,.424,-12.17,69.0,98.7,.311,.352,.524,46.1,53.8,8.1,8.1,.493,16.1,24.1,.217
Northern Colorado,.576,-4.44,69.9,110.1,.292,.366,.575,50.5,49.7,8.7,6.5,.549,13.9,24.4,.213
Northern Illinois,.355,-9.16,69.7,103.7,.365,.386,.537,49.3,39.6,7.5,12.6,.507,15.7,29.0,.245
Northern Iowa,.576,3.83,67.7,107.3,.377,.373,.554,50.6,49.1,9.1,7.8,.520,13.5,23.9,.267
Northern Kentucky,.545,-3.66,69.7,105.8,.357,.339,.546,49.0,51.7,12.2,7.5,.510,15.2,29.9,.257
Northwestern NCAA,.647,12.77,64.8,111.2,.292,.364,.558,48.4,59.4,10.7,9.5,.526,11.8,25.7,.220
Northwestern State,.281,-14.42,69.3,100.2,.354,.343,.516,47.7,45.5,9.9,9.0,.486,16.3,30.7,.233
Notre Dame,.394,4.94,64.8,97.6,.279,.433,.512,51.2,45.1,8.7,6.6,.476,16.7,28.4,.207
Oakland NCAA,.667,2.02,68.0,110.5,.308,.413,.554,50.9,54.0,9.5,7.8,.519,13.8,30.4,.231
Ohio,.606,0.48,68.3,111.9,.314,.416,.559,49.0,51.5,10.3,9.9,.527,12.3,28.8,.229
