school_name,win_loss_pct,srs,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate
Loyola (MD),.290,-12.71,69.7,98.5,.334,.280,.511,50.3,45.2,10.0,8.9,.483,16.4,29.4,.218
Loyola Marymount,.355,-4.34,67.8,105.1,.327,.317,.531,50.4,54.7,10.2,7.1,.498,16.3,34.3,.232
Maine,.188,-14.64,71.6,92.4,.298,.398,.500,47.8,49.4,8.9,8.3,.468,18.8,25.6,.206
Manhattan,.452,-5.04,67.5,101.0,.376,.360,.548,49.6,58.8,8.7,11.4,.516,19.8,31.0,.261
Marist,.194,-12.48,71.5,99.5,.358,.469,.560,47.8,48.5,5.8,6.4,.527,19.6,22.6,.256
Marquette,.600,12.50,70.4,114.3,.288,.444,.601,49.0,55.7,8.6,9.6,.568,15.4,27.6,.232
Marshall NCAA,.694,4.21,76.3,108.7,.335,.453,.583,46.7,59.0,9.1,12.7,.548,15.5,22.5,.256
Maryland,.594,13.78,66.6,109.4,.380,.364,.584,53.6,55.7,6.5,11.6,.546,17.9,31.6,.287
Maryland-Baltimore County NCAA,.694,-2.02,69.2,105.6,.307,.450,.550,49.1,59.1,10.8,7.3,.531,15.5,26.8,.198
Maryland-Eastern Shore,.219,-24.63,67.6,92.1,.294,.393,.474,45.8,48.9,7.0,5.0,.441,16.6,28.2,.198
Massachusetts,.394,-1.65,67.3,104.5,.251,.382,.553,48.9,58.7,7.0,7.7,.525,16.5,27.2,.187
Massachusetts-Lowell,.400,-9.53,72.1,105.3,.401,.361,.558,47.0,55.0,9.7,7.2,.523,16.5,26.7,.284
McNeese State,.414,-12.06,73.5,101.6,.330,.334,.528,50.6,41.9,7.3,10.6,.494,16.8,30.1,.234
Memphis,.618,1.81,66.3,105.4,.436,.346,.545,51.1,53.5,8.8,11.3,.507,17.4,35.1,.301
Mercer,.559,-0.87,65.8,112.9,.367,.404,.588,54.1,55.8,8.0,5.7,.551,16.3,31.4,.279
Miami (FL) NCAA,.688,12.83,67.8,107.9,.291,.360,.551,50.6,48.5,9.6,11.0,.531,14.6,29.1,.192
Miami (OH),.471,-3.56,68.7,102.6,.273,.438,.540,51.2,51.1,10.8,7.0,.517,16.7,28.1,.187
Michigan NCAA,.805,19.03,65.7,111.0,.307,.433,.564,50.3,53.6,9.6,8.1,.545,12.4,25.4,.203
Michigan State NCAA,.857,22.41,68.1,117.3,.359,.363,.601,57.6,67.6,6.0,18.5,.569,16.4,37.0,.268
Middle Tennessee,.758,10.29,67.8,110.0,.306,.339,.565,54.1,51.9,8.9,7.1,.534,15.9,31.2,.227
Milwaukee,.485,-4.15,67.5,100.6,.282,.376,.532,50.8,51.4,8.7,10.7,.508,16.3,25.6,.190
Minnesota,.469,7.00,70.2,105.8,.351,.320,.523,50.0,54.9,8.0,12.7,.487,13.3,29.9,.247
Mississippi,.375,6.85,70.7,105.5,.338,.394,.523,49.7,55.6,8.7,11.2,.483,13.6,31.3,.247
Mississippi State,.676,11.71,68.4,106.6,.310,.373,.550,51.4,49.1,9.5,14.8,.524,16.4,31.8,.214
Mississippi Valley State,.125,-21.41,69.9,91.4,.291,.287,.461,47.2,43.1,8.2,5.2,.426,15.7,29.8,.196
Missouri NCAA,.606,13.81,67.3,107.2,.390,.453,.573,53.2,55.8,7.6,11.3,.537,18.3,31.2,.286
Missouri State,.545,3.06,66.2,105.5,.270,.362,.525,54.0,49.9,7.0,11.2,.496,14.8,33.2,.193
Monmouth,.355,-2.41,71.0,102.9,.441,.334,.562,51.0,50.7,8.7,7.4,.523,18.5,26.6,.314
Montana NCAA,.765,6.29,69.9,108.8,.386,.272,.549,53.3,45.3,10.9,9.2,.513,15.0,33.3,.273
Montana State,.406,-8.69,72.1,104.2,.387,.379,.533,50.1,49.1,7.5,5.6,.490,14.9,29.0,.281
Morehead State,.276,-10.65,70.6,99.3,.358,.381,.528,51.4,48.3,8.0,8.8,.492,19.1,32.6,.251
Morgan State,.419,-15.11,71.4,101.1,.394,.254,.508,51.3,49.4,9.9,8.1,.461,16.3,34.9,.286
Mount St. Mary's,.563,-8.13,67.1,107.4,.299,.480,.574,43.3,55.5,10.2,10.7,.546,14.7,20.5,.219
Murray State NCAA,.813,6.87,68.1,115.3,.381,.399,.591,54.1,54.1,9.9,8.7,.558,15.3,33.0,.280
Navy,.625,-6.91,66.9,102.3,.361,.358,.540,54.2,58.4,9.6,4.2,.503,18.2,32.3,.260
NC State NCAA,.636,12.91,72.1,112.3,.342,.344,.562,50.3,55.0,10.2,9.2,.534,14.3,33.4,.238
Nebraska,.667,10.99,68.1,105.7,.376,.352,.531,48.7,54.4,8.9,12.8,.491,13.9,30.1,.270
Nevada NCAA,.784,14.44,70.5,115.5,.363,.404,.582,49.4,57.0,8.7,10.9,.548,12.0,26.4,.269
Nevada-Las Vegas,.606,7.20,73.7,111.1,.434,.277,.571,53.7,54.7,7.4,9.7,.535,16.4,34.6,.306
New Hampshire,.323,-8.38,66.6,101.9,.302,.430,.510,53.9,50.8,5.4,5.6,.472,14.9,30.9,.222
New Mexico,.559,5.81,73.6,111.3,.343,.474,.582,46.9,57.4,10.0,7.3,.544,14.9,26.4,.266
New Mexico State NCAA,.824,9.06,70.1,107.5,.287,.367,.538,56.0,49.9,7.9,8.6,.519,15.2,34.2,.184
New Orleans,.485,-9.01,68.7,100.9,.420,.247,.533,51.2,59.3,10.5,9.9,.497,18.8,33.2,.283
Niagara,.576,-4.84,74.9,110.3,.380,.357,.548,50.0,42.1,6.9,10.1,.508,12.9,30.8,.277
Nicholls State,.656,-3.54,76.9,107.3,.349,.366,.568,50.7,50.4,12.5,10.1,.537,17.4,30.5,.250
NJIT,.467,-7.25,71.0,104.7,.321,.362,.541,50.6,51.6,11.5,8.4,.514,16.1,30.6,.220
Norfolk State,.424,-12.99,72.3,100.2,.321,.355,.523,51.9,52.4,8.6,11.0,.494,18.1,33.0,.215
North Carolina NCAA,.703,20.07,71.7,113.4,.280,.351,.551,56.4,61.0,8.0,11.1,.520,14.0,37.4,.208
North Carolina A&T,.571,-12.58,71.1,104.3,.386,.352,.551,50.7,57.5,8.4,5.8,.515,16.8,28.7,.275
North Carolina Central NCAA,.543,-13.18,68.8,104.3,.290,.311,.538,53.4,57.4,7.4,9.4,.512,17.4,33.9,.199
North Dakota,.375,-7.63,73.2,101.6,.353,.365,.553,45.0,47.6,10.6,4.7,.521,16.0,20.2,.249
North Dakota State,.469,-1.86,68.8,107.8,.305,.436,.583,50.9,50.4,6.6,6.2,.552,16.5,22.7,.232
North Florida,.424,-11.40,75.6,106.6,.277,.459,.573,46.4,52.2,6.9,7.5,.543,17.0,26.0,.210
North Texas,.526,1.16,69.9,105.0,.339,.379,.543,52.7,47.0,7.2,8.2,.519,16.0,30.3,.224
Northeastern,.697,3.64,68.0,108.9,.347,.453,.597,51.1,60.9,9.7,6.2,.569,17.9,25.5,.255
Northern Arizona,.156,-14.67,70.7,92.1,.429,.334,.499,48.1,45.0,7.9,9.5,.450,19.1,27.1,.301
Northern Colorado,.684,3.67,73.7,108.8,.334,.396,.566,51.3,41.1,7.2,8.1,.542,14.6,25.9,.230
Northern Illinois,.406,-6.71,69.3,104.2,.335,.275,.538,49.7,34.7,9.6,5.3,.502,14.9,28.3,.243
Northern Iowa,.500,4.00,64.3,99.6,.313,.399,.522,51.2,47.9,8.0,7.4,.487,15.6,24.5,.226
Northern Kentucky,.688,4.83,70.7,109.9,.312,.400,.572,52.6,58.2,10.4,8.7,.543,15.5,29.0,.228
Northwestern,.469,9.63,65.3,104.6,.297,.397,.532,50.4,58.0,7.4,13.2,.497,15.3,29.5,.222
Northwestern State,.138,-21.02,72.2,89.2,.350,.267,.477,48.9,40.3,8.6,11.1,.450,20.2,32.1,.214
Notre Dame,.583,13.64,66.5,111.5,.314,.393,.551,51.6,55.0,8.6,9.6,.514,12.7,30.8,.238
Oakland,.576,-1.82,72.2,107.5,.355,.398,.562,50.4,62.6,8.3,11.9,.520,15.9,28.1,.273
Ohio,.452,-2.52,72.6,100.5,.306,.349,.538,48.4,52.8,8.9,8.8,.508,16.0,22.4,.218
Ohio State NCAA,.735,17.67,67.9,111.0,.311,.342,.570,53.6,52.5,9.0,11.3,.541,14.9,30.1,.227
Oklahoma NCAA,.563,13.81,76.5,109.8,.332,.405,.569,49.8,50.2,8.4,11.0,.535,15.2,28.4,.247
Oklahoma State,.583,12.45,70.8,107.4,.322,.383,.538,51.1,53.6,9.2,10.4,.498,15.4,34.2,.244
Old Dominion,.781,9.27,66.6,109.3,.330,.338,.537,52.8,57.2,11.1,13.6,.507,13.2,32.3,.228
Omaha,.290,-9.88,72.6,103.8,.270,.363,.550,47.9,46.2,7.7,6.7,.525,15.9,25.6,.191
Oral Roberts,.344,-6.66,68.0,104.7,.257,.319,.517,52.2,51.5,7.8,9.3,.492,15.4,36.2,.176
