school_name,win_loss_pct,srs,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate
Cal State Northridge,.233,-12.02,65.7,92.5,.293,.302,.481,46.0,40.6,10.8,7.5,.448,16.1,27.0,.200
California,.375,3.96,64.9,96.4,.253,.316,.501,50.9,45.2,7.4,7.2,.469,15.1,25.3,.184
California Baptist,.529,-3.53,69.3,101.6,.366,.430,.539,51.8,65.1,7.4,7.1,.509,17.5,28.7,.246
Campbell,.552,-4.84,63.9,102.7,.275,.369,.542,49.7,56.0,9.6,7.0,.519,14.6,22.2,.187
Canisius,.344,-7.48,69.6,97.6,.299,.397,.494,49.3,53.5,8.6,6.6,.461,14.6,28.5,.207
Central Arkansas,.355,-13.83,73.0,99.4,.227,.352,.523,48.6,51.5,9.2,8.0,.493,16.3,27.4,.172
Central Connecticut State,.250,-17.43,66.2,92.2,.291,.392,.495,46.6,49.3,9.3,6.3,.460,18.1,26.3,.206
Central Michigan,.233,-12.56,68.8,95.4,.305,.401,.509,46.6,49.7,9.1,9.0,.478,17.3,25.3,.211
Charleston Southern,.194,-17.56,71.3,95.6,.304,.454,.507,50.0,49.8,9.1,8.1,.478,17.8,27.6,.206
Charlotte,.548,-1.62,66.7,105.1,.280,.398,.564,49.0,55.4,7.2,8.0,.529,15.6,22.6,.221
Chattanooga NCAA,.771,6.12,66.0,111.6,.266,.389,.560,53.7,47.0,10.8,6.4,.531,14.2,32.7,.198
Chicago State,.219,-14.24,66.7,93.0,.294,.438,.487,48.3,43.3,8.2,6.4,.459,18.8,32.2,.192
Cincinnati,.545,7.44,68.6,101.2,.296,.424,.499,49.8,53.3,9.2,9.7,.470,13.1,29.9,.198
Clemson,.515,9.59,66.6,106.8,.298,.378,.555,51.4,55.2,8.8,7.2,.524,14.6,25.8,.219
Cleveland State,.645,-1.78,68.7,107.5,.362,.338,.559,51.9,60.1,12.3,10.4,.534,16.7,33.8,.243
Coastal Carolina,.576,0.66,67.6,106.6,.307,.358,.541,53.9,51.0,9.8,11.2,.513,16.4,34.2,.214
Colgate NCAA,.657,0.98,67.6,111.4,.262,.422,.579,51.9,62.0,9.0,9.3,.559,14.8,26.6,.182
College of Charleston,.531,0.52,74.3,104.5,.304,.376,.536,54.7,47.2,10.6,7.2,.503,17.6,35.9,.222
Colorado,.636,9.82,68.4,103.2,.347,.336,.545,53.6,54.0,8.0,8.7,.504,17.2,30.0,.262
Colorado State NCAA,.806,11.51,66.0,110.4,.296,.395,.583,49.8,53.8,9.6,9.8,.551,13.8,22.1,.229
Columbia,.154,-17.50,71.0,94.5,.263,.363,.509,49.0,48.1,8.3,5.7,.490,18.7,27.3,.165
Connecticut NCAA,.697,16.40,66.8,109.9,.305,.345,.534,55.1,52.6,8.7,16.6,.496,14.4,37.7,.230
Coppin State,.281,-12.78,74.4,90.0,.346,.499,.497,44.0,49.4,10.8,8.1,.460,17.6,20.1,.237
Cornell,.577,-3.41,73.5,107.2,.303,.458,.571,51.3,61.2,10.7,8.3,.546,17.0,28.0,.215
Creighton NCAA,.657,11.34,68.1,100.5,.267,.381,.537,51.7,52.0,8.0,10.1,.506,17.9,28.4,.197
Dartmouth,.360,-4.12,66.8,100.8,.241,.449,.526,48.2,42.9,9.8,9.6,.493,15.0,23.9,.186
Davidson NCAA,.794,10.43,66.1,113.8,.316,.412,.591,52.3,54.8,7.0,8.2,.561,13.3,23.8,.238
Dayton,.686,10.41,64.4,107.1,.305,.337,.562,54.5,55.9,8.6,11.1,.539,16.7,30.1,.208
Delaware NCAA,.629,0.32,68.0,107.2,.339,.388,.570,49.2,48.4,9.7,9.8,.536,16.3,26.9,.252
Delaware State,.071,-22.63,71.0,88.0,.306,.332,.490,47.6,42.8,10.2,12.3,.458,21.4,27.4,.205
Denver,.344,-10.12,68.5,101.7,.318,.356,.553,48.4,48.3,7.5,9.5,.526,16.9,23.2,.222
DePaul,.484,7.83,70.4,103.7,.334,.342,.521,51.6,43.4,8.8,12.5,.488,14.8,31.7,.232
Detroit Mercy,.467,-6.33,65.8,107.5,.229,.488,.558,48.7,48.1,8.9,6.0,.530,15.5,27.9,.178
Drake,.694,7.34,66.4,109.0,.280,.346,.552,52.1,43.6,10.3,9.5,.520,13.9,29.5,.211
Drexel,.517,-0.29,68.0,106.1,.253,.354,.549,50.2,45.5,6.9,7.5,.525,14.1,25.3,.180
Duke NCAA,.821,19.55,68.2,117.0,.286,.357,.583,52.8,55.4,9.3,13.4,.557,13.0,31.6,.211
Duquesne,.200,-6.34,66.9,95.9,.219,.333,.481,47.4,40.4,9.8,10.8,.454,14.5,29.3,.155
East Carolina,.500,0.49,68.9,99.0,.335,.392,.516,49.3,63.1,9.7,9.0,.471,16.3,27.5,.253
East Tennessee State,.469,-2.76,66.6,107.8,.229,.417,.541,50.0,49.2,10.1,8.7,.517,14.5,31.3,.166
Eastern Illinois,.161,-21.07,66.6,84.6,.315,.362,.485,44.4,58.9,9.5,9.2,.457,21.6,21.7,.201
Eastern Kentucky,.419,-6.75,73.0,106.5,.213,.484,.525,47.5,54.7,13.7,10.1,.503,13.3,29.7,.151
Eastern Michigan,.323,-10.86,70.7,95.4,.303,.350,.516,47.7,40.2,8.1,8.1,.485,17.1,23.0,.211
Eastern Washington,.529,-5.20,71.6,106.5,.333,.428,.565,51.7,59.3,7.7,7.8,.528,16.3,26.7,.251
Elon,.313,-6.15,67.3,99.8,.258,.443,.531,48.5,52.3,7.2,7.2,.501,17.1,25.8,.190
Evansville,.200,-10.95,64.2,90.3,.243,.470,.503,43.8,50.2,9.1,5.8,.475,16.0,14.3,.172
Fairfield,.455,-3.88,65.5,102.5,.261,.391,.527,50.2,48.0,8.2,7.8,.500,14.6,27.8,.184
FDU,.154,-18.13,70.4,94.6,.278,.354,.497,46.1,48.6,9.1,7.6,.464,16.9,27.7,.197
Florida,.588,11.93,66.8,104.9,.338,.458,.534,49.0,52.7,12.4,13.5,.496,15.8,31.5,.248
Florida A&M,.433,-12.05,67.3,95.9,.289,.265,.502,46.7,49.1,9.2,8.5,.468,16.2,26.2,.204
Florida Atlantic,.559,2.63,68.7,107.4,.284,.424,.554,53.1,50.1,10.7,7.8,.527,16.1,31.5,.203
Florida Gulf Coast,.647,-3.07,70.3,108.1,.289,.477,.558,52.6,56.6,9.3,12.3,.537,16.2,31.1,.195
Florida International,.469,-6.47,69.0,100.6,.248,.465,.535,48.9,54.5,9.1,11.1,.511,17.4,27.0,.174
Florida State,.548,6.39,68.6,102.7,.303,.341,.522,49.8,55.7,12.3,14.8,.490,15.5,31.6,.214
Fordham,.500,-0.89,68.6,94.8,.297,.427,.496,49.9,51.4,10.5,9.9,.457,16.5,27.0,.216
Fresno State,.639,8.36,62.4,104.2,.311,.387,.542,52.8,50.4,9.6,9.4,.511,15.5,27.7,.221
Furman,.647,6.20,66.1,115.0,.226,.517,.585,49.8,62.5,12.2,9.7,.562,13.7,27.7,.171
Gardner-Webb,.581,-2.35,69.7,99.7,.287,.396,.536,52.0,52.2,10.4,14.6,.509,17.2,25.3,.201
George Mason,.467,4.18,66.6,104.0,.291,.465,.553,51.3,56.5,7.4,9.7,.529,16.1,25.0,.202
George Washington,.400,-4.07,69.7,96.9,.260,.358,.516,46.2,48.5,9.8,10.5,.489,16.0,23.2,.181
Georgetown,.194,1.71,71.0,99.5,.290,.360,.501,50.1,47.5,10.1,10.9,.462,15.9,32.3,.216
Georgia,.188,-0.63,69.8,100.0,.390,.370,.546,48.4,58.2,7.5,5.9,.502,18.4,25.6,.292
Georgia Southern,.448,-7.04,67.1,98.1,.303,.350,.527,50.0,48.6,11.0,10.1,.500,18.5,28.6,.206
Georgia State NCAA,.621,-1.11,68.6,101.7,.295,.371,.498,50.7,54.2,12.7,12.8,.461,14.1,33.9,.213
Georgia Tech,.375,2.24,68.6,98.4,.247,.346,.527,49.0,53.2,11.2,7.2,.502,16.7,25.7,.172
Gonzaga NCAA,.875,25.46,73.8,118.1,.306,.353,.608,55.7,55.3,8.7,13.4,.587,13.9,29.1,.219
Grambling,.375,-12.35,70.5,92.8,.330,.281,.491,48.2,46.7,9.4,9.1,.451,17.6,27.9,.234
Grand Canyon,.742,5.81,67.7,105.0,.310,.395,.527,54.1,50.5,9.8,5.9,.500,16.2,34.7,.210
Green Bay,.167,-13.89,64.9,95.1,.316,.347,.505,48.4,48.2,7.7,7.9,.468,17.4,27.3,.226
Hampton,.321,-13.54,69.2,92.8,.361,.349,.493,46.6,46.5,7.4,10.3,.451,16.0,23.1,.253
Hartford,.375,-10.03,67.1,103.7,.276,.452,.555,48.3,48.8,9.0,8.8,.533,16.2,23.8,.191
Harvard,.500,-4.68,69.7,101.1,.263,.428,.528,49.8,43.6,10.8,7.3,.503,15.4,25.4,.182
Hawaii,.607,-0.52,66.2,104.1,.325,.420,.552,53.4,51.6,5.3,5.5,.516,17.3,29.1,.242
High Point,.438,-6.53,67.7,100.0,.343,.340,.523,49.6,49.5,9.3,12.7,.499,16.7,28.3,.219
Hofstra,.656,1.80,70.5,109.7,.209,.447,.566,48.2,53.3,11.2,8.0,.539,13.0,23.7,.166
Holy Cross,.290,-16.84,67.9,96.1,.281,.294,.497,48.9,42.5,8.7,9.9,.464,16.0,27.6,.199
Houston NCAA,.842,22.55,65.0,113.9,.290,.389,.551,54.9,58.5,12.2,17.1,.531,14.1,37.7,.193
Houston Christian,.379,-14.47,72.2,102.9,.383,.363,.542,52.5,51.2,10.8,6.9,.504,17.8,31.9,.272
Howard,.552,-6.76,73.4,103.6,.351,.395,.549,48.3,55.1,11.4,9.2,.510,17.5,28.9,.262
Idaho,.290,-13.19,71.3,101.5,.351,.378,.550,49.0,47.4,4.9,5.5,.512,17.0,23.6,.258
Idaho State,.233,-14.96,65.9,97.2,.339,.425,.517,49.9,46.5,6.8,6.3,.484,18.2,28.8,.232
Illinois NCAA,.697,16.69,67.9,108.8,.320,.426,.554,53.8,58.1,7.6,7.1,.525,15.5,33.1,.226
Illinois State,.394,-0.78,69.2,104.4,.314,.366,.553,50.3,46.7,9.6,12.5,.518,17.0,28.5,.234
Illinois-Chicago,.467,-8.78,69.4,102.4,.228,.461,.537,48.5,55.3,8.2,9.4,.514,15.2,24.6,.161
Incarnate Word,.219,-17.03,68.4,97.9,.284,.448,.533,45.6,50.2,7.6,4.8,.494,17.7,23.6,.223
Indiana NCAA,.600,12.71,67.9,103.2,.335,.311,.538,51.8,56.6,8.2,14.1,.506,15.2,27.0,.234
Indiana State,.355,-3.49,69.4,99.4,.264,.460,.552,49.3,52.3,8.5,5.1,.518,17.1,18.6,.206
Iona,.758,5.47,70.2,106.3,.372,.361,.540,51.2,61.0,9.3,15.3,.507,15.4,31.8,.258
Iowa NCAA,.722,18.90,70.3,117.5,.300,.393,.564,51.0,53.9,10.4,11.3,.533,11.1,32.2,.225
Iowa State NCAA,.629,12.38,67.2,96.9,.271,.377,.517,49.3,60.4,12.6,9.8,.491,17.9,28.4,.185
IU Indy,.103,-23.61,63.4,82.7,.264,.348,.461,49.0,54.4,9.0,8.4,.430,22.6,31.1,.176
Jackson State,.367,-10.10,65.9,92.1,.265,.304,.477,51.0,46.8,9.2,10.2,.453,17.1,31.4,.168
Jacksonville,.677,-2.06,63.1,106.0,.297,.316,.535,55.7,50.4,10.3,6.8,.505,15.3,33.6,.210
Jacksonville State NCAA,.656,-0.19,66.9,108.6,.308,.428,.571,52.9,54.7,9.2,8.8,.549,16.9,29.5,.212
James Madison,.517,-4.13,70.5,105.1,.293,.359,.550,48.2,48.3,11.9,6.5,.525,15.4,26.9,.204
Kansas NCAA,.850,22.28,69.5,111.5,.323,.331,.567,53.4,53.6,8.9,10.9,.538,14.9,32.9,.232
Kansas City,.613,-5.49,70.2,106.2,.311,.344,.563,48.5,48.0,10.6,8.3,.541,13.7,20.4,.210
Kansas State,.452,10.61,67.4,101.5,.296,.424,.527,48.1,51.6,10.8,4.9,.494,14.9,25.3,.215
Kennesaw State,.419,-4.51,68.3,107.7,.297,.385,.553,51.7,52.5,10.3,8.3,.533,15.5,30.9,.197
Kent State,.676,-0.13,67.5,105.6,.320,.400,.544,53.1,49.6,10.5,11.4,.508,15.7,31.2,.239
Kentucky NCAA,.765,20.90,69.2,114.0,.280,.279,.559,56.9,53.3,9.7,11.1,.531,14.0,37.7,.203
La Salle,.367,-3.50,68.4,97.4,.251,.399,.504,50.0,54.0,8.5,11.5,.477,16.4,28.9,.173
Lafayette,.333,-12.60,66.0,100.7,.215,.458,.527,46.2,64.1,9.3,9.0,.508,14.6,22.9,.147
Lamar,.069,-15.86,67.5,90.8,.262,.307,.478,49.1,48.3,8.6,9.1,.447,18.5,30.2,.180
Lehigh,.406,-10.82,68.8,99.1,.256,.382,.548,48.8,56.9,6.4,8.1,.520,17.6,21.1,.190
Liberty,.667,1.86,66.0,110.3,.278,.495,.594,52.2,57.1,8.1,5.9,.567,15.8,23.0,.210
Lipscomb,.424,-8.42,71.2,104.0,.351,.417,.563,49.8,59.1,6.2,7.0,.529,16.4,23.1,.255
Little Rock,.321,-12.05,68.0,96.4,.325,.379,.524,47.3,55.9,10.0,6.3,.485,17.8,24.6,.239
Long Beach State,.606,-0.65,71.7,101.9,.386,.319,.535,50.5,48.9,9.7,8.6,.492,16.1,27.8,.281
Long Island University,.533,-7.62,73.3,101.2,.297,.400,.519,50.6,62.6,10.4,13.4,.491,15.9,30.4,.202
Longwood NCAA,.788,-0.35,67.8,110.8,.345,.369,.556,54.8,53.2,11.4,7.7,.521,15.1,34.2,.251
Louisiana,.516,-2.71,70.5,100.0,.352,.368,.527,53.4,50.1,9.6,11.1,.491,18.5,33.3,.247
Louisiana State NCAA,.647,17.45,70.4,102.3,.334,.348,.531,51.5,49.0,15.5,14.6,.493,17.7,33.9,.244
Louisiana Tech,.706,5.23,70.0,107.4,.314,.413,.556,50.3,51.0,9.3,6.0,.525,14.6,26.5,.227
Louisiana-Monroe,.419,-8.70,69.7,102.6,.261,.351,.541,46.7,55.5,10.2,7.9,.514,16.0,25.8,.189
Louisville,.406,4.23,67.5,98.9,.251,.422,.511,50.8,48.1,9.0,6.8,.488,15.7,27.3,.169
Loyola (IL) NCAA,.758,13.39,65.7,109.2,.313,.431,.583,52.1,57.5,10.4,7.3,.558,16.4,25.1,.223
Loyola (MD),.467,-8.40,66.7,98.3,.245,.384,.526,49.0,60.0,11.6,8.0,.504,17.2,24.7,.168
Loyola Marymount,.379,-1.93,67.5,101.8,.320,.385,.552,47.9,45.0,8.0,4.9,.521,17.5,24.7,.230
Maine,.207,-18.38,66.6,93.8,.209,.385,.498,46.9,56.4,10.8,7.9,.473,16.8,25.0,.148
Manhattan,.500,-7.64,69.5,100.8,.407,.332,.537,49.7,47.4,10.2,8.8,.491,18.0,30.2,.300
Marist,.467,-4.26,66.9,101.5,.250,.377,.531,50.0,35.3,8.6,9.8,.504,16.0,26.4,.180
Marquette NCAA,.594,11.36,71.6,102.7,.262,.418,.550,46.9,59.3,10.8,12.9,.521,15.5,22.5,.194
Marshall,.364,-4.57,73.3,100.9,.238,.394,.521,49.3,51.3,9.2,11.9,.495,15.6,27.8,.168
Maryland,.469,9.34,67.4,104.4,.339,.372,.536,50.1,47.1,9.4,8.7,.494,14.7,27.3,.257
Maryland-Baltimore County,.563,-6.06,68.8,106.7,.306,.425,.562,47.5,48.7,6.9,5.3,.524,14.3,21.9,.240
Maryland-Eastern Shore,.407,-13.10,70.1,93.1,.305,.426,.497,49.4,53.2,14.2,6.8,.471,18.9,29.4,.197
Massachusetts,.469,-0.67,69.2,108.1,.328,.431,.551,49.0,53.1,9.2,6.8,.513,14.4,29.3,.248
Massachusetts-Lowell,.484,-7.08,68.9,101.8,.264,.320,.521,50.8,43.6,10.5,11.0,.494,15.5,29.5,.185
McNeese State,.333,-11.76,74.2,103.0,.366,.329,.530,53.9,44.8,10.3,9.0,.502,18.1,36.1,.241
Memphis NCAA,.667,14.67,71.0,105.8,.378,.304,.555,54.3,58.7,11.8,16.2,.523,19.1,37.4,.262
Mercer,.485,-3.41,66.3,105.5,.288,.422,.565,50.6,57.1,9.2,8.9,.531,16.5,25.3,.221
Merrimack,.467,-10.86,64.0,95.2,.262,.404,.512,42.9,51.4,14.0,11.4,.488,16.4,22.2,.177
Miami (FL) NCAA,.703,11.22,67.8,108.6,.288,.355,.563,46.4,51.7,13.0,9.0,.533,12.7,22.4,.214
Miami (OH),.438,-6.35,68.9,108.3,.241,.426,.546,48.7,50.6,8.0,9.1,.513,13.1,27.2,.190
Michigan NCAA,.559,14.26,67.5,107.7,.294,.321,.554,54.1,52.6,7.0,8.6,.521,15.1,31.0,.219
Michigan State NCAA,.639,13.18,67.9,106.4,.299,.337,.553,53.0,60.2,8.4,13.6,.520,16.3,30.7,.224
Middle Tennessee,.703,4.50,68.2,107.6,.336,.427,.558,51.0,47.8,11.5,12.0,.521,16.1,30.3,.254
Milwaukee,.313,-13.19,68.0,95.3,.270,.348,.509,49.3,48.0,7.2,10.4,.477,17.2,25.9,.194
Minnesota,.433,5.93,65.5,101.5,.236,.374,.532,45.0,50.9,8.1,7.3,.507,12.7,17.5,.170
Mississippi,.406,6.72,67.0,100.5,.287,.373,.526,49.4,53.2,10.5,7.8,.496,15.9,26.7,.204
Mississippi State,.529,11.83,66.6,104.6,.381,.281,.536,54.3,52.9,11.7,10.3,.496,16.7,34.1,.274
Mississippi Valley State,.071,-22.15,72.6,90.5,.313,.379,.476,42.4,48.7,10.0,6.0,.444,15.9,23.3,.205
Missouri,.364,2.94,67.4,96.8,.300,.328,.510,51.2,50.5,9.6,11.2,.472,18.3,32.0,.221
Missouri State,.676,8.29,68.1,112.7,.277,.382,.587,52.2,43.3,7.8,9.2,.553,13.9,25.1,.221
Monmouth,.618,-0.39,67.1,101.5,.369,.340,.518,50.9,49.6,9.3,9.9,.475,15.0,29.4,.269
Montana,.563,-6.48,67.5,106.5,.362,.366,.563,47.5,52.9,8.1,7.7,.517,13.8,19.5,.284
Montana State NCAA,.771,-0.26,69.5,108.9,.384,.373,.580,53.1,50.1,7.4,10.1,.541,16.3,27.3,.289
Morehead State,.676,0.79,66.6,104.7,.284,.413,.551,52.6,62.9,8.8,14.7,.530,17.5,31.2,.189
Morgan State,.464,-12.62,75.7,98.6,.323,.311,.516,50.4,53.7,11.1,9.9,.486,17.5,31.4,.219
Mount St. Mary's,.467,-8.20,65.3,100.5,.263,.305,.521,51.5,53.1,8.7,10.8,.496,16.9,31.4,.181
Murray State NCAA,.912,9.87,68.3,115.5,.325,.377,.567,55.5,51.2,11.4,9.5,.542,14.1,35.8,.225
Navy,.656,-2.94,64.7,99.7,.302,.315,.507,54.3,50.9,10.8,10.4,.481,16.7,33.7,.198
NC State,.344,3.77,67.9,105.4,.291,.392,.514,48.1,43.9,10.2,9.6,.479,12.4,30.2,.211
Nebraska,.313,3.00,72.0,99.8,.333,.374,.540,45.2,49.0,9.8,7.2,.503,15.6,20.5,.244
Nevada,.419,3.71,71.2,101.8,.321,.363,.546,50.2,56.5,9.0,10.0,.510,16.6,24.5,.240
Nevada-Las Vegas,.563,7.20,67.0,104.3,.301,.425,.531,50.8,56.5,9.1,8.6,.496,14.5,27.1,.222
New Hampshire,.536,-6.32,63.6,108.2,.252,.412,.536,53.1,48.2,7.3,8.6,.515,12.4,28.8,.169
New Mexico,.406,1.25,71.5,103.0,.319,.377,.537,47.4,45.1,8.7,11.2,.499,14.5,23.8,.239
New Mexico State NCAA,.794,7.11,68.3,105.7,.341,.424,.554,55.1,53.5,7.3,12.2,.524,17.7,33.0,.239
New Orleans,.563,-7.88,74.9,102.2,.399,.225,.544,49.3,46.7,10.5,7.3,.501,16.8,26.8,.292
Niagara,.467,-3.09,65.7,101.3,.277,.361,.533,48.7,49.8,8.5,7.5,.501,14.7,23.2,.202
Nicholls State,.636,-3.62,72.5,107.5,.210,.379,.542,50.9,44.0,11.3,10.6,.531,14.5,31.5,.131
NJIT,.379,-14.63,67.3,92.4,.311,.355,.496,47.9,44.7,8.9,10.4,.467,16.8,23.0,.205
Norfolk State NCAA,.774,-3.91,70.7,105.0,.371,.356,.554,53.4,47.4,9.4,11.2,.522,17.3,30.7,.259
North Alabama,.300,-11.33,70.6,97.4,.230,.413,.493,48.2,40.4,9.6,9.4,.460,14.5,27.5,.173
North Carolina NCAA,.744,15.50,70.3,109.7,.303,.381,.551,55.8,54.1,7.3,9.7,.515,14.2,31.8,.232
North Carolina A&T,.375,-9.91,68.5,98.1,.284,.341,.503,49.3,48.6,11.3,9.8,.478,15.9,29.9,.186
North Carolina Central,.516,-11.39,70.9,101.5,.363,.336,.534,52.3,47.5,12.2,7.0,.505,18.8,33.5,.243
North Dakota,.194,-16.57,69.4,100.9,.315,.441,.519,49.4,50.5,5.7,4.9,.481,15.0,26.6,.231
North Dakota State,.697,-1.60,68.2,108.0,.339,.373,.566,53.4,42.3,5.6,8.4,.528,15.0,25.3,.258
North Florida,.355,-8.35,69.1,98.4,.298,.501,.534,46.2,54.3,8.0,10.8,.501,18.5,26.2,.217
North Texas,.781,8.98,60.6,106.5,.369,.423,.543,53.6,48.6,10.7,8.0,.518,16.0,32.3,.240
Northeastern,.290,-6.00,65.4,97.5,.306,.405,.536,51.6,49.6,7.1,7.7,.501,18.9,26.3,.225
Northern Arizona,.281,-13.50,67.8,98.8,.281,.419,.517,52.2,52.3,6.6,6.9,.492,17.1,28.6,.186
Northern Colorado,.579,-4.53,70.7,109.2,.303,.462,.586,50.5,44.5,5.6,7.1,.563,15.7,22.9,.215
Northern Illinois,.300,-10.50,68.6,93.1,.331,.335,.505,47.1,48.8,9.1,7.9,.472,17.7,24.3,.224
Northern Iowa,.625,5.79,67.6,108.0,.325,.436,.576,50.1,45.8,8.3,4.8,.537,14.7,21.0,.256
Northern Kentucky,.625,-3.19,65.6,104.9,.259,.432,.531,51.9,54.7,13.6,7.4,.503,16.6,35.3,.185
Northwestern,.484,8.91,68.8,104.4,.256,.387,.523,49.3,59.5,9.3,10.7,.495,12.3,25.4,.184
Northwestern State,.281,-14.06,73.2,100.9,.244,.338,.526,48.5,53.7,8.7,8.6,.503,16.6,29.3,.169
Notre Dame NCAA,.686,11.87,65.9,108.6,.267,.423,.571,50.2,53.8,7.8,4.8,.543,14.1,22.4,.201
Oakland,.625,-1.52,69.0,107.3,.334,.415,.548,49.4,51.9,13.0,6.9,.502,15.3,31.4,.265
Ohio,.714,1.50,69.0,107.3,.315,.452,.541,49.4,49.1,10.9,7.4,.507,13.3,27.4,.230
Ohio State NCAA,.625,14.17,65.1,110.9,.334,.395,.578,52.0,48.8,6.9,12.8,.543,15.1,29.3,.253
Oklahoma,.543,14.12,66.1,103.0,.274,.413,.575,51.0,55.5,11.0,5.2,.548,19.7,25.8,.205
