school_name,win_loss_pct,srs,pace,off_rtg,fta_per_fga_pct,fg3a_per_fga_pct,ts_pct,trb_pct,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate
Bucknell,.412,-7.73,69.9,96.7,.284,.418,.521,47.9,50.0,10.2,9.4,.493,17.0,24.0,.195
Buffalo,.625,1.80,74.7,104.5,.280,.378,.519,52.5,51.0,10.3,11.1,.494,15.3,35.0,.187
Butler,.710,15.56,64.6,105.7,.294,.368,.553,53.3,50.9,8.2,7.8,.523,15.4,29.4,.214
Cal Poly,.233,-10.00,68.8,95.5,.348,.340,.516,46.9,43.9,9.0,6.9,.481,17.2,23.0,.242
Cal State Bakersfield,.387,-7.11,66.0,101.1,.312,.272,.509,54.7,46.2,9.3,10.2,.478,16.9,36.1,.214
Cal State Fullerton,.355,-6.79,69.5,96.8,.371,.338,.521,48.0,47.7,7.2,7.7,.488,16.6,22.8,.250
Cal State Northridge,.469,-6.37,71.4,106.6,.313,.339,.551,47.3,51.2,7.9,8.7,.519,14.1,25.7,.228
California,.438,3.20,65.7,95.1,.360,.284,.514,49.6,41.5,6.1,7.4,.469,17.2,24.8,.266
California Baptist,.677,-1.99,70.5,111.5,.345,.431,.567,54.8,53.9,5.8,8.5,.524,15.4,32.4,.271
Campbell,.484,-8.51,67.2,101.9,.258,.415,.558,47.6,59.2,10.7,8.3,.532,17.3,22.2,.189
Canisius,.375,-7.60,70.3,97.6,.302,.343,.516,48.9,56.1,10.1,7.1,.485,17.7,28.9,.210
Central Arkansas,.323,-11.26,75.9,96.1,.402,.404,.528,50.3,58.0,6.8,12.7,.485,20.0,28.4,.288
Central Connecticut State,.129,-20.33,70.7,89.3,.291,.316,.486,44.8,44.4,9.1,9.4,.454,17.9,23.3,.197
Central Michigan,.438,-3.40,75.0,104.0,.334,.375,.531,48.8,42.4,12.1,6.8,.491,14.7,27.9,.249
Charleston Southern,.438,-13.14,68.6,99.2,.262,.428,.528,46.3,53.5,8.6,7.0,.496,16.2,22.8,.195
Charlotte,.552,0.46,66.6,98.2,.380,.368,.550,49.9,52.3,11.3,10.5,.516,18.7,21.4,.267
Chattanooga,.606,0.39,68.2,106.6,.289,.413,.556,51.7,52.5,7.0,4.1,.529,15.4,26.8,.206
Chicago State,.138,-28.20,70.3,87.4,.409,.351,.516,45.9,50.3,7.1,7.2,.468,22.9,22.6,.295
Cincinnati,.667,12.33,68.9,102.2,.396,.361,.536,52.5,57.3,9.2,12.5,.503,17.5,32.0,.268
Clemson,.516,10.26,66.6,98.7,.289,.464,.528,49.3,54.6,10.1,7.8,.501,16.5,23.3,.199
Cleveland State,.344,-11.16,68.9,92.4,.388,.230,.489,49.2,51.4,11.1,7.5,.450,18.8,32.0,.258
Coastal Carolina,.485,-0.83,74.0,105.4,.345,.354,.545,54.1,48.7,10.2,8.7,.510,18.3,35.9,.247
Colgate,.735,1.47,68.8,110.3,.246,.460,.557,51.0,52.7,8.8,7.9,.531,13.7,28.0,.184
College of Charleston,.548,0.53,66.9,105.0,.328,.398,.548,47.4,44.6,10.0,7.2,.509,14.4,22.9,.250
Colorado,.656,14.91,68.2,103.2,.362,.386,.544,53.9,54.3,8.3,7.9,.505,16.8,30.2,.266
Colorado State,.625,6.70,69.7,106.8,.390,.393,.569,52.0,59.1,9.2,5.8,.541,16.4,26.5,.265
Columbia,.200,-10.19,69.6,94.0,.224,.369,.494,47.1,44.1,7.8,8.4,.465,14.3,20.4,.164
Connecticut,.613,11.15,69.0,102.3,.346,.358,.521,51.9,51.2,10.0,15.0,.478,16.8,34.1,.257
Coppin State,.355,-14.36,74.4,90.7,.327,.470,.487,47.4,42.8,9.0,8.1,.459,17.1,23.4,.208
Cornell,.259,-8.37,66.2,100.3,.269,.393,.531,47.8,56.8,10.0,8.5,.504,15.4,24.8,.188
Creighton,.774,17.24,70.0,111.5,.290,.426,.580,48.5,56.5,9.3,6.6,.553,13.9,23.6,.214
Dartmouth,.414,-4.17,66.6,97.2,.274,.398,.530,51.3,52.0,6.9,8.0,.506,16.5,20.7,.185
Davidson,.533,8.85,65.4,108.5,.315,.445,.569,50.4,55.9,8.2,7.7,.534,14.7,24.7,.240
Dayton,.935,19.17,67.9,116.4,.339,.390,.619,52.5,60.3,8.3,9.2,.597,15.8,26.4,.244
Delaware,.667,-1.53,68.6,107.9,.316,.385,.582,50.4,48.9,7.9,9.3,.549,16.7,24.5,.239
Delaware State,.188,-20.87,76.3,95.6,.330,.395,.507,47.3,40.5,8.9,6.2,.473,17.4,26.4,.226
Denver,.226,-10.06,71.6,95.4,.362,.291,.525,48.3,45.1,8.1,7.0,.491,17.4,20.8,.250
DePaul,.500,7.63,71.7,97.8,.333,.304,.512,50.3,52.2,11.1,14.8,.484,17.5,30.9,.219
Detroit Mercy,.258,-9.87,70.6,99.0,.321,.441,.510,49.5,44.5,8.1,8.2,.462,16.5,30.8,.251
Drake,.588,0.43,68.0,101.6,.305,.381,.553,51.4,59.4,8.1,11.6,.524,17.0,23.5,.218
Drexel,.424,-5.38,67.9,100.3,.285,.371,.534,51.8,57.9,8.3,7.0,.506,18.6,30.4,.199
Duke,.806,22.55,72.9,111.4,.356,.315,.559,53.8,52.1,11.2,13.6,.526,15.2,34.8,.256
Duquesne,.700,6.77,67.8,104.2,.328,.431,.542,49.8,56.5,10.1,14.8,.512,16.0,29.2,.231
East Carolina,.355,-2.27,70.7,95.6,.368,.328,.511,50.3,57.2,9.1,9.2,.467,17.1,27.3,.265
East Tennessee State,.882,7.63,68.2,111.9,.368,.388,.570,53.4,51.3,12.0,10.9,.542,15.3,32.7,.256
Eastern Illinois,.531,-5.08,70.9,104.0,.298,.324,.536,50.4,50.4,10.7,11.5,.513,15.3,29.2,.197
Eastern Kentucky,.485,-9.17,76.2,98.0,.319,.401,.513,45.2,46.3,12.2,5.5,.476,16.1,25.7,.231
Eastern Michigan,.500,-3.12,68.1,95.4,.419,.378,.509,48.6,42.9,14.4,11.6,.479,18.3,27.8,.263
Eastern Washington,.742,2.01,74.3,108.0,.287,.416,.556,50.9,59.6,9.5,8.7,.532,15.0,28.3,.199
Elon,.382,-7.81,67.3,101.8,.268,.493,.536,48.2,56.3,7.0,6.0,.506,15.3,23.5,.197
Evansville,.281,-7.04,67.9,96.7,.322,.424,.527,46.6,52.5,6.8,5.7,.490,16.6,20.3,.235
Fairfield,.375,-9.65,63.6,89.8,.359,.291,.475,51.6,42.4,7.9,8.2,.431,18.4,30.2,.250
FDU,.367,-9.94,69.3,103.4,.295,.357,.546,48.3,45.2,9.1,9.4,.516,16.4,26.8,.213
Florida,.613,14.94,66.3,107.5,.340,.368,.555,52.4,46.5,8.6,11.1,.521,15.5,31.1,.246
Florida A&M,.444,-12.17,70.8,93.3,.387,.238,.487,48.6,41.0,10.3,5.2,.454,18.1,31.2,.246
Florida Atlantic,.531,-1.66,70.2,100.1,.269,.422,.523,51.0,47.6,10.3,5.8,.495,16.4,28.9,.189
Florida Gulf Coast,.313,-10.26,66.8,91.5,.231,.416,.500,49.2,55.8,9.0,12.4,.476,20.0,28.0,.159
Florida International,.594,0.90,73.9,103.4,.292,.416,.548,47.8,52.2,11.8,16.2,.529,17.7,29.5,.190
Florida State,.839,17.28,69.7,107.3,.301,.354,.553,51.9,48.5,12.5,15.9,.519,16.3,33.4,.226
Fordham,.290,-3.58,65.2,88.8,.270,.417,.478,47.0,54.3,10.7,9.2,.450,16.9,21.3,.179
Fresno State,.367,2.08,65.3,103.7,.305,.490,.532,52.0,52.2,7.3,11.1,.502,16.4,30.5,.214
Furman,.781,6.79,69.3,110.0,.302,.463,.579,47.8,53.9,11.8,8.5,.556,14.7,23.6,.212
Gardner-Webb,.500,-5.56,67.7,104.1,.354,.390,.549,49.7,54.1,9.0,13.7,.518,15.9,27.1,.245
George Mason,.531,0.86,67.4,99.2,.344,.345,.511,52.5,45.6,9.0,13.3,.476,17.2,33.1,.238
George Washington,.375,-3.99,66.6,96.4,.328,.425,.523,48.3,52.2,7.9,10.1,.490,17.4,23.0,.229
Georgetown,.469,10.38,71.6,104.3,.339,.310,.535,52.1,57.0,8.7,11.5,.491,16.3,32.4,.262
Georgia,.500,8.28,72.0,103.7,.334,.383,.540,51.4,49.3,9.7,8.0,.508,17.3,32.3,.234
Georgia Southern,.606,1.69,73.3,103.1,.364,.400,.537,48.5,46.6,10.7,10.2,.507,15.6,26.6,.246
Georgia State,.594,3.09,74.0,104.7,.312,.383,.543,49.7,53.1,10.5,11.2,.508,16.4,31.6,.231
Georgia Tech,.548,10.49,70.7,96.3,.345,.299,.529,51.7,54.4,10.0,11.7,.499,20.0,29.4,.233
Gonzaga,.939,22.70,72.5,120.1,.388,.313,.599,56.6,52.5,10.1,9.5,.575,13.2,33.7,.267
Grambling,.531,-12.39,71.8,99.2,.368,.275,.528,51.9,49.5,10.4,11.4,.495,17.4,30.5,.251
Grand Canyon,.433,-6.32,67.8,103.2,.372,.330,.548,48.2,48.0,7.0,3.7,.506,15.1,23.0,.278
Green Bay,.515,-4.80,75.3,107.3,.317,.324,.555,48.5,55.2,9.1,8.1,.519,14.5,26.8,.240
Hampton,.441,-12.02,71.9,107.0,.405,.317,.546,49.5,53.8,6.9,10.0,.509,14.1,28.2,.283
Hartford,.545,-6.79,69.2,96.0,.309,.401,.519,47.0,55.4,10.5,6.5,.486,17.3,22.9,.217
Harvard,.724,3.06,68.9,104.0,.322,.378,.546,53.4,45.0,9.2,14.1,.516,17.2,30.4,.226
Hawaii,.567,-1.27,68.9,99.1,.315,.380,.522,50.1,55.1,7.9,5.1,.489,16.6,27.8,.222
High Point,.281,-16.31,67.7,96.7,.400,.354,.506,51.3,55.0,7.5,11.9,.463,18.0,32.2,.280
Hofstra,.765,3.06,68.9,110.9,.336,.378,.562,50.8,46.8,10.0,5.7,.520,14.2,30.3,.263
Holy Cross,.094,-18.07,68.9,94.5,.252,.377,.514,47.6,47.0,7.0,7.0,.491,18.3,25.1,.169
Houston,.742,16.46,66.8,107.8,.329,.343,.519,56.5,50.8,7.7,15.1,.480,14.6,38.7,.240
Houston Christian,.138,-17.41,78.0,102.3,.380,.330,.547,49.4,46.4,7.2,5.1,.503,18.6,32.2,.284
Howard,.121,-21.88,71.9,96.0,.331,.374,.518,45.0,54.8,7.5,9.2,.485,17.9,26.4,.230
Idaho,.250,-12.07,69.3,93.8,.301,.260,.513,49.7,49.0,8.0,6.1,.484,18.1,24.4,.203
Idaho State,.267,-8.62,67.7,101.8,.349,.331,.539,50.6,46.1,6.7,5.7,.514,17.3,29.3,.229
Illinois,.677,15.27,67.5,106.6,.332,.309,.528,55.3,50.7,7.2,7.3,.491,15.0,35.8,.241
Illinois State,.323,-2.70,68.4,96.3,.252,.416,.525,48.9,50.4,8.4,7.3,.498,18.6,25.6,.179
Illinois-Chicago,.514,-3.74,70.5,97.4,.294,.377,.533,51.3,56.1,8.1,12.0,.507,19.5,27.9,.202
Incarnate Word,.290,-18.57,69.2,94.0,.321,.358,.511,47.1,52.6,10.3,6.9,.471,19.1,27.6,.236
Indiana,.625,15.07,68.7,103.6,.392,.296,.528,54.0,51.0,8.1,12.6,.493,15.7,32.4,.266
Indiana State,.600,3.22,66.2,102.9,.329,.343,.549,49.2,51.6,8.3,10.0,.517,15.5,23.5,.236
Iona,.414,-6.23,68.6,100.7,.337,.424,.552,48.5,54.8,9.9,10.4,.510,18.3,25.1,.260
Iowa,.645,16.07,70.6,110.2,.344,.376,.554,51.5,63.9,8.7,10.6,.516,14.7,32.0,.258
Iowa State,.375,9.10,70.4,101.8,.285,.377,.533,48.9,53.0,10.5,11.3,.498,16.4,29.2,.213
IU Indy,.219,-14.89,71.9,97.3,.316,.387,.504,47.7,53.7,8.9,6.4,.478,16.6,29.3,.204
Jackson State,.469,-10.91,71.1,94.6,.350,.292,.498,47.9,46.0,11.4,10.2,.463,15.9,26.2,.235
Jacksonville,.438,-6.50,67.6,97.7,.311,.355,.514,52.5,45.8,7.4,7.9,.486,17.5,29.2,.208
Jacksonville State,.406,-8.29,70.0,102.1,.291,.359,.532,52.8,52.0,9.0,7.3,.506,17.3,31.4,.201
James Madison,.300,-9.23,72.1,99.7,.365,.403,.514,49.7,49.1,8.6,8.1,.484,15.1,26.2,.238
Kansas,.903,24.96,67.9,109.4,.350,.329,.564,54.7,50.8,11.2,13.6,.541,16.2,32.8,.234
Kansas City,.533,-6.07,66.7,102.6,.293,.354,.546,48.2,51.4,11.9,9.4,.521,16.9,26.0,.201
Kansas State,.344,8.70,67.2,95.1,.347,.391,.506,48.9,55.1,12.8,7.9,.475,18.4,29.6,.229
Kennesaw State,.034,-22.60,68.1,81.1,.325,.309,.439,45.9,42.0,7.4,5.5,.393,19.0,25.8,.228
Kent State,.625,3.68,70.1,107.2,.283,.405,.551,50.7,50.2,9.6,11.2,.523,15.5,30.7,.206
Kentucky,.806,15.78,68.5,107.8,.408,.266,.561,53.0,52.2,7.6,13.6,.507,15.8,30.8,.325
La Salle,.500,-0.23,69.8,96.2,.331,.416,.513,49.6,55.0,11.4,8.9,.484,18.1,28.6,.220
Lafayette,.613,-5.91,67.7,103.6,.239,.439,.553,49.7,59.3,7.0,11.3,.527,16.0,23.4,.177
Lamar,.531,-7.24,71.7,99.9,.344,.301,.522,49.1,51.4,12.3,12.3,.486,17.4,30.8,.242
Lehigh,.344,-10.93,69.5,97.5,.260,.291,.527,50.7,48.9,7.8,7.1,.496,17.6,26.3,.191
Liberty,.882,5.15,61.3,111.8,.312,.405,.579,53.2,53.0,9.2,9.2,.553,13.6,24.8,.222
Lipscomb,.500,-7.08,68.8,102.0,.288,.346,.536,50.4,50.7,7.8,7.4,.510,16.3,27.1,.200
Little Rock,.677,2.27,70.2,104.4,.450,.328,.566,52.2,59.5,9.8,10.4,.527,19.3,30.7,.319
Long Beach State,.344,-8.72,71.8,93.1,.340,.298,.519,48.0,45.9,8.2,11.4,.484,19.9,25.4,.238
Long Island University,.455,-8.38,73.9,101.2,.326,.461,.551,46.2,54.3,9.0,8.2,.520,16.9,21.5,.233
Longwood,.438,-12.45,68.5,96.5,.332,.481,.521,48.7,48.5,9.7,6.7,.487,17.5,23.6,.233
Louisiana,.424,-4.60,72.8,100.1,.346,.409,.526,49.3,45.8,8.2,8.2,.484,16.8,29.0,.257
Louisiana State,.677,14.43,70.8,112.8,.354,.343,.568,54.3,44.9,8.8,10.6,.527,15.1,35.1,.272
Louisiana Tech,.733,7.06,68.2,108.3,.290,.399,.557,51.9,48.8,10.8,7.4,.537,15.7,30.3,.194
Louisiana-Monroe,.310,-6.50,66.2,94.9,.325,.346,.510,49.2,51.5,6.7,9.4,.478,18.0,27.0,.222
Louisville,.774,17.94,67.1,109.4,.322,.380,.557,54.5,53.5,7.5,7.9,.525,15.4,32.0,.236
Loyola (IL),.656,5.70,65.7,103.4,.387,.312,.574,49.7,56.9,11.9,5.4,.554,17.7,21.4,.252
Loyola (MD),.469,-9.59,71.3,102.2,.419,.372,.549,49.2,59.6,9.4,8.0,.525,17.0,25.9,.267
Loyola Marymount,.344,-1.09,64.7,98.9,.347,.347,.546,50.6,49.5,9.0,7.4,.518,19.3,27.5,.236
Maine,.290,-11.88,66.2,92.1,.266,.432,.499,50.4,62.1,10.4,11.4,.468,19.6,28.5,.189
Manhattan,.419,-8.42,66.3,92.8,.341,.398,.485,49.2,58.0,10.5,11.7,.457,17.9,30.1,.212
Marist,.233,-12.22,65.5,90.5,.297,.400,.487,49.3,49.3,10.2,9.9,.459,18.4,25.9,.193
Marquette,.600,15.44,71.4,107.2,.392,.446,.557,53.2,53.5,7.1,10.6,.516,16.4,29.8,.291
Marshall,.531,1.70,75.5,100.1,.290,.386,.526,48.5,50.6,10.7,14.3,.503,17.0,27.9,.192
Maryland,.774,17.82,67.7,106.0,.377,.431,.532,52.9,55.0,6.8,11.8,.486,14.3,31.5,.282
Maryland-Baltimore County,.485,-8.08,68.0,100.1,.332,.392,.529,49.9,49.9,7.9,7.8,.505,16.3,26.1,.214
Maryland-Eastern Shore,.156,-22.03,69.6,82.0,.256,.399,.439,46.2,52.4,11.0,9.3,.412,18.5,26.1,.162
Massachusetts,.452,1.12,69.2,98.2,.299,.402,.522,47.3,54.4,9.8,8.2,.492,16.7,25.7,.210
Massachusetts-Lowell,.406,-8.19,70.9,104.0,.376,.358,.554,49.2,55.1,9.6,6.7,.519,16.6,27.5,.268
McNeese State,.469,-9.11,71.8,109.7,.338,.368,.597,52.3,57.3,9.1,10.3,.570,19.3,31.7,.245
Memphis,.677,12.16,73.1,97.7,.399,.352,.532,52.2,56.5,10.6,15.3,.497,19.6,30.0,.271
Mercer,.531,-3.13,70.4,101.9,.260,.364,.542,53.2,54.4,9.4,7.6,.515,17.9,31.1,.188
Merrimack,.645,-6.93,64.4,96.4,.254,.433,.517,43.8,56.3,15.2,8.6,.493,16.3,23.2,.173
Miami (FL),.484,6.63,68.7,101.2,.281,.372,.525,47.2,38.9,8.4,9.4,.488,15.1,26.0,.213
Miami (OH),.406,-4.17,69.2,102.5,.267,.412,.524,48.8,47.1,7.4,6.8,.494,14.4,25.9,.194
Michigan,.613,17.94,69.3,107.0,.267,.391,.554,50.6,52.7,7.8,10.3,.528,13.6,25.0,.192
Michigan State,.710,21.92,69.4,109.4,.308,.375,.560,55.1,65.0,7.4,13.4,.526,15.6,32.8,.231
Middle Tennessee,.258,-8.41,71.2,98.5,.311,.412,.516,49.0,52.3,9.5,7.9,.488,17.0,28.1,.209
Milwaukee,.387,-7.22,70.6,99.2,.295,.395,.509,49.1,49.1,8.1,8.5,.476,16.1,29.5,.209
Minnesota,.484,16.39,67.3,104.9,.275,.407,.521,52.1,58.5,7.0,11.3,.494,14.2,31.3,.190
Mississippi,.469,7.37,68.8,99.5,.368,.337,.528,49.2,53.7,10.3,8.0,.486,16.7,26.2,.269
Mississippi State,.645,12.21,67.3,109.0,.395,.280,.559,55.1,51.7,8.3,14.0,.515,17.5,37.0,.298
Mississippi Valley State,.100,-29.08,78.9,86.1,.229,.412,.454,42.2,41.7,9.2,6.6,.430,16.1,23.4,.149
Missouri,.484,8.51,67.1,99.3,.357,.404,.521,51.5,50.3,10.0,10.0,.470,18.0,31.4,.279
Missouri State,.485,3.50,68.6,102.6,.288,.338,.533,54.6,46.4,9.3,7.7,.498,17.0,31.9,.215
Monmouth,.581,-4.51,72.1,98.5,.356,.369,.513,47.1,52.8,11.1,8.5,.471,15.6,25.5,.256
Montana,.581,0.59,69.4,100.8,.264,.273,.549,48.0,46.0,9.0,9.0,.522,15.6,19.6,.191
Montana State,.516,-5.01,68.2,97.8,.374,.328,.541,50.9,48.7,8.0,6.8,.498,18.5,22.9,.277
Morehead State,.406,-10.96,69.1,98.7,.307,.336,.507,50.4,52.1,8.5,11.8,.483,15.5,29.0,.196
Morgan State,.484,-12.82,71.4,97.4,.392,.312,.509,53.0,47.7,7.8,12.6,.468,19.2,35.1,.272
Mount St. Mary's,.344,-9.56,64.5,98.3,.337,.383,.499,50.0,49.9,7.6,9.3,.462,15.4,29.6,.234
Murray State,.719,1.99,69.7,107.4,.394,.318,.568,54.5,54.1,8.1,10.7,.535,17.2,29.5,.279
Navy,.467,-7.36,62.6,99.9,.323,.391,.502,53.3,49.5,7.9,5.4,.468,15.9,33.6,.223
NC State,.625,12.05,70.6,105.3,.285,.356,.537,49.0,49.0,10.8,11.6,.509,14.7,28.8,.202
Nebraska,.219,2.41,72.8,94.1,.290,.396,.488,44.0,54.2,9.4,6.1,.468,14.2,22.1,.175
Nevada,.613,8.91,71.7,107.2,.283,.429,.561,51.8,55.0,7.1,10.5,.529,14.9,25.2,.213
Nevada-Las Vegas,.531,6.79,67.2,104.4,.341,.402,.529,54.7,49.8,9.0,8.8,.497,16.4,34.0,.236
New Hampshire,.500,-7.60,69.7,97.9,.256,.418,.502,54.0,52.9,6.8,6.1,.477,15.9,29.4,.172
New Mexico,.576,3.47,73.0,105.1,.375,.368,.561,49.5,55.4,11.1,8.1,.526,17.4,27.6,.270
New Mexico State,.806,4.11,64.6,110.1,.314,.469,.567,56.4,57.8,9.5,5.7,.539,17.2,34.8,.225
New Orleans,.300,-14.08,72.8,103.6,.393,.265,.551,47.7,55.8,10.6,5.5,.507,16.9,28.6,.293
Niagara,.375,-11.02,66.5,98.0,.244,.366,.528,41.1,49.7,10.3,6.5,.497,14.5,17.7,.183
Nicholls State,.677,-3.87,73.0,104.6,.254,.372,.537,48.9,46.3,13.5,10.1,.507,15.9,30.8,.190
NJIT,.300,-10.14,67.0,94.8,.306,.333,.486,48.0,46.2,8.5,8.4,.453,14.3,25.1,.208
Norfolk State,.516,-7.76,70.3,99.9,.336,.413,.518,51.2,53.8,11.1,7.4,.481,17.1,31.1,.239
North Alabama,.433,-9.00,70.0,97.8,.380,.367,.524,51.0,46.7,9.2,6.5,.488,18.4,28.5,.262
North Carolina,.424,9.45,70.4,101.1,.335,.289,.500,55.0,54.6,7.8,9.9,.464,15.2,35.3,.228
North Carolina A&T,.531,-9.66,75.2,95.2,.409,.319,.504,49.2,57.0,10.7,10.0,.477,17.6,28.8,.249
North Carolina Central,.581,-10.04,69.6,98.7,.341,.349,.537,49.4,52.7,11.9,8.7,.512,19.0,29.0,.223
North Dakota,.455,-6.24,70.5,105.4,.351,.407,.565,51.9,49.6,6.4,5.5,.525,16.7,26.0,.267
North Dakota State,.758,2.19,67.8,109.8,.327,.454,.569,52.6,47.0,6.8,5.8,.526,13.2,23.1,.261
North Florida,.636,-0.57,69.6,112.5,.275,.522,.578,48.8,58.2,7.1,8.2,.549,14.9,28.4,.210
North Texas,.645,7.32,64.9,109.0,.309,.410,.590,52.4,49.6,9.6,8.7,.561,18.4,29.7,.232
Northeastern,.515,1.45,65.8,107.6,.256,.402,.579,50.6,51.3,11.5,5.3,.548,16.2,24.4,.202
Northern Arizona,.533,-4.65,67.7,104.4,.307,.347,.537,50.7,51.4,9.6,5.9,.508,14.9,27.5,.215
Northern Colorado,.710,5.72,65.9,111.8,.261,.461,.572,51.4,49.7,7.6,5.5,.556,13.5,25.4,.174
Northern Illinois,.581,-1.33,66.2,100.4,.281,.364,.504,52.9,41.4,8.4,8.8,.476,15.1,31.2,.189
Northern Iowa,.806,9.83,65.9,112.8,.264,.415,.583,55.2,44.9,6.9,6.4,.556,15.7,29.8,.200
Northern Kentucky,.719,0.28,68.7,104.6,.340,.453,.533,49.7,53.7,11.7,5.4,.502,15.5,30.4,.234
Northwestern,.258,5.35,66.7,96.5,.258,.339,.502,46.9,57.1,5.9,9.6,.469,14.0,22.0,.189
Northwestern State,.500,-10.00,74.5,100.9,.331,.365,.543,50.7,48.4,7.8,10.8,.507,19.1,31.0,.243
Notre Dame,.625,11.21,69.0,106.8,.250,.451,.533,49.8,62.1,8.5,9.2,.504,12.4,26.9,.184
Oakland,.424,-5.92,67.5,99.0,.378,.379,.521,50.0,57.4,8.5,8.8,.484,17.4,29.1,.261
Ohio,.531,0.74,68.8,103.8,.292,.425,.546,51.3,57.3,9.3,6.8,.522,16.3,27.1,.201
Ohio State,.677,19.37,66.8,107.9,.367,.414,.563,53.8,54.7,7.5,10.2,.523,16.6,30.7,.276
Oklahoma,.613,13.48,69.7,100.8,.313,.389,.524,49.2,48.0,8.8,11.6,.482,14.2,23.4,.239
Oklahoma State,.563,12.01,68.5,98.7,.352,.337,.520,50.6,50.1,9.9,12.1,.478,17.0,29.3,.258
Old Dominion,.406,0.02,67.5,96.4,.288,.331,.486,53.6,44.3,10.0,9.3,.453,15.4,30.8,.199
Omaha,.500,-5.09,70.7,102.3,.271,.300,.528,50.1,44.4,7.2,8.9,.500,14.9,27.2,.193
Oral Roberts,.548,2.16,71.5,111.1,.290,.378,.545,51.8,45.2,8.8,7.0,.511,12.3,31.3,.218
